,floor,floors_count,rooms_count,total_meters,price,cian_id,distance_to_subway,distance_to_center,district_rank
0,7,9,1,42.3,16835400,298367029,0.0005839236475528783,3372.3078697533624,1
1,4,25,1,37.0,10500000,297442986,0.0007462524528435942,8368.926394051688,9
2,10,16,1,44.0,10000000,298702714,0.0033216458770290434,8389.206552634869,9
3,4,8,1,38.5,17500000,298588228,0.0005772743873212993,3023.4265685710643,1
4,6,7,1,65.36,22733515,293435902,0.001873124201333252,2427.235424631879,4
5,9,13,1,30.8,8000000,297243992,0.00023807546229222617,11951.860919378407,9
6,2,17,1,48.0,14500000,299595690,0.0006700946640673417,6772.914947849459,6
7,11,14,1,34.16,13079999,279351973,0.0,6908.371857739092,10
8,6,11,1,40.46,16960832,299636558,0.002691499980391655,5337.23626028407,10
9,9,16,1,46.6,11350000,299399518,0.0006843135662997012,7729.2347182125595,6
10,12,25,1,40.0,6890000,299378118,0.0,11957.448964928235,13
11,3,23,1,62.1,20989800,299451100,0.0008606429687940384,7074.693753651223,6
12,11,12,1,32.59,5800000,297722654,0.0,15664.476922351456,13
13,3,8,1,39.3,19118473,293496609,0.0007796067408117638,3531.0111824615014,1
14,1,14,1,37.7,5950000,296856031,0.00024798281572122,11709.002197101581,13
15,2,9,1,35.99,11849999,299481340,0.00024131935475818608,4386.753252758496,3
16,8,10,1,40.7,13850000,299006414,0.001809267428977409,5113.850529863661,9
17,3,12,1,47.4,16225848,289388509,0.0,45698.99600438173,5
18,1,13,1,36.3,6100000,298375223,0.0,15929.967683458499,13
19,2,9,1,29.11,7535060,298331096,0.0,14219.929287195602,13
20,3,4,1,29.6,4913600,297719432,0.0,22243.61134449418,13
21,15,16,1,46.0,14150000,295197899,0.0033362017085776813,5661.396611433766,7
22,7,12,1,32.2,7600000,272257905,0.0,27725.03866469646,9
23,5,25,1,51.4,9406200,292061882,0.0006845045686329397,12774.579788042094,8
24,3,4,1,45.0,7999999,298687821,0.0,20631.09824345016,11
25,19,24,1,34.5,6234150,297361104,0.0,14467.660341501061,9
26,2,4,1,31.0,5487000,290174351,0.0,22243.61134449418,13
27,9,19,1,39.7,6790000,298895332,0.0004677290840572663,6085.950014741629,4
28,2,8,1,21.88,11933352,298529949,0.0027167605928378087,2612.434051709723,1
29,4,20,1,36.0,9890000,298574187,0.0,13361.081670282136,13
30,2,8,1,39.5,17241750,298461605,0.000797014911166779,4033.544608364312,1
31,4,25,1,50.4,10600000,296238884,0.003018842993614396,12664.203788008075,7
32,5,9,1,29.0,8500000,297427106,0.0062919562907893635,6790.119561550809,9
33,5,11,1,41.7,9690000,277269506,0.00508351860295716,5305.729883300576,7
34,1,8,1,76.5,22950000,296753880,0.0,3740.56702629315,1
35,7,16,1,40.6,19500000,299467095,0.005171888598262028,6907.855774663187,7
36,7,7,1,58.7,28500000,268560184,0.0017169848161366443,3074.1055689845875,3
37,4,19,1,42.0,16700000,298331683,0.003721539352521512,4141.1852445752775,3
38,3,20,1,70.35,19000000,297086499,0.0010181606224547533,4602.714183081267,9
39,5,5,1,42.0,8450000,297617210,0.0,21298.747774048392,18
40,9,20,1,34.59,10189999,279507019,0.0,6973.704459245435,4
41,4,10,1,41.3,16000000,299192913,0.005233786065658821,3896.0540483730765,7
42,4,23,1,32.62,6207564,298977574,0.0,13805.204170430852,9
43,4,4,1,40.3,5964400,298267433,0.0,22243.61134449418,13
44,3,8,1,40.5,20456954,299196217,0.00041271741759290497,3259.869239767524,1
45,6,23,1,38.7,6990000,293573680,0.0,5413.5533403997,18
46,22,27,1,33.77,7799904,297361344,0.0,16176.821458851662,6
47,6,9,1,36.6,9000000,299139282,0.0008376418098023872,5349.559677474297,4
48,2,20,1,33.5,10990000,299243910,0.00029487628744789764,11463.78174720624,9
49,6,6,1,37.2,10000000,295258416,0.001523980986249966,2405.390166010839,4
50,3,9,1,26.91,10497494,291720442,0.0012671506381348664,2431.4119256350064,4
51,6,13,1,34.56,8100000,299517113,0.0004009465101520896,6316.559801741852,4
52,7,9,1,43.77,16990000,296121150,0.0008667257292285963,2749.465268207675,1
53,4,7,1,36.0,9999000,299667280,0.0014314446856505561,3135.9411793928834,3
54,11,12,1,39.6,15444000,293956325,0.0011961205477479906,5006.838569585699,9
55,4,8,1,37.6,12100000,298169679,0.00027879954943364245,6253.132617913079,10
56,2,10,1,33.18,6400000,292885053,0.0,15577.340142860785,13
57,11,24,1,36.2,5980000,287506866,0.00024609071631469405,13791.994911995893,15
58,3,9,1,64.44,29809944,297998589,0.00046737261030091064,2750.7766748482773,4
59,11,29,1,47.7,11300000,297370904,0.0008501093587263661,12434.760083044303,6
60,3,13,1,36.2,7550000,292934116,0.0002481429031067954,11911.15771542143,9
61,6,10,1,37.12,15122688,297998586,0.0023737459827687245,5037.781360137036,9
62,5,8,1,46.9,17300000,296170905,0.0007796067408117638,3531.0111824615014,1
63,1,5,1,36.4,6150000,269178916,0.0,13564.511800426237,9
64,2,15,1,37.42,8085854,291938304,0.002088270244195842,6835.296791873763,10
65,2,26,1,38.6,8600000,298854923,0.001554168172659602,12398.013009537184,14
66,3,11,1,38.07,13478684,299555564,0.0008598427095825661,7328.485835206947,7
67,3,9,1,39.1,16200000,297217133,0.0011254875375892395,4304.738370012683,6
68,7,9,1,42.7,16789640,298367006,0.0005839236475528783,3372.3078697533624,1
69,5,16,1,36.8,12320000,299561227,0.0012482916273173217,7553.411450717155,9
70,6,10,1,33.3,5550000,295161407,0.00042182653481261437,9519.239859600222,9
71,4,10,1,41.1,8490000,298705717,0.000786367794848603,5663.78924403207,15
72,9,11,1,37.7,8750000,296514485,0.0008904352708223,10870.54286151478,17
73,6,9,1,30.2,8700000,299389917,0.003753105396237033,11705.1684329487,17
74,3,10,1,41.98,20150400,267475944,0.005233786065658821,3896.0540483730765,7
75,6,7,1,39.9,16799000,298623712,0.0005192487310450389,6331.38029142412,6
76,8,12,1,38.06,10995534,266866924,0.0002443202332049146,11930.967202371161,9
77,9,10,1,33.5,9100000,296429310,0.0033417787143351736,7915.780196655785,9
78,10,24,1,41.5,14550232,294535347,0.001232919597549855,9403.275120985547,15
79,1,9,1,31.7,5600000,299029630,0.0,15598.926391714918,13
80,1,5,1,51.5,13400000,294205466,0.0,26306.948337262696,5
81,2,13,1,33.7,9886232,292739077,0.0003710789876812801,6270.818078420478,14
82,6,9,1,32.3,5800000,299186520,0.00046483052861142526,12704.449625708348,8
83,2,12,1,63.5,10960100,294538515,0.0009755093336249015,12031.044755589239,7
84,4,7,1,47.4,14900000,299206769,0.0012376025448930334,3558.1361196457965,2
85,2,12,1,32.4,9150796,292512705,0.0003710789876812801,6270.818078420478,14
86,6,16,1,38.8,6150000,299071423,0.00034411448784171664,11675.836942782886,13
87,2,5,1,41.29,9207670,294693178,0.0004040844495318558,13073.080330525087,6
88,12,29,1,39.4,8360000,292436369,0.0008501093587263661,12434.760083044303,6
89,5,5,1,31.0,5900000,291921103,0.0016607282011580466,6283.552488268961,10
90,15,15,1,32.03,10025390,298050421,0.0002374534952760344,4178.483754247512,4
91,7,13,1,45.3,7790000,296548554,0.0010499880107018857,10961.438377411841,15
92,11,17,1,38.6,7590000,298378211,0.0010312473873042957,7989.304695674037,15
93,3,9,1,43.0,16600000,295206611,0.00029617947730836583,3296.8224665466396,4
94,3,25,1,39.04,10090307,297024768,0.0022092997571388586,6516.88336096182,9
95,12,14,1,39.8,15950000,298499897,0.0007964301837182361,4959.245931056914,9
96,3,13,1,37.6,9317922,292452929,0.0002545638473059476,11649.043416710198,9
97,16,25,1,35.2,7600000,295268092,0.0003853215289736214,6399.4385385500045,8
98,18,24,1,35.5,6800000,299096314,0.0,20433.736543442858,6
99,23,25,1,37.07,7531446,298056575,0.00029589848733084566,12914.3343796289,9
100,2,5,1,30.4,3790000,296190867,0.0,17936.801930769005,16
101,9,14,1,45.77,9500000,299092760,0.00036045523331633547,6320.613088896074,4
102,11,12,1,45.51,13147839,293371715,0.00026808539679687833,11481.157584312961,9
103,6,24,1,33.8,6100000,298715153,0.00025259662274253295,13755.860814684214,15
104,10,13,1,34.55,7578888,299028880,0.0,12436.029890540683,9
105,4,4,1,33.9,16500000,295659991,0.0014365886077653098,2451.560723144385,2
106,2,15,1,36.9,10837530,294544573,0.0007119083617079709,8999.34609272824,15
107,12,22,1,37.9,9480000,294867847,0.0012293269111225491,8820.760432427494,8
108,18,26,1,39.98,7200000,297486994,0.0007713818775976856,14216.189822755665,6
109,3,9,1,32.7,6000000,295682288,0.0,15137.158379680386,13
110,6,8,1,54.4,29376000,280459325,0.0021384483396120297,3220.8379309852594,1
111,1,10,1,40.5,5100000,292406186,0.0,18105.935936579637,18
112,7,10,1,38.4,6600000,297075527,0.00042182653481261437,9519.239859600222,9
113,2,18,1,41.6,6250000,297989469,0.0,11803.088386018626,13
114,17,17,1,39.4,7299000,295283735,0.0008739890648217033,12586.436465201716,7
115,14,14,1,41.0,7450000,291808351,0.00037407069931236675,13243.258696182744,6
116,2,12,1,34.7,8241250,299403387,0.0006998423123496174,6344.425921978766,10
117,5,12,1,34.5,6300000,296733100,0.00020478291838683146,10436.841440518883,10
118,10,10,1,45.6,14000000,298739677,0.0007886877524659664,6315.784711731547,9
119,14,23,1,31.3,4590000,294020465,0.00042440798726862034,14800.918746849322,18
120,12,14,1,40.41,14900000,297014130,0.0008488710754344038,4959.245931056914,9
121,1,18,1,42.2,12600000,299398539,0.0007406124178147204,9472.614698630448,14
122,2,19,1,32.0,8000000,299099426,0.0008065649769145697,13292.558192721694,7
123,24,24,1,41.0,6425000,297227985,0.000392240360789206,14739.642872447726,18
124,6,19,1,33.54,8300000,296212408,0.0003164567475881188,8458.800578056811,15
125,9,17,1,42.0,6800000,295879876,0.0,12137.663714909688,13
126,2,10,1,41.0,10050043,296851449,0.0002237706583249908,12341.274823653108,9
127,15,17,1,33.7,7500000,294179154,0.00036277906661836526,8922.810337315967,9
128,12,14,1,37.0,7900000,292434440,0.0002915653654644408,12728.406442440662,9
129,16,24,1,34.7,6300000,295721078,0.000727970597477248,15414.70798678371,6
130,2,5,1,33.4,6950155,299582550,0.0,19482.833647741056,7
131,3,12,1,49.0,13900000,292112525,0.0009119611786322062,6919.6106214731335,7
132,2,7,1,29.1,7750000,294941822,0.001572143287837642,3336.70172644121,1
133,5,5,1,30.2,5500000,299110914,0.0007764479457998447,7821.263023768808,8
134,2,15,1,39.5,8164532,296210633,0.0006096129153284364,9953.492171183058,15
135,5,5,1,31.1,5200000,297829100,0.0005452529151752277,9576.738955962732,7
136,3,4,1,26.22,5332010,293667114,0.0,21616.979981219512,18
137,10,10,1,33.8,6480000,297849492,0.0027943502091749726,8623.211050595319,15
138,1,5,1,42.86,7434350,298649495,0.0,27351.023161351302,16
139,10,24,1,33.2,5000000,297757839,0.00023624053360519893,14076.095534303193,15
140,7,9,1,33.4,5500000,297714144,0.0006023655220276426,10688.534918358384,14
141,4,9,1,30.0,6300000,296836302,0.0014142734198356727,6569.466103889466,6
142,1,12,1,33.6,4800000,299382297,0.0,11057.407449642975,8
143,7,12,1,43.4,5300000,299505788,0.0005087080722025813,13835.751466223226,6
144,2,5,1,30.2,4500000,298731686,0.000317636680770187,10336.010550207255,10
145,10,12,1,38.3,7300000,299135050,0.0004934662575661738,10006.52487572006,9
146,4,7,1,42.9,24980000,292857535,0.0009276132935055327,3749.575306993095,2
147,9,23,1,37.3,5850000,297697704,0.00023370585949167842,14212.907583298076,15
148,9,12,1,38.1,7200000,298608906,0.0005243695068583054,8953.208229292197,9
149,2,16,1,38.0,9990000,298870704,0.0008075056051920299,5622.735184762103,4
150,13,19,1,44.8,8600000,299321083,0.0002381508009345773,12280.167457418776,9
151,14,23,1,39.68,7691513,297885525,0.0,13776.493199782368,9
152,1,4,1,28.3,3500000,299095339,0.0,25516.177444219054,16
153,15,23,1,39.8,7200000,299357595,0.0,20552.804056702964,6
154,15,24,1,36.95,6000000,289786509,0.0,14467.660341501061,9
155,14,23,1,34.37,6893604,298459515,0.0,13776.493199782368,9
156,8,24,1,32.4,7500000,299374819,0.0013317872400340676,12397.563951607131,7
157,8,23,1,33.92,6718950,297362013,0.0,13945.265531297353,9
158,10,16,1,44.0,8800000,294965679,0.0008064453119736821,9657.435322752508,7
159,11,14,1,36.0,8888888,296734435,0.0025192082600784924,7651.891268807015,9
160,3,4,1,41.1,20990000,294111461,0.0015262241060223472,2509.1597832331126,2
161,8,9,1,41.7,13950000,298195620,0.0018694573166237389,7932.389674218336,9
162,20,23,1,28.2,4950000,297795562,0.00025259662274253295,13755.860814684214,15
163,1,5,1,30.7,5400000,297684712,0.0013024044988636488,9236.486401188396,8
164,4,9,1,33.72,9200731,295858926,0.0,14219.929287195602,13
165,8,12,1,36.2,5800000,291372451,0.00034408657314403555,9835.756051545424,10
166,3,5,1,30.0,5500000,297994012,0.0006639866538077951,7457.580675028996,6
167,1,9,1,36.81,8578900,295859089,0.0,14219.929287195602,13
168,8,16,1,38.7,7650000,299099830,0.00040064109402371246,9049.101696869799,9
169,5,10,1,47.0,18000000,297961350,0.0013412754457496276,2614.547741798823,1
170,7,8,1,48.8,22210541,293496463,0.0007796067408117638,3531.0111824615014,1
171,16,25,1,34.5,7500000,298049316,0.0008349652033311149,8309.57120527384,15
172,5,25,1,37.95,5290000,295280586,0.00023624053360519893,14076.095534303193,15
173,5,9,1,44.0,16500000,295323138,0.000726616254438938,3603.386068909526,1
174,5,8,1,39.7,19740518,293496511,0.0007796067408117638,3531.0111824615014,1
175,2,5,1,31.2,5000000,298662189,0.0,24761.63239726984,11
176,6,7,1,54.5,13790000,291460963,0.0033081283141426087,1536.142327249029,2
177,10,25,1,36.94,18688685,294551126,0.0014625032939982365,10341.328270571776,7
178,13,14,1,37.0,6900000,299334139,0.0003254784698294154,6648.391913855315,10
179,2,9,1,49.19,15679999,299481389,0.00024131935475818608,4386.753252758496,3
180,10,10,1,35.0,6000000,299632115,0.0,15577.340142860785,13
181,7,7,1,63.86,24311275,293435870,0.001873124201333252,2427.235424631879,4
182,2,10,1,43.0,13700000,296834271,0.001163138091081412,4708.399401280517,3
183,6,17,1,44.8,8900000,297706736,0.0007015610074207118,7226.101809298409,8
184,6,9,1,41.6,15949999,299481414,0.00024131935475818608,4386.753252758496,3
185,5,21,1,34.9,8700000,294034275,0.00036792410631883763,6973.704459245435,4
186,6,12,1,48.2,17877708,289388425,0.0,45698.99600438173,5
187,5,5,1,31.1,6100000,298329429,0.0008704473315809608,8990.231930021899,14
188,6,7,1,74.62,28626097,293435822,0.001873124201333252,2427.235424631879,4
189,9,9,1,34.4,5490000,297516945,0.00035834489114064166,12269.625259717139,6
190,3,6,1,48.1,21607555,299135829,0.0013308960995756572,3715.2002526419874,2
191,12,16,1,33.6,11600000,295747960,0.002805233878863488,6842.077092281142,10
192,13,14,1,43.2,15089999,279352049,0.0,6908.371857739092,10
193,6,12,1,37.38,8200000,287949090,0.0002443202332049146,11930.967202371161,9
194,3,16,1,41.2,11290000,299363990,0.0011729700035659504,10505.16476906526,7
195,3,12,1,71.8,25998780,294180843,0.0,45698.99600438173,5
196,5,12,1,31.0,11500000,269502406,0.0005990974046406302,7856.074279607253,7
197,8,13,1,30.8,5970000,298092726,0.0003482485126033715,8896.64406673925,8
198,13,14,1,42.17,14989999,279352061,0.0,6908.371857739092,10
199,22,24,1,54.2,13990000,295364531,0.0012476833255042983,8821.931572579952,9
200,8,24,1,42.1,6912820,297361064,0.0,14467.660341501061,9
201,3,10,1,35.5,11600000,298255448,0.0015141672056468887,4285.214150520525,14
202,4,14,1,36.88,13119999,298146758,0.0,6908.371857739092,10
203,6,7,1,40.0,9990000,299505462,0.003823677388212512,12040.249678602542,6
204,2,9,1,46.26,14709999,299481388,0.00024131935475818608,4386.753252758496,3
205,20,23,1,35.3,5600000,296031592,0.0003975443887189362,12697.220984096206,10
206,2,5,1,29.7,5599000,298074012,0.00110895060384652,12744.314176600055,8
207,3,4,1,31.5,5500000,295762890,0.0,29296.128553839997,18
208,1,9,1,47.5,12700000,289681131,0.0011794464227753462,4033.4804383076175,2
209,4,12,1,34.5,7290000,299103855,0.0002732663109398954,13112.663437514677,9
210,4,8,1,25.52,15132619,298529998,0.0027167605928378087,2612.434051709723,1
211,4,11,1,28.2,5500000,292437729,0.0003562467308190572,15274.675709375642,18
212,7,11,1,44.89,18404900,299464106,0.002691499980391655,5337.23626028407,10
213,6,26,1,46.9,13990000,297872990,0.0012543115437903941,11463.865737588883,15
214,10,11,1,35.2,10610000,294777985,0.0012618841324962757,11691.385622017355,15
215,9,25,1,31.4,6780000,293041151,0.0002487397775629381,12003.10279007954,9
216,2,8,1,45.33,20277423,298529954,0.0027167605928378087,2612.434051709723,1
217,10,11,1,35.37,10990000,296992432,0.002593286833756486,3684.5654870590233,2
218,1,17,1,38.4,7107840,297361142,0.0,14138.511883214756,9
219,6,8,1,40.55,23660000,299637865,0.0017169116406143784,3259.869239767524,1
220,1,6,1,30.3,8500000,294773629,0.0015536346999410005,2326.83240354289,1
221,2,11,1,55.77,22386078,299464134,0.002691499980391655,5337.23626028407,10
222,11,18,1,33.4,7700000,297458707,0.0008065649769145697,13292.558192721694,7
223,2,24,1,40.6,6540660,297361030,0.0,14467.660341501061,9
224,15,15,1,38.6,15940000,298731633,0.001140434331557724,5895.844544992677,10
225,7,25,1,34.56,19688676,297316436,0.0014625032939982365,10341.328270571776,7
226,2,5,1,31.1,5500000,270168275,0.0005410462036838524,12787.124318048083,17
227,6,23,1,66.5,21147000,299451096,0.0008606429687940384,7074.693753651223,6
228,13,15,1,45.4,7700000,297274171,0.00022142538833299854,14389.964101486657,13
229,11,15,1,34.3,6800000,299071751,0.000702547817185808,11397.983828840694,17
230,5,25,1,51.7,9461100,292061878,0.0006845045686329397,12774.579788042094,8
231,2,4,1,40.9,15000000,296783105,0.0031350814996500315,1596.6473811427409,2
232,9,11,1,46.37,10766000,296399787,0.0012618841324962757,11691.385622017355,15
233,14,18,1,31.0,7500000,297570434,0.0005062764828895831,6093.749143663351,4
234,9,23,1,40.1,6500000,298659871,0.0004987553220574718,17643.02802106215,15
235,10,11,1,28.9,10809500,294042869,0.0012618841324962757,11691.385622017355,15
236,5,9,1,58.33,41000000,299336700,0.0010960334586016364,3229.846786518408,1
237,10,11,1,41.0,5800000,298736745,0.0,15100.171342856785,6
238,5,10,1,39.5,9500000,294184360,0.0,1764.241065946079,5
239,17,25,1,43.1,24880294,287028904,0.0014625032939982365,10341.328270571776,7
240,14,25,1,33.5,5899000,297343485,0.0005357065206022592,17527.584747987392,15
241,7,15,1,39.0,7200000,296446881,0.00021486544224358435,14728.850631531192,6
242,2,5,1,29.3,5690000,295940595,0.0006639866538077951,7457.580675028996,6
243,1,4,1,34.3,6150247,296659706,0.0,24513.100936791954,18
244,13,13,1,33.7,15800000,293254950,0.0003595947170311076,5505.659556532029,10
245,8,25,1,41.31,11218263,297024654,0.0022092997571388586,6516.88336096182,9
246,9,10,1,46.7,9600000,296631786,0.0007212329094881078,9383.02899255692,9
247,3,4,1,38.2,7050211,280678056,0.0,24513.100936791954,18
248,6,9,1,32.5,6300000,292232141,0.0017275713282309466,9713.251141597559,15
249,15,18,1,36.1,11335405,298656206,0.0011680118701997276,4958.649701377589,3
250,19,24,1,33.9,8500000,299583835,0.0016229118324963202,6934.905623735339,10
251,2,21,1,32.0,9300000,299055356,0.002074992745448374,9231.789194787447,14
252,2,12,1,35.1,6750000,297430999,0.0007785024637674033,8101.081608543035,6
253,12,25,1,42.59,11086743,297024575,0.0022092997571388586,6516.88336096182,9
254,2,12,1,36.73,10500000,298879842,0.0007964301837182361,4959.245931056914,9
255,7,18,1,36.8,12016058,298655591,0.0011127270923814955,4568.991465194513,3
256,4,4,1,31.1,12927000,296477514,0.005538320737912244,2515.2812866574013,2
257,2,10,1,41.1,17482036,298657299,0.001809267428977409,5113.850529863661,9
258,5,5,1,31.6,5300000,299559466,0.000777840367879057,8915.804291808949,15
259,5,9,1,50.35,20006294,294603061,0.0012671506381348664,2431.4119256350064,4
260,2,9,1,36.0,6150000,298374900,0.0,12497.258255255454,13
261,2,16,1,46.0,8499999,299100668,0.0019409895667998754,10602.46480266586,15
262,3,5,1,31.0,6490000,296197788,0.0012023753851849782,9208.877495409564,6
263,18,26,1,32.2,7084000,268906782,0.00028215610000601805,14765.691186827775,18
264,5,15,1,46.3,13200000,293797582,0.0008380670463248181,4597.824163655737,14
265,1,12,1,35.9,8750000,298791080,0.0008857523073903568,7623.953019021157,6
266,13,24,1,36.8,6100000,288958467,0.0004229339210593603,14212.907583298076,15
267,8,9,1,30.5,5200000,294854766,0.0,14566.101969879694,13
268,8,12,1,34.99,12407000,265730967,0.0007171105828576463,4511.638648020734,6
269,6,18,1,40.3,9200000,293329983,0.0008924581090276274,6571.200157855845,9
270,7,10,1,36.8,14664779,298657444,0.001809267428977409,5113.850529863661,9
271,5,9,1,60.15,42000000,299336702,0.0010960334586016364,3229.846786518408,1
272,4,23,1,45.4,13687242,295748063,0.0010317245879766614,13235.02215092884,6
273,4,25,1,40.01,8199000,296411711,0.00021340357108143535,12541.880350432613,9
274,18,27,1,38.9,7580000,297267506,0.0003105085770495327,18748.272323678662,15
275,1,27,1,41.29,8493353,297905085,0.0,16035.092089458927,6
276,13,26,1,39.5,10900000,299055703,0.0014608921394951026,8454.84200673418,9
277,7,12,1,45.75,12970125,266866573,0.0002443202332049146,11930.967202371161,9
278,7,24,1,34.78,5170000,299387511,0.0,14076.095534303193,15
279,9,27,1,37.65,8116032,297905161,0.0,16035.092089458927,6
280,7,16,1,35.1,8500000,296601592,0.00040296531627092766,6706.953697416524,8
281,4,9,1,29.0,5850000,292240491,0.0007395238260117155,10155.005208917863,15
282,3,9,1,49.6,19875522,298658144,0.0008001889571493832,4451.82331868231,1
283,9,17,1,50.5,20950000,293992137,0.0011497423066221203,4614.727033263814,9
284,6,9,1,51.04,18813344,258156062,0.0008667257292285963,2749.465268207675,1
285,7,10,1,38.6,11199000,298194738,0.0008932332437097803,4345.346709194138,14
286,8,24,1,32.6,4900000,298375857,0.0,6146.635440363442,10
287,5,12,1,48.34,12138175,266867937,0.0002443202332049146,11930.967202371161,9
288,2,7,1,38.1,8900000,298732256,0.0,13663.939392961578,13
289,5,9,1,53.88,19337532,258156041,0.0008667257292285963,2749.465268207675,1
290,1,6,1,37.9,6490000,268472350,0.00048577277273604565,6522.69978175102,6
291,1,14,1,37.8,7500000,297689225,0.0,7124.993828071442,8
292,16,26,1,34.6,7093000,298728776,0.00028215610000601805,14765.691186827775,18
293,9,24,1,45.0,17500000,299010990,0.0007977499774960309,9970.464208804753,7
294,21,25,1,30.8,4970000,299371546,0.0,6146.635440363442,10
295,1,18,1,41.9,8500000,299587695,0.0007371733561702027,8536.53728882809,15
296,4,10,1,58.2,23500000,298818734,0.0003595947170311076,5505.659556532029,10
297,5,8,1,59.9,31762275,297863442,0.0007960440990986843,3259.869239767524,1
298,6,8,1,42.0,15850000,298269492,0.00031815345624930705,3407.1894516425405,3
299,2,3,1,50.3,17605000,292254325,0.001917220397415499,1768.825751239452,4
300,7,25,1,33.6,6150000,293605050,0.000414071524500249,14076.095534303193,15
301,3,8,1,44.5,24900000,296838576,0.0015613433106347705,3484.129883085302,2
302,2,4,1,32.9,7600000,299250635,0.0,16222.477610990647,13
303,5,14,1,40.7,11990000,296572902,0.0008874706958954048,4827.377917188126,9
304,10,12,1,38.9,12500000,298648359,0.002025309886324784,8456.960457313324,9
305,12,27,1,37.4,7300000,297533814,0.0009343937253855024,15112.206006767625,6
306,1,6,1,38.4,17280000,291267845,0.0004300683236918158,2498.285912032635,3
307,1,8,1,47.5,18037434,298980289,0.0007796067408117638,3531.0111824615014,1
308,3,8,1,42.8,18000000,296285672,0.0008515989764494362,3946.980416098691,1
309,3,4,1,49.0,18900000,294265707,0.0006869968732101214,3282.842517590927,4
310,12,26,1,45.3,19000000,299025669,0.0008565814162657923,9523.65456796444,6
311,2,9,1,50.1,19818493,298658137,0.0008001889571493832,4451.82331868231,1
312,1,3,1,53.6,19990000,287402989,0.0,1768.825751239452,4
313,2,9,1,56.4,21500000,291869224,0.0013308960995756572,3715.2002526419874,2
314,3,8,1,74.58,22177350,290207979,0.0021384483396120297,3220.8379309852594,1
315,7,8,1,48.8,22210000,299336888,0.0005369793266227002,3531.0111824615014,1
316,3,8,1,44.0,22900000,298295357,0.0007647119970591961,3918.5140509483917,1
317,3,8,1,53.2,25900000,298500322,0.0009559728376964422,4174.581413699067,1
318,6,8,1,58.3,25650000,299336820,0.0030090220849231385,2724.3619468037755,1
319,2,7,1,81.6,27426168,290200233,0.0017629605680533039,2480.8356667947337,4
320,5,20,1,73.5,27900000,298685891,0.0008606429687940384,7074.693753651223,6
321,8,9,1,60.0,48000000,299336711,0.0010960334586016364,3229.846786518408,1
322,2,7,1,93.8,79700000,299336176,0.001445500708667435,2366.369357880554,2
323,1,4,1,17.25,2890000,291073133,0.000795607331575815,3619.350306784193,2
324,5,9,1,30.2,3850000,298732535,0.0,21021.000829402044,11
325,1,3,1,19.3,4050000,292488026,0.0015252757516248626,5011.112897450391,17
326,4,5,1,34.5,4390000,287493774,0.0,25919.66117722062,16
327,3,7,1,27.86,4875500,297024084,0.0,6146.635440363442,10
328,2,7,1,28.72,4882400,297024109,0.0,6146.635440363442,10
329,4,9,1,33.8,4900000,298554222,0.0,27443.036163115143,16
330,2,24,1,34.38,4949999,296169509,0.00023624053360519893,14076.095534303193,15
331,4,12,1,38.9,4950000,298482312,0.0,21184.06511196002,16
332,9,18,1,32.4,5040000,294480752,0.0012588537774790166,11072.605433336845,15
333,14,15,1,36.2,5040000,292498344,0.00022643209473604165,14251.829087741482,15
334,9,13,1,32.5,5037500,292781492,0.0007687356993046883,9125.507997916624,15
335,2,22,1,32.8,5051200,299237083,0.00021535083109416693,12489.10985970657,10
336,5,24,1,31.0,5100000,297182614,0.00024609071631469405,13791.994911995893,15
337,13,22,1,32.0,5136000,299237160,0.00021535083109416693,12489.10985970657,10
338,10,17,1,33.37,5100000,298299816,0.0,6146.635440363442,10
339,5,9,1,26.0,5240000,298522474,0.0008381778783572384,11552.491847961177,17
340,6,26,1,30.0,5290000,292401197,0.0,6146.635440363442,10
341,2,4,1,26.6,5346119,293667096,0.0,21616.979981219512,18
342,6,25,1,33.5,5350000,299319112,0.00021779672528193092,12645.640334307906,10
343,5,5,1,32.0,5400000,297121336,0.0016147139149212805,9861.873455397195,7
344,2,7,1,34.96,5593600,297024103,0.0,6146.635440363442,10
345,2,4,1,30.2,5500000,294824838,0.0,24618.910402156653,18
346,22,25,1,34.0,5500000,298194124,0.00021492017948025163,11952.619815663995,10
347,3,7,1,34.22,5646300,297024092,0.0,6146.635440363442,10
348,2,25,1,36.43,5646650,297023657,0.0,6146.635440363442,10
349,7,9,1,31.1,5600000,298907245,0.00035437548697764374,7288.585721821075,10
350,1,5,1,31.08,5650017,297904370,0.0,21185.275457156422,7
351,3,13,1,34.2,5699000,293565921,0.0,10712.474423827074,10
352,1,8,1,35.2,5667200,299600007,0.0,26382.5299740703,13
353,11,11,1,32.1,5664202,294664625,0.00031623926857754725,15374.23822019453,18
354,2,9,1,36.8,5700000,298561685,0.0,24632.880977340064,16
355,2,25,1,26.71,5742650,294605976,0.0,11149.610709218312,13
356,3,9,1,30.0,5700000,295221207,0.0011940670453333916,11952.535577646055,17
357,4,12,1,31.6,5700000,298436138,0.0,15718.84301528967,13
358,10,12,1,32.9,5757500,296711212,0.0,15129.081635349468,18
359,3,4,1,28.65,5800034,297392396,0.0,24513.100936791954,18
360,10,12,1,34.2,5814000,296280938,0.0,15129.081635349468,18
361,3,9,1,32.1,5850000,297256776,0.0002331683099602316,12465.611314796868,13
