,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id,adress,longitude,latitude
0,7,9,1,42.3,16835400,Петроградский,Петровский проспект,9к2,Спортивная,298367029,Петровский проспект 9к2,30.26765705,59.96069285
1,4,25,1,37.0,10500000,Приморский,Байконурская ,26,Комендантский проспект,297442986,Байконурская 26,30.2793263,60.0149953
2,10,16,1,44.0,10000000,Приморский,Комендантский проспект,17к1,Комендантский проспект,298702714,Комендантский проспект 17к1,30.25636656619526,60.0118104
3,4,8,1,38.5,17500000,Петроградский,Ремесленная ,17,Василеостровская,298588228,Ремесленная 17,30.213089292604714,55.21163355
4,9,13,1,30.8,8000000,Приморский,Планерная ,91к2,Комендантский проспект,297243992,Планерная 91к2,30.20061515921462,60.03265415
5,2,17,1,48.0,14500000,Выборгский,Зеленогорская ,7,Пионерская,299595690,Зеленогорская 7,45.9145491,51.583766350000005
6,11,14,1,34.16,13079999,Красногвардейский,проспект Энергетиков,2,,279351973,проспект Энергетиков 2,83.63268820100387,53.33813195
7,6,11,1,40.46,16960832,Красногвардейский, Стахановцев,1,Новочеркасская,299636558,Стахановцев 1,33.5067021,44.5629575
8,9,16,1,46.6,11350000,Выборгский,проспект Тореза,44к2,Площадь Мужества,299399518,проспект Тореза 44к2,30.3480861,60.0090517
9,12,25,1,40.0,6890000,Красносельский,Ленинский проспект,51,Ленинский проспект,299378118,Ленинский проспект 51,39.23745387417472,51.651928749999996
10,3,23,1,62.1,20989800,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,299451100,аллея Академика Лихачева 7,30.346896091843032,60.00261465
11,3,8,1,39.3,19118473,Петроградский,Петровский проспект,22к2,Крестовский остров,293496609,Петровский проспект 22к2,30.261877165769224,59.96039365
12,1,14,1,37.7,5950000,Красносельский,Брестский бульвар,11/36,Ленинский проспект,296856031,Брестский бульвар 11/36,30.19511664692162,59.8539443
13,2,9,1,35.99,11849999,Адмиралтейский, Шкапина,43-45,Балтийская,299481340,Шкапина 43-45,30.2959521,59.9087317
14,8,10,1,40.7,13850000,Приморский,Белоостровская ,28,Черная речка,299006414,Белоостровская 28,30.310033001602342,59.9872559
15,3,12,1,47.4,16225848,Курортный,Приморское шоссе,570Л,,289388509,Приморское шоссе 570Л,30.1755998,59.9892131
16,1,13,1,36.3,6100000,Красносельский, Летчика Лихолетова,14к2,Проспект Ветеранов,298375223,Летчика Лихолетова 14к2,30.1047948,59.8416666
17,2,9,1,29.11,7535060,Красносельский, Тамбасова,5,Проспект Ветеранов,298331096,Тамбасова 5,91.68953046810196,53.69713395
18,3,4,1,29.6,4913600,Красносельский,Стрельнинское шоссе,3а,Ленинский проспект,297719432,Стрельнинское шоссе 3а,30.09303844395157,59.743012050000004
19,7,12,1,32.2,7600000,Приморский,Озеро Долгое,15к3,Старая Деревня,272257905,Озеро Долгое 15к3,30.2563391,60.0121678
20,5,25,1,51.4,9406200,Калининский,Светлановский проспект,121к1,Гражданский проспект,292061882,Светлановский проспект 121к1,30.405512478277306,60.0461047
21,3,4,1,45.0,7999999,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,298687821,Красносельское шоссе 22,30.07358835,59.84900105
22,19,24,1,34.5,6234150,Приморский, Ивинская,19к1,Комендантский проспект,297361104,Ивинская 19к1,30.12787427216709,60.03260765
23,2,4,1,31.0,5487000,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,290174351,Стрельнинское шоссе 3а,30.09303844395157,59.743012050000004
24,9,19,1,39.7,6790000,Василеостровский,бульвар Александра Грина,1,Приморская,298895332,бульвар Александра Грина 1,30.2049943,59.9369829
25,2,8,1,21.88,11933352,Петроградский,Пионерская ,53,Чкаловская,298529949,Пионерская 53,127.99603210000001,49.614011149999996
26,4,20,1,36.0,9890000,Красносельский, Катерников,7,Проспект Ветеранов,298574187,Катерников 7,30.1553947,59.8510945
27,2,8,1,39.5,17241750,Петроградский,Петровский проспект,28к2,Крестовский остров,298461605,Петровский проспект 28к2,30.2531546,59.9611345
28,4,25,1,50.4,10600000,Московский,Витебский проспект,97к1,Купчино,296238884,Витебский проспект 97к1,30.370525735,59.831519799999995
29,5,9,1,29.0,8500000,Приморский,Богатырский проспект,3К1,Пионерская,297427106,Богатырский проспект 3К1,30.29431090779631,60.0019579
30,5,11,1,41.7,9690000,Московский,Детский переулок,2,Московские ворота,277269506,Детский переулок 2,30.316789196328735,59.8937313
31,1,8,1,76.5,22950000,Петроградский,Петровский проспект,24к2,,296753880,Петровский проспект 24к2,30.25784072226221,59.9602408
32,7,16,1,40.6,19500000,Московский,Варшавская ,6к2,Электросила,299467095,Варшавская 6к2,30.3164104,59.8802729
33,7,7,1,58.7,28500000,Адмиралтейский,Звенигородская ,7к2,Звенигородская,268560184,Звенигородская 7к2,30.3406428,59.9177318
34,4,19,1,42.0,16700000,Адмиралтейский,Московский проспект,73к5,Фрунзенская,298331683,Московский проспект 73к5,30.3129543,59.9055198
35,5,5,1,42.0,8450000,Пушкинский, Образцовая,5к1,,297617210,Образцовая 5к1,30.37073809777705,59.7523833
36,9,20,1,34.59,10189999,Василеостровский, Челюскина,8,,279507019,Челюскина 8,77.21582407614503,43.313531100000006
37,4,10,1,41.3,16000000,Московский,Московский проспект,72к2,Фрунзенская,299192913,Московский проспект 72к2,30.3202041,59.906675
38,4,23,1,32.62,6207564,Приморский, Ивинская,1к2,Зенит,298977574,Ивинская 1к2,30.1260104,60.0327736
39,4,4,1,40.3,5964400,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,298267433,Стрельнинское шоссе 3а,30.09303844395157,59.743012050000004
40,3,8,1,40.5,20456954,Петроградский,набережная Реки Карповки,31к1,Спортивная,299196217,набережная Реки Карповки 31к1,30.2893783,59.9689199
41,6,23,1,38.7,6990000,Пушкинский,Школьная ,17,Звездная,293573680,Школьная 17,53.077626072094425,57.640691149999995
42,22,27,1,33.77,7799904,Выборгский,проезд Толубеевский,34к2,,297361344,проезд Толубеевский 34к2,30.357682,60.0861805
43,6,9,1,36.6,9000000,Василеостровский, Кораблестроителей,19К1,Приморская,299139282,Кораблестроителей 19К1,30.218893686132716,59.942325600000004
44,2,20,1,33.5,10990000,Приморский,Комендантский проспект,63,Комендантский проспект,299243910,Комендантский проспект 63,30.2284800349911,60.03545365
45,6,13,1,34.56,8100000,Василеостровский, Чирикова,5,Приморская,299517113,Чирикова 5,158.65593554999998,53.00883025
46,7,9,1,43.77,16990000,Петроградский,Петроградская набережная,38,Горьковская,296121150,Петроградская набережная 38,30.333000922013227,59.9637442
47,4,7,1,36.0,9999000,Адмиралтейский,Можайская ,37-39,Пушкинская,299667280,Можайская 37-39,30.3292099,59.9143099
48,11,12,1,39.6,15444000,Приморский,Белоостровская ,7,Лесная,293956325,Белоостровская 7,30.328233976336737,59.98569325
49,4,8,1,37.6,12100000,Красногвардейский,шоссе Революции,12к2,Новочеркасская,298169679,шоссе Революции 12к2,30.41722254915517,59.960977
50,2,10,1,33.18,6400000,Красносельский,проспект Ветеранов,169к6,Проспект Ветеранов,292885053,проспект Ветеранов 169к6,30.1164729874333,59.84212995
51,11,24,1,36.2,5980000,Невский, Русановская,18к6,Ломоносовская,287506866,Русановская 18к6,30.51243106542462,59.86901355
52,11,29,1,47.7,11300000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,297370904,Выборгское шоссе 15,30.676213515793204,61.6935831
53,3,13,1,36.2,7550000,Приморский,проспект Авиаконструкторов,63,Комендантский проспект,292934116,проспект Авиаконструкторов 63,30.20729853144776,60.034273549999995
54,6,10,1,37.12,15122688,Приморский,Лисичанская ,22,Черная речка,297998586,Лисичанская 22,38.50636303490566,48.953288099999995
55,5,8,1,46.9,17300000,Петроградский,Петровский проспект,22к2,Крестовский остров,296170905,Петровский проспект 22к2,30.261877165769224,59.96039365
56,1,5,1,36.4,6150000,Приморский,проспект Юнтоловский,49к6,,269178916,проспект Юнтоловский 49к6,30.144122684770906,60.029129999999995
57,2,15,1,37.42,8085854,Красногвардейский,проспект Энергетиков,6,Ладожская,291938304,проспект Энергетиков 6,39.73775595,54.04316255
58,2,26,1,38.6,8600000,Фрунзенский,Дунайский проспект,55к1,Дунайская,298854923,Дунайский проспект 55к1,30.41927222308282,59.8438748
59,3,11,1,38.07,13478684,Московский,Благодатная ,50,Электросила,299555564,Благодатная 50,39.64660201576087,47.22425225
60,3,9,1,39.1,16200000,Выборгский, Александра Матросова,3,Лесная,297217133,Александра Матросова 3,30.747177996373562,46.46071245
61,7,9,1,42.7,16789640,Петроградский,Петровский проспект,9к2,Спортивная,298367006,Петровский проспект 9к2,30.26765705,59.96069285
62,5,16,1,36.8,12320000,Приморский,Богатырский проспект,25к1,Комендантский проспект,299561227,Богатырский проспект 25к1,30.251813797471375,60.002266500000005
63,6,10,1,33.3,5550000,Приморский, Репищева,19К1,Комендантский проспект,295161407,Репищева 19К1,30.284344150149654,60.025637849999995
64,4,10,1,41.1,8490000,Невский,Глазурная ,2,Площадь Александра Невского,298705717,Глазурная 2,30.399676503867283,59.9157426
65,9,11,1,37.7,8750000,Кировский,Дачный проспект,2к1,Проспект Ветеранов,296514485,Дачный проспект 2к1,30.241424539946465,59.850485199999994
66,6,9,1,30.2,8700000,Кировский,бульвар Новаторов,116,Проспект Ветеранов,299389917,бульвар Новаторов 116,30.24730665430485,59.841433949999995
67,3,10,1,41.98,20150400,Московский,Московский проспект,72к2,Фрунзенская,267475944,Московский проспект 72к2,30.3202041,59.906675
68,6,7,1,39.9,16799000,Выборгский,проспект Энгельса,2,Пионерская,298623712,проспект Энгельса 2,30.32670657313507,60.045468400000004
69,8,12,1,38.06,10995534,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,266866924,проспект Авиаконструкторов 54,30.20655429169124,60.033274399999996
70,9,10,1,33.5,9100000,Приморский, Ильюшина,2,Комендантский проспект,296429310,Ильюшина 2,37.5381357,55.8027935
71,10,24,1,41.5,14550232,Невский,Фарфоровская ,9,Ломоносовская,294535347,Фарфоровская 9,30.428463049999998,59.88031945
72,1,9,1,31.7,5600000,Красносельский, Летчика Пилютова,46,Проспект Ветеранов,299029630,Летчика Пилютова 46,30.1408221,59.8310201
73,1,5,1,51.5,13400000,Курортный,переулок Большой Литейный,44Д,Комендантский проспект,294205466,переулок Большой Литейный 44Д,29.953307,60.0890959
74,2,13,1,33.7,9886232,Фрунзенский,Волковское,1,Обводный канал,292739077,Волковское 1,37.703800615062136,55.921193099999996
75,6,9,1,32.3,5800000,Калининский, Демьяна Бедного,30к1,Гражданский проспект,299186520,Демьяна Бедного 30к1,30.390684065324898,60.04828895
76,2,12,1,63.5,10960100,Московский,Московское шоссе,3к5,Звездная,294538515,Московское шоссе 3к5,30.3312062,59.8335256
77,4,7,1,47.4,14900000,Центральный,Полтавский проезд,2,Площадь Восстания,299206769,Полтавский проезд 2,30.3667088,59.9262941
78,2,12,1,32.4,9150796,Фрунзенский,Волковское,5,Обводный канал,292512705,Волковское 5,37.747821776003704,55.93213205
79,6,16,1,38.8,6150000,Красносельский, Маршала Захарова,50К1,Проспект Ветеранов,299071423,Маршала Захарова 50К1,30.203675049134034,59.85237255
80,2,5,1,41.29,9207670,Выборгский, Береговая,12,Проспект Просвещения,294693178,Береговая 12,92.84686067566929,53.8459085
81,12,29,1,39.4,8360000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,292436369,Выборгское шоссе 15,30.676213515793204,61.6935831
82,5,5,1,31.0,5900000,Красногвардейский,Таллинская ,27,Новочеркасская,291921103,Таллинская 27,76.98572922288757,43.2748816
83,15,15,1,32.03,10025390,Василеостровский,Гавань,12,Горный институт,298050421,Гавань 12,59.321794049999994,57.234667
84,7,13,1,45.3,7790000,Невский, Дыбенко,42,Улица Дыбенко,296548554,Дыбенко 42,34.09860136265014,44.95635355
85,11,17,1,38.6,7590000,Невский,проспект Пятилеток,16к3,Проспект Большевиков,298378211,проспект Пятилеток 16к3,30.450623123974083,59.9231064
86,3,25,1,39.04,10090307,Приморский,Коломяжский проспект,13к2,Пионерская,297024768,Коломяжский проспект 13к2,30.2986208,60.0015533
87,12,14,1,39.8,15950000,Приморский,Белоостровская ,12,Лесная,298499897,Белоостровская 12,30.3204732,59.9860859
88,3,13,1,37.6,9317922,Приморский,Планерная ,87к1,Комендантский проспект,292452929,Планерная 87к1,30.2018577,60.0320667
89,16,25,1,35.2,7600000,Калининский,Кондратьевский проспект,64к9,Лесная,295268092,Кондратьевский проспект 64к9,30.390399949500285,59.9829622
90,18,24,1,35.5,6800000,Выборгский,Заречная ,15к1,Парнас,299096314,Заречная 15к1,56.057446,57.864151
91,23,25,1,37.07,7531446,Приморский,набережная Реки Каменки,15к3,Проспект Просвещения,298056575,набережная Реки Каменки 15к3,30.2697807,60.0468158
92,2,5,1,30.4,3790000,Колпинский,дорога На Петро-Славянку,2АБ,,296190867,дорога На Петро-Славянку 2АБ,30.5158147,59.81437965
93,11,12,1,45.51,13147839,Приморский, Плесецкая,2,Комендантский проспект,293371715,Плесецкая 2,30.2375999,60.0415645
94,6,24,1,33.8,6100000,Невский, Русановская,18к3,Ломоносовская,298715153,Русановская 18к3,30.509775737048667,59.86774725
95,10,13,1,34.55,7578888,Приморский,аллея Арцеуловская,9,Старая Деревня,299028880,аллея Арцеуловская 9,30.196216354600743,60.036259799999996
96,4,4,1,33.9,16500000,Центральный,набережная Воскресенская,28,Чернышевская,295659991,набережная Воскресенская 28,30.3531687,59.9497852
97,2,15,1,36.9,10837530,Невский,Октябрьская набережная,57к3,Елизаровская,294544573,Октябрьская набережная 57к3,30.4469472,59.8935011
98,12,22,1,37.9,9480000,Калининский, Бутлерова,11к4,Академическая,294867847,Бутлерова 11к4,30.4024962,60.0063672
99,18,26,1,39.98,7200000,Выборгский, Брюлловская,3кЕ,Парнас,297486994,Брюлловская 3кЕ,30.3122601,60.069288
100,3,9,1,32.7,6000000,Красносельский, Тамбасова,28,Проспект Ветеранов,295682288,Тамбасова 28,30.156714567938465,59.83023505
101,6,8,1,54.4,29376000,Петроградский,набережная Реки Карповки,27,Петроградская,280459325,набережная Реки Карповки 27,30.308582808874807,59.9702531
102,1,10,1,40.5,5100000,Пушкинский,Пушкинская ,48,,292406186,Пушкинская 48,132.54419435625783,44.34350595
103,7,10,1,38.4,6600000,Приморский, Репищева,19К1,Комендантский проспект,297075527,Репищева 19К1,30.284344150149654,60.025637849999995
104,2,18,1,41.6,6250000,Красносельский,Ленинский проспект,55к1,Ленинский проспект,297989469,Ленинский проспект 55к1,30.17328977158882,59.862289649999994
105,17,17,1,39.4,7299000,Московский,Дунайский проспект,5к5,Звездная,295283735,Дунайский проспект 5к5,30.33102808790109,59.828765149999995
106,14,14,1,41.0,7450000,Выборгский,Выборгское шоссе,23к2,Озерки,291808351,Выборгское шоссе 23к2,30.308390146422504,60.06017835
107,2,12,1,34.7,8241250,Красногвардейский,Партизанская ,5Б,Ладожская,299403387,Партизанская 5Б,135.45392159903076,48.476215350000004
108,5,12,1,34.5,6300000,Красногвардейский, Коммуны,32к2,Улица Дыбенко,296733100,Коммуны 32к2,30.498259329691123,59.950645050000006
109,10,10,1,45.6,14000000,Приморский,Приморский проспект,54к2,Старая Деревня,298739677,Приморский проспект 54к2,30.234212360458876,59.9834924
110,14,23,1,31.3,4590000,Пушкинский,проспект Старорусский,6,Купчино,294020465,проспект Старорусский 6,30.359352,59.809873
111,12,14,1,40.41,14900000,Приморский,Белоостровская ,12,Черная речка,297014130,Белоостровская 12,30.3204732,59.9860859
112,1,18,1,42.2,12600000,Фрунзенский,Белградская ,26к9,Международная,299398539,Белградская 26к9,30.3651326,59.8605056
113,2,19,1,32.0,8000000,Московский, Среднерогатская,16к2,Звездная,299099426,Среднерогатская 16к2,30.3416219,59.8228665
114,24,24,1,41.0,6425000,Пушкинский,переулок Вилеровский,6,Звездная,297227985,переулок Вилеровский 6,30.3642959,59.8111794
115,6,19,1,33.54,8300000,Невский,Дальневосточный проспект,19к1,Новочеркасская,296212408,Дальневосточный проспект 19к1,30.44800072881743,59.9065969
116,9,17,1,42.0,6800000,Красносельский,проспект Героев,24к1,Проспект Ветеранов,295879876,проспект Героев 24к1,30.1633588,59.8623436
117,2,10,1,41.0,10050043,Приморский,проспект Авиаконструкторов,67к1,Комендантский проспект,296851449,проспект Авиаконструкторов 67к1,30.201284557206442,60.037538749999996
118,15,17,1,33.7,7500000,Приморский,Богатырский проспект,51к1,Старая Деревня,294179154,Богатырский проспект 51к1,30.2193771,60.006414
119,12,14,1,37.0,7900000,Приморский,набережная Реки Каменки,19к4,Озерки,292434440,набережная Реки Каменки 19к4,30.269762493223986,60.0536556
120,16,24,1,34.7,6300000,Выборгский, Валерия Гаврилина,13к1,Парнас,295721078,Валерия Гаврилина 13к1,30.3356365,60.0798021
121,2,5,1,33.4,6950155,Московский,Пулковское шоссе,71к19,Звездная,299582550,Пулковское шоссе 71к19,30.3249394,59.7828449
122,3,12,1,49.0,13900000,Московский,Сызранская ,23,Электросила,292112525,Сызранская 23,55.12533779733761,51.784675699999994
123,2,7,1,29.1,7750000,Петроградский, Профессора Попова,26,Петроградская,294941822,Профессора Попова 26,30.3051118,59.9710745
124,5,5,1,30.2,5500000,Калининский,Гражданский проспект,9К8,Площадь Мужества,299110914,Гражданский проспект 9К8,30.389642887852283,59.9998682
125,2,15,1,39.5,8164532,Невский, Евдокима Огнева,3,Улица Дыбенко,296210633,Евдокима Огнева 3,30.467599157093858,59.8994079
126,5,5,1,31.1,5200000,Московский,проспект Космонавтов,30К3,Московская,297829100,проспект Космонавтов 30К3,30.35293511947591,59.857959199999996
127,3,4,1,26.22,5332010,Пушкинский, Образцовая,2,Купчино,293667114,Образцовая 2,82.54228579029655,50.035235799999995
128,10,10,1,33.8,6480000,Невский, Коллонтай,16К3,Проспект Большевиков,297849492,Коллонтай 16К3,30.460413305757214,59.9195036
129,1,5,1,42.86,7434350,Колпинский,шоссе Рубежное,14,Рыбацкое,298649495,шоссе Рубежное 14,30.62783528082336,59.7536247
130,10,24,1,33.2,5000000,Невский, Русановская,20к1,Ломоносовская,297757839,Русановская 20к1,30.513417450806458,59.8653365
131,7,9,1,33.4,5500000,Фрунзенский,Белградская ,42,Проспект Славы,297714144,Белградская 42,34.95684222449455,48.5285642
132,4,9,1,30.0,6300000,Выборгский, Карбышева,6К1,Площадь Мужества,296836302,Карбышева 6К1,30.356208613616978,59.9960949
133,1,12,1,33.6,4800000,Калининский,проспект Культуры,5к1,,299382297,проспект Культуры 5к1,30.368141,60.0393771
134,7,12,1,43.4,5300000,Выборгский, Жени Егоровой,12К2,Проспект Просвещения,299505788,Жени Егоровой 12К2,30.3121161225,60.06551675
135,2,5,1,30.2,4500000,Красногвардейский,Пискаревский проспект,155К2,Академическая,298731686,Пискаревский проспект 155К2,30.44954002390651,60.00369105
136,10,12,1,38.3,7300000,Приморский,проспект Авиаконструкторов,39К1,Комендантский проспект,299135050,проспект Авиаконструкторов 39К1,30.2330542050246,60.02237135
137,4,7,1,42.9,24980000,Центральный,Таврическая ,37,Чернышевская,292857535,Таврическая 37,34.103561351596376,44.944654
138,9,23,1,37.3,5850000,Невский, Русановская,17к4,Ломоносовская,297697704,Русановская 17к4,30.512125785679537,59.8625436
139,9,12,1,38.1,7200000,Приморский,Камышовая ,32К1,Комендантский проспект,298608906,Камышовая 32К1,30.224054812884624,60.0084431
140,2,16,1,38.0,9990000,Василеостровский, Кораблестроителей,32к3,Приморская,298870704,Кораблестроителей 32к3,30.21469161161839,59.9533482
141,13,19,1,44.8,8600000,Приморский,аллея Арцеуловская,23к1,Комендантский проспект,299321083,аллея Арцеуловская 23к1,30.225256428426995,60.041984549999995
142,14,23,1,39.68,7691513,Приморский, Ивинская,1к4,Зенит,297885525,Ивинская 1к4,30.1260104,60.0327736
143,1,4,1,28.3,3500000,Колпинский,проспект Ленина,73,,299095339,проспект Ленина 73,53.52059717253263,54.48281660000001
144,15,23,1,39.8,7200000,Выборгский,Заречная ,10,Парнас,299357595,Заречная 10,39.70055232118183,52.6718164
145,15,24,1,36.95,6000000,Приморский, Ивинская,19к1,Беговая,289786509,Ивинская 19к1,30.12787427216709,60.03260765
146,14,23,1,34.37,6893604,Приморский, Ивинская,1к4,Зенит,298459515,Ивинская 1к4,30.1260104,60.0327736
147,8,24,1,32.4,7500000,Московский,Дунайский проспект,28к2,Звездная,299374819,Дунайский проспект 28к2,30.3623844,59.8329
148,8,23,1,33.92,6718950,Приморский, Ивинская,5к1,Зенит,297362013,Ивинская 5к1,30.1260104,60.0327736
149,10,16,1,44.0,8800000,Московский,Краснопутиловская ,76к2,Московская,294965679,Краснопутиловская 76к2,30.300853603667093,59.85487185
150,11,14,1,36.0,8888888,Приморский,Приморский проспект,145К3,Беговая,296734435,Приморский проспект 145К3,30.206969056863983,59.985190450000005
151,3,4,1,41.1,20990000,Центральный,набережная Воскресенская,26,Чернышевская,294111461,набережная Воскресенская 26,30.3541362,59.9497646
152,8,9,1,41.7,13950000,Приморский,Фермское шоссе,12А,Удельная,298195620,Фермское шоссе 12А,49.1626717,55.7383149
153,20,23,1,28.2,4950000,Невский, Русановская,18к3,Ломоносовская,297795562,Русановская 18к3,30.509775737048667,59.86774725
154,1,5,1,30.7,5400000,Калининский,проспект Науки,27,Академическая,297684712,проспект Науки 27,30.53189482018316,50.39696345
155,4,9,1,33.72,9200731,Красносельский, Тамбасова,5,Проспект Ветеранов,295858926,Тамбасова 5,91.68953046810196,53.69713395
156,8,12,1,36.2,5800000,Красногвардейский,проспект Наставников,12,Ладожская,291372451,проспект Наставников 12,30.4885791,59.9409516
157,3,5,1,30.0,5500000,Выборгский, Орбели,31К2,Площадь Мужества,297994012,Орбели 31К2,30.34324377242767,60.00648985
158,1,9,1,36.81,8578900,Красносельский, Тамбасова,5,Проспект Ветеранов,295859089,Тамбасова 5,91.68953046810196,53.69713395
159,8,16,1,38.7,7650000,Приморский,Богатырский проспект,52к1,Комендантский проспект,299099830,Богатырский проспект 52к1,30.212841786996172,60.0055298
160,5,10,1,47.0,18000000,Петроградский,Ждановская ,29,Чкаловская,297961350,Ждановская 29,37.580116,59.327641
161,7,8,1,48.8,22210541,Петроградский,Петровский проспект,22к2,Крестовский остров,293496463,Петровский проспект 22к2,30.261877165769224,59.96039365
162,16,25,1,34.5,7500000,Невский, Коллонтай,5/1,Проспект Большевиков,298049316,Коллонтай 5/1,30.4519323,59.9140922
163,5,25,1,37.95,5290000,Невский, Русановская,20к1,Ломоносовская,295280586,Русановская 20к1,30.513417450806458,59.8653365
164,5,9,1,44.0,16500000,Петроградский,Петровский проспект,24к3,Крестовский остров,295323138,Петровский проспект 24к3,30.2598582,59.9594017
165,5,8,1,39.7,19740518,Петроградский,Петровский проспект,22к2,Крестовский остров,293496511,Петровский проспект 22к2,30.261877165769224,59.96039365
166,2,5,1,31.2,5000000,Петродворцовый,Блан-Менильская ,3,,298662189,Блан-Менильская 3,29.888814514196078,59.8769256
167,6,7,1,54.5,13790000,Центральный,переулок Апраксин,1,Сенная площадь,291460963,переулок Апраксин 1,30.3266669,59.9281256
168,10,25,1,36.94,18688685,Московский,Алтайская ,39,Московская,294551126,Алтайская 39,82.53230854532252,50.012163
169,13,14,1,37.0,6900000,Красногвардейский,шоссе Революции,27,Ладожская,299334139,шоссе Революции 27,30.425972301796275,59.9591805
170,2,9,1,49.19,15679999,Адмиралтейский, Шкапина,43-45,Балтийская,299481389,Шкапина 43-45,30.2959521,59.9087317
171,10,10,1,35.0,6000000,Красносельский,проспект Ветеранов,169к6,Проспект Ветеранов,299632115,проспект Ветеранов 169к6,30.1164729874333,59.84212995
172,2,10,1,43.0,13700000,Адмиралтейский, Парфеновская,11к1,Фрунзенская,296834271,Парфеновская 11к1,30.31132004975,59.89860575
173,6,17,1,44.8,8900000,Калининский,проспект Непокоренных,49к2,Площадь Мужества,297706736,проспект Непокоренных 49к2,30.3897951,59.9940404
174,6,9,1,41.6,15949999,Адмиралтейский, Шкапина,43-45,Балтийская,299481414,Шкапина 43-45,30.2959521,59.9087317
175,5,21,1,34.9,8700000,Василеостровский, Челюскина,8,Приморская,294034275,Челюскина 8,77.21582407614503,43.313531100000006
176,6,12,1,48.2,17877708,Курортный,Приморское шоссе,570Л,,289388425,Приморское шоссе 570Л,30.1755998,59.9892131
177,5,5,1,31.1,6100000,Фрунзенский,Софийская ,37К3,Международная,298329429,Софийская 37К3,30.39878289775268,59.8733493
178,9,9,1,34.4,5490000,Выборгский,проспект Культуры,22К1,Гражданский проспект,297516945,проспект Культуры 22К1,30.374453710542014,60.04708655
179,3,6,1,48.1,21607555,Центральный,Миргородская ,1,Площадь Александра Невского,299135829,Миргородская 1,55.918344228005026,58.0047043
180,12,16,1,33.6,11600000,Красногвардейский,Заневский проспект,42,Ладожская,295747960,Заневский проспект 42,30.432895217722617,59.93442345
181,13,14,1,43.2,15089999,Красногвардейский,проспект Энергетиков,2,,279352049,проспект Энергетиков 2,83.63268820100387,53.33813195
182,6,12,1,37.38,8200000,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,287949090,проспект Авиаконструкторов 54,30.20655429169124,60.033274399999996
183,3,16,1,41.2,11290000,Московский,Краснопутиловская ,125,Московская,299363990,Краснопутиловская 125,30.310833427372334,59.8470779
184,3,12,1,71.8,25998780,Курортный,Приморское шоссе,570Л,,294180843,Приморское шоссе 570Л,30.1755998,59.9892131
185,5,12,1,31.0,11500000,Московский,Кузнецовская ,58к1,Бухарестская,269502406,Кузнецовская 58к1,30.34817993784913,59.8731806
186,8,13,1,30.8,5970000,Калининский,проспект Непокоренных,74,Академическая,298092726,проспект Непокоренных 74,30.43185,59.9941925
187,13,14,1,42.17,14989999,Красногвардейский,проспект Энергетиков,2,,279352061,проспект Энергетиков 2,83.63268820100387,53.33813195
188,22,24,1,54.2,13990000,Приморский,Мебельная ,49/92,Беговая,295364531,Мебельная 49/92,30.1938737,59.9937392
189,8,24,1,42.1,6912820,Приморский, Ивинская,19к1,Комендантский проспект,297361064,Ивинская 19к1,30.12787427216709,60.03260765
190,3,10,1,35.5,11600000,Фрунзенский,Днепропетровская ,65,Обводный канал,298255448,Днепропетровская 65,48.38358019408332,53.1816214
191,4,14,1,36.88,13119999,Красногвардейский,проспект Энергетиков,2,,298146758,проспект Энергетиков 2,83.63268820100387,53.33813195
192,6,7,1,40.0,9990000,Выборгский,проспект Энгельса,134к3,Проспект Просвещения,299505462,проспект Энгельса 134к3,30.3298788,60.0484414
193,2,9,1,46.26,14709999,Адмиралтейский, Шкапина,43-45,Балтийская,299481388,Шкапина 43-45,30.2959521,59.9087317
194,20,23,1,35.3,5600000,Красногвардейский, Корнея Чуковского,5к2,Девяткино,296031592,Корнея Чуковского 5к2,30.457751523085413,60.028988350000006
195,2,5,1,29.7,5599000,Калининский, Ушинского,41,Гражданский проспект,298074012,Ушинского 41,73.41297397494469,54.9381676
196,3,4,1,31.5,5500000,Пушкинский,Гуммолосаровская ,19,Купчино,295762890,Гуммолосаровская 19,30.426290175000002,59.6847261
197,1,9,1,47.5,12700000,Центральный,Кременчугская ,19к3,Площадь Александра Невского,289681131,Кременчугская 19к3,30.3694965,59.9198756
198,4,12,1,34.5,7290000,Приморский,проспект Орлово-Денисовский,19к1,Проспект Просвещения,299103855,проспект Орлово-Денисовский 19к1,30.2684742,60.056225
199,4,8,1,25.52,15132619,Петроградский,Пионерская ,53,Чкаловская,298529998,Пионерская 53,127.99603210000001,49.614011149999996
200,4,11,1,28.2,5500000,Пушкинский,проспект Старорусский,11,Купчино,292437729,проспект Старорусский 11,30.356542011182313,59.80602985
201,7,11,1,44.89,18404900,Красногвардейский, Стахановцев,1,Новочеркасская,299464106,Стахановцев 1,33.5067021,44.5629575
