author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/299294167/;Санкт-Петербург;sale;flat;9;9;4;189.2;87852239;Петроградский;Лодейнопольская ;7;Чкаловская;Авторский дом Tesoro by Akvilon
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/297310313/;Санкт-Петербург;sale;flat;7;7;4;133.7;60200000;Центральный;Стремянная ;15/1;;Дворцовая слобода
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/297360931/;Санкт-Петербург;sale;flat;3;27;4;112.2;18299820;Выборгский;проезд Толубеевский;36к2;;Северная долина
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/291499936/;Санкт-Петербург;sale;flat;9;9;4;153.0;92500000;Петроградский;Петровский проспект;11к3;;Neva Haus
GloraX;developer;https://spb.cian.ru/sale/flat/299606402/;Санкт-Петербург;sale;flat;14;18;4;115.09;37409999;Василеостровский;Морской;;;Глоракс Василеостровский ЖК
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/299521413/;Санкт-Петербург;sale;flat;2;5;4;190.5;140000000;Петроградский;Морской проспект;28;;Морской 28
Красная Стрела;developer;https://spb.cian.ru/sale/flat/293425149/;Санкт-Петербург;sale;flat;8;9;4;109.71;40976685;Василеостровский;7-я Васильевского острова линия;84;Василеостровская;Регенбоген
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/290502429/;Санкт-Петербург;sale;flat;1;5;4;178.5;105000000;Петроградский;Чкаловское;5;;
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/258155755/;Санкт-Петербург;sale;flat;7;9;4;168.96;60639744;Петроградский;Петроградская набережная;38;Горьковская;Мануфактура James Beck
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/299519150/;Санкт-Петербург;sale;flat;3;4;4;280.0;392000000;Центральный;набережная Кутузова;24;;Особняк Кушелева-Безбородко
Базис;developer;https://spb.cian.ru/sale/flat/291806189/;Санкт-Петербург;sale;flat;5;12;4;122.0;37149000;Приморский;Белоостровская ;7;Лесная;Белый остров
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299243384/;Санкт-Петербург;sale;flat;4;8;4;228.13;200000000;Петроградский;Вязовая ;8;Крестовский остров;Привилегия
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/293263674/;Санкт-Петербург;sale;flat;2;9;4;134.1;44181013;Центральный;проспект Бакунина;;Площадь Восстания;Bakunina 33
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/287817163/;Санкт-Петербург;sale;flat;4;8;4;204.0;83950000;Петроградский;Петровский проспект;11к2;;Neva Haus
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753474/;Санкт-Петербург;sale;flat;4;8;4;118.1;37792000;Петроградский;Петровский проспект;26к2;Чкаловская;The One
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/290247521/;Санкт-Петербург;sale;flat;16;16;4;260.0;100000000;Петроградский;Пионерская ;50;;Премьер Палас
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753533/;Санкт-Петербург;sale;flat;2;10;4;112.6;26855100;Выборгский;Манчестерская ;3;Удельная;Svetlana Park
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/298326191/;Санкт-Петербург;sale;flat;4;4;4;310.0;116900000;Петроградский;Константиновский проспект;26Г;Крестовский остров;
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/267475759/;Санкт-Петербург;sale;flat;2;11;4;142.64;39939200;Московский;Благодатная ;50;Электросила;iD Park Pobedy
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/290314392/;Санкт-Петербург;sale;flat;1;6;4;78.1;18490000;Адмиралтейский;Гороховая ;58;Звенигородская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/298366945/;Санкт-Петербург;sale;flat;2;9;4;146.8;38217912;Петроградский;Петровский проспект;9к2;Спортивная;Neva Haus
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/297989120/;Санкт-Петербург;sale;flat;3;4;4;152.9;38900000;Адмиралтейский;Вознесенский проспект;20;Адмиралтейская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545005/;Санкт-Петербург;sale;flat;2;8;4;116.56;42078160;Петроградский;Ремесленная ;;Спортивная;Neva Residence
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/286846342/;Санкт-Петербург;sale;flat;4;4;4;129.7;140000000;Петроградский;Чкаловское;5;Крестовский остров;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296754129/;Санкт-Петербург;sale;flat;2;6;4;164.63;99271890;Василеостровский;;;Горный институт;Империал Клаб ЖК
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299289644/;Санкт-Петербург;sale;flat;2;9;4;142.1;142000000;Петроградский;набережная Адмирала Лазарева;22;Чкаловская;One Trinity Place
Master-Group Real Estate;representative_developer;https://spb.cian.ru/sale/flat/299648237/;Санкт-Петербург;sale;flat;2;7;4;100.34;32130000;Адмиралтейский;Малодетскосельский проспект;40;Фрунзенская;Идеалист
Сергей Александров;realtor;https://spb.cian.ru/sale/flat/291794849/;Санкт-Петербург;sale;flat;3;6;4;130.0;39990000;Адмиралтейский;набережная Канала Грибоедова;85/9;Спасская;
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/284799004/;Санкт-Петербург;sale;flat;12;12;4;149.08;40200913;Выборгский;Светлановское;;Удельная;ID Svetlanovskiy
АРИСТА;real_estate_agent;https://spb.cian.ru/sale/flat/294367202/;Санкт-Петербург;sale;flat;7;18;4;93.1;14200000;Красногвардейский;проспект Маршака;4;Девяткино;Новая Охта
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/297024764/;Санкт-Петербург;sale;flat;15;25;4;115.31;27489801;Приморский;Коломяжский проспект;13к2;Пионерская;Приморский квартал
Номер 1;real_estate_agent;https://spb.cian.ru/sale/flat/294687087/;Санкт-Петербург;sale;flat;3;5;4;90.0;17300000;Центральный;переулок Щербаков;2/58;Достоевская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/298901764/;Санкт-Петербург;sale;flat;13;14;4;107.7;23780160;Василеостровский;набережная Миклухо-Маклая;1к1;Горный институт;Морская набережная. SeaView
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/296750916/;Санкт-Петербург;sale;flat;3;7;4;238.0;118000000;Петроградский;проезд Петровская коса;6к1;;Петровская Доминанта
Дом на Ленсовета;developer;https://spb.cian.ru/sale/flat/296738901/;Санкт-Петербург;sale;flat;7;23;4;160.3;41000000;Московский; Ленсовета;87к3;Звездная;Клубный дом BARCELONA
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/297617253/;Санкт-Петербург;sale;flat;3;4;4;102.7;13900000;Курортный; Николая Соколова;31;;
Альфа Фаберже;developer;https://spb.cian.ru/sale/flat/280459375/;Санкт-Петербург;sale;flat;3;8;4;204.67;98241600;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
Ирина Степанова;realtor;https://spb.cian.ru/sale/flat/296612271/;Санкт-Петербург;sale;flat;3;15;4;106.0;25000000;Московский;Свеаборгская ;12;Парк Победы;
Ленстройтрест;developer;https://spb.cian.ru/sale/flat/298651618/;Санкт-Петербург;sale;flat;25;25;4;116.93;27092681;Приморский;Коломяги;;Проспект Просвещения;Окла ЖК
ID 96188341;unknown;https://spb.cian.ru/sale/flat/292278676/;Санкт-Петербург;sale;flat;5;20;4;114.7;29700000;Василеостровский; Челюскина;8;Приморская;Golden City
Лидер Групп;developer;https://spb.cian.ru/sale/flat/286949903/;Санкт-Петербург;sale;flat;4;23;4;139.6;34900000;Московский;Гагаринское;;;Дефанс ЖК
Торговый Дом Невский;real_estate_agent;https://spb.cian.ru/sale/flat/284790153/;Санкт-Петербург;sale;flat;9;11;4;112.0;30100000;Московский;Московская застава;;Электросила;АйДи Парк Победы ЖК
КВС;developer;https://spb.cian.ru/sale/flat/298151244/;Санкт-Петербург;sale;flat;6;17;4;104.86;24942801;Калининский;Финляндский;;;Квартал бизнес-класса Б15
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/295220652/;Санкт-Петербург;sale;flat;4;5;4;134.0;20494000;Пушкинский;Малиновская ;17;Звездная;
GloraX;developer;https://spb.cian.ru/sale/flat/279508219/;Санкт-Петербург;sale;flat;5;19;4;114.36;51019999;Василеостровский;Морской;;;Глоракс Премиум Василеостровский ЖК
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/294417712/;Санкт-Петербург;sale;flat;6;7;4;145.5;39800000;Петроградский;проспект Добролюбова;19;Спортивная;
Sun Development;developer;https://spb.cian.ru/sale/flat/293435839/;Санкт-Петербург;sale;flat;2;7;4;138.13;41172864;Василеостровский;11-я Васильевского острова линия;56;Василеостровская;Клубный дом Monodom Line
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/288709028/;Санкт-Петербург;sale;flat;1;10;4;90.0;11900000;Невский;проспект Большевиков;30К4;Улица Дыбенко;
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/291933628/;Санкт-Петербург;sale;flat;6;9;4;132.69;49553081;Петроградский; Малая Зеленина;;Чкаловская;Квадрия
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/296645426/;Санкт-Петербург;sale;flat;13;14;4;139.0;31800000;Приморский; Савушкина;117к2;Старая Деревня;
КВС;developer;https://spb.cian.ru/sale/flat/292309830/;Санкт-Петербург;sale;flat;5;5;4;113.97;18488918;Пушкинский;;;Звездная;ЮгТаун ЖК
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/292460437/;Санкт-Петербург;sale;flat;3;7;4;187.0;89900000;Петроградский;проспект Добролюбова;19;Спортивная;
AAG;developer;https://spb.cian.ru/sale/flat/298530000/;Санкт-Петербург;sale;flat;5;8;4;96.7;51665843;Петроградский;Пионерская ;53;Чкаловская;Avant
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/296011662/;Санкт-Петербург;sale;flat;3;5;4;88.5;11200000;Выборгский;Лесной проспект;39к2;Лесная;
Эталон СПБ;developer;https://spb.cian.ru/sale/flat/298658109/;Санкт-Петербург;sale;flat;7;9;4;142.5;63012570;Петроградский;проезд Петровская коса;6к1;Крестовский остров;Петровская Доминанта
Свой Мир;real_estate_agent;https://spb.cian.ru/sale/flat/292318437/;Санкт-Петербург;sale;flat;3;4;4;97.4;18500000;Василеостровский;3-я Васильевского острова линия;36;Василеостровская;
Эталон СПБ;developer;https://spb.cian.ru/sale/flat/298658193/;Санкт-Петербург;sale;flat;5;7;4;192.1;69710886;Петроградский;проезд Петровская коса;6к1;Крестовский остров;Петровская Доминанта
Городской департамент недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/297702457/;Санкт-Петербург;sale;flat;3;6;4;84.3;16950000;Петроградский;проспект Большой Петроградской стороны;31;Чкаловская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753812/;Санкт-Петербург;sale;flat;3;10;4;111.9;27695250;Выборгский;Манчестерская ;3к1;Удельная;Svetlana Park
Невский Альянс;real_estate_agent;https://spb.cian.ru/sale/flat/298609403/;Санкт-Петербург;sale;flat;5;5;4;91.6;10900000;Выборгский;Лесной проспект;39к3;Лесная;
Эталон СПБ;developer;https://spb.cian.ru/sale/flat/298657259/;Санкт-Петербург;sale;flat;4;10;4;129.1;41701307;Приморский;Белоостровская ;28;Черная речка;Domino
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/298804781/;Санкт-Петербург;sale;flat;4;4;4;237.7;55000000;Василеостровский;Морская набережная;31К2;Приморская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753528/;Санкт-Петербург;sale;flat;6;10;4;112.1;28753650;Выборгский;Манчестерская ;3;Удельная;Svetlana Park
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/294739706/;Санкт-Петербург;sale;flat;4;5;4;133.7;27500000;Петроградский; Мира;10;Горьковская;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/293263833/;Санкт-Петербург;sale;flat;6;9;4;135.77;52254427;Центральный;проспект Бакунина;;Площадь Восстания;Bakunina 33
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/297217177/;Санкт-Петербург;sale;flat;3;4;4;182.0;69000000;Красносельский; Катерников;6к1;Автово;Duderhof Club
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/297360939/;Санкт-Петербург;sale;flat;6;27;4;112.5;20175863;Выборгский;проезд Толубеевский;36к2;;Северная долина
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/295910561/;Санкт-Петербург;sale;flat;3;4;4;153.5;70000000;Центральный;Шпалерная ;50а;Чернышевская;
RBI;developer;https://spb.cian.ru/sale/flat/265781311/;Санкт-Петербург;sale;flat;4;4;4;254.7;195000000;Петроградский;Крестовский проспект;4;Крестовский остров;Клубный дом Крестовский IV
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/298382717/;Санкт-Петербург;sale;flat;7;9;4;75.7;11000000;Фрунзенский; Турку;9К3;Международная;
Красная Стрела;developer;https://spb.cian.ru/sale/flat/291703813/;Санкт-Петербург;sale;flat;7;9;4;112.25;41622300;Василеостровский;7-я Васильевского острова линия;84;Василеостровская;Регенбоген
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/295910473/;Санкт-Петербург;sale;flat;4;5;4;157.0;59000000;Адмиралтейский;набережная Канала Грибоедова;71;Сенная площадь;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296754128/;Санкт-Петербург;sale;flat;3;6;4;138.9;103758300;Василеостровский;;;Горный институт;Империал Клаб ЖК
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/sale/flat/298707827/;Санкт-Петербург;sale;flat;17;19;4;135.0;49900000;Московский;Киевская ;3к2Г;Фрунзенская;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/293263918/;Санкт-Петербург;sale;flat;8;9;4;126.21;54630503;Центральный;проспект Бакунина;;Площадь Александра Невского;Bakunina 33
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/296210961/;Санкт-Петербург;sale;flat;8;9;4;112.6;36000000;Выборгский; Александра Матросова;1;Лесная;Притяжение
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/297024786/;Санкт-Петербург;sale;flat;15;25;4;117.87;27874981;Приморский;Коломяжский проспект;13к2;Пионерская;Приморский квартал
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/286808423/;Санкт-Петербург;sale;flat;2;2;4;121.0;34000000;Василеостровский;15-я Васильевского острова линия;84;Василеостровская;Халькон
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/297863427/;Санкт-Петербург;sale;flat;3;8;4;163.1;92106484;Петроградский;набережная Реки Карповки;31к1;Чкаловская;Северная Корона
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/284799600/;Санкт-Петербург;sale;flat;4;4;4;240.5;79990000;Центральный;набережная Реки Фонтанки;24;Гостиный двор;
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/295104207/;Санкт-Петербург;sale;flat;7;9;4;154.38;67386870;Петроградский;Петроградская набережная;38;Горьковская;Мануфактура James Beck
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/293076334/;Санкт-Петербург;sale;flat;2;7;4;105.9;26500000;Центральный;Мытнинская ;5/2;Площадь Восстания;
GloraX;developer;https://spb.cian.ru/sale/flat/299606319/;Санкт-Петербург;sale;flat;16;18;4;116.85;41919999;Василеостровский;Морской;;;Глоракс Василеостровский ЖК
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/295148527/;Санкт-Петербург;sale;flat;4;7;4;141.3;37500000;Петроградский;Каменноостровский проспект;39;Петроградская;
Лидер Групп;developer;https://spb.cian.ru/sale/flat/286949894/;Санкт-Петербург;sale;flat;5;23;4;139.3;36218000;Московский;Гагаринское;;;Дефанс ЖК
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/297411718/;Санкт-Петербург;sale;flat;6;21;4;112.8;23500000;Выборгский;проспект Просвещения;33к1;Проспект Просвещения;
Винтеко;developer;https://spb.cian.ru/sale/flat/290200457/;Санкт-Петербург;sale;flat;3;7;4;159.3;66289509;Василеостровский;13-я Васильевского острова линия;50;Василеостровская;Клубный дом Манхэттен
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/299101727/;Санкт-Петербург;sale;flat;7;22;4;91.5;32500000;Красносельский;проспект Героев;31;Ленинский проспект;Legenda Героев
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/299555569/;Санкт-Петербург;sale;flat;11;11;4;144.75;40530000;Московский;Благодатная ;50;Электросила;iD Park Pobedy
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/295885342/;Санкт-Петербург;sale;flat;7;7;4;157.0;46000000;Центральный;10-я Советская ;4-6;Площадь Восстания;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545027/;Санкт-Петербург;sale;flat;5;8;4;113.11;45357110;Петроградский;Ремесленная ;;Спортивная;Neva Residence
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/sale/flat/296213687/;Санкт-Петербург;sale;flat;8;17;4;104.4;48450000;Приморский;Ушаковская набережная;3к2;Черная речка;Riverside
Лидер Групп;developer;https://spb.cian.ru/sale/flat/294573113/;Санкт-Петербург;sale;flat;3;18;4;128.3;25660000;Василеостровский;бульвар Головнина;3к1;Горный институт;Колумб (Гавань Капитанов)
КАПИТАЛ;real_estate_agent;https://spb.cian.ru/sale/flat/292378916/;Санкт-Петербург;sale;flat;2;3;4;81.3;10990000;Красногвардейский;Магнитогорская ;65;Ладожская;
VEREN GROUP;developer;https://spb.cian.ru/sale/flat/292425293/;Санкт-Петербург;sale;flat;8;10;4;82.9;19580238;Приморский;Парашютная ;79к1;Комендантский проспект;Veren Next Шуваловский
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/292404258/;Санкт-Петербург;sale;flat;2;4;4;96.0;31490000;Центральный;набережная Реки Фонтанки;11;Невский проспект;
Bonava;developer;https://spb.cian.ru/sale/flat/298980368/;Санкт-Петербург;sale;flat;3;14;4;123.0;44239293;Красногвардейский;Большая Охта;;Ладожская;Магнифика ЖК
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/294658647/;Санкт-Петербург;sale;flat;8;10;4;240.0;74000000;Петроградский;Корпусная ;9;Спортивная;Lumiere
Эталон СПБ;developer;https://spb.cian.ru/sale/flat/298656918/;Санкт-Петербург;sale;flat;1;18;4;132.8;32098800;Невский;проспект Обуховской обороны;70к4;Елизаровская;Эталон на Неве
VSN (Весь Спектр Недвижимости);real_estate_agent;https://spb.cian.ru/sale/flat/299483531/;Санкт-Петербург;sale;flat;7;14;4;108.0;15500000;Пушкинский;проспект Старорусский;8к2;Звездная;Алексеевский квартал
VEREN GROUP;developer;https://spb.cian.ru/sale/flat/285685179/;Санкт-Петербург;sale;flat;3;3;4;105.5;22023119;Петродворцовый;Красносельское шоссе;22;Проспект Ветеранов;Veren Village Стрельна
DealEstate;real_estate_agent;https://spb.cian.ru/sale/flat/289813265/;Санкт-Петербург;sale;flat;16;23;4;98.0;22300000;Красносельский;бульвар Балтийский;4;Автово;Паруса
Дом на Ленсовета;developer;https://spb.cian.ru/sale/flat/294775395/;Санкт-Петербург;sale;flat;23;23;4;159.4;51000000;Московский; Ленсовета;87к3;Звездная;Клубный дом BARCELONA
НЕВАДА-ЦЕНТР;real_estate_agent;https://spb.cian.ru/sale/flat/298661177/;Санкт-Петербург;sale;flat;19;20;4;99.8;16000000;Красносельский; Маршала Казакова;68к1;Автово;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545813/;Санкт-Петербург;sale;flat;6;9;4;197.8;83076000;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/298848116/;Санкт-Петербург;sale;flat;2;8;4;90.0;20650000;Кировский;Двинская ;6;Нарвская;Принцип
Альфа Фаберже;developer;https://spb.cian.ru/sale/flat/280459333/;Санкт-Петербург;sale;flat;7;8;4;168.62;111289200;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
Golden Home;real_estate_agent;https://spb.cian.ru/sale/flat/291908137/;Санкт-Петербург;sale;flat;16;25;4;120.0;26480000;Калининский;Учительская ;18к1;Гражданский проспект;
Строительный трест;developer;https://spb.cian.ru/sale/flat/282690405/;Санкт-Петербург;sale;flat;13;13;4;144.3;45094000;Выборгский;Лиственная ;20к2;Озерки;Листва
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/295910402/;Санкт-Петербург;sale;flat;3;5;4;182.6;79990000;Петроградский;Гатчинская ;11;Чкаловская;
Bonava;developer;https://spb.cian.ru/sale/flat/298804765/;Санкт-Петербург;sale;flat;13;14;4;168.8;53647880;Красногвардейский;Магнитогорская ;1;Новочеркасская;Magnifika Lifestyle
Время Инвест;real_estate_agent;https://spb.cian.ru/sale/flat/276352044/;Санкт-Петербург;sale;flat;14;14;4;147.7;29300000;Выборгский;Северный проспект;18/1;Озерки;
ПИА Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298740055/;Санкт-Петербург;sale;flat;13;18;4;115.09;34057098;Василеостровский;Морской;;;Глоракс Василеостровский ЖК
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/298223095/;Санкт-Петербург;sale;flat;6;8;4;153.0;85000000;Центральный;Парадная ;3к2;Чернышевская;Парадный квартал
PLEADA;representative_developer;https://spb.cian.ru/sale/flat/296569864/;Санкт-Петербург;sale;flat;3;4;4;142.2;50000080;Красносельский;проспект Патриотов;33;;Riviera club
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/298464707/;Санкт-Петербург;sale;flat;2;9;4;73.8;9500000;Колпинский;Раумская ;7;Звездная;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294660533/;Санкт-Петербург;sale;flat;12;14;4;114.07;27867301;Василеостровский;Гавань;;Приморская;Морская Набережная ЖК
Апартаменты Петербурга;real_estate_agent;https://spb.cian.ru/sale/flat/296404220/;Санкт-Петербург;sale;flat;4;7;4;119.0;22000000;Василеостровский;5-я Васильевского острова линия;64/13;Спортивная;
