author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/289529324/;Санкт-Петербург;sale;flat;6;7;4;115.8;19050000;Василеостровский;16-я Васильевского острова линия;35Б;Василеостровская;
Альфа Фаберже;developer;https://spb.cian.ru/sale/flat/280459377/;Санкт-Петербург;sale;flat;4;8;4;204.36;106267200;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/295034200/;Санкт-Петербург;sale;flat;5;5;4;117.0;23000000;Петроградский;Лахтинская ;28;Чкаловская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545876/;Санкт-Петербург;sale;flat;7;7;4;203.4;121328100;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/296326762/;Санкт-Петербург;sale;flat;3;5;4;100.0;18000000;Калининский; Комсомола;17;Площадь Ленина;
Альфа Фаберже;developer;https://spb.cian.ru/sale/flat/280459442/;Санкт-Петербург;sale;flat;7;8;4;174.12;125366400;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/290781046/;Санкт-Петербург;sale;flat;4;5;4;196.3;31000000;Курортный; Николая Соколова;31;Беговая;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545798/;Санкт-Петербург;sale;flat;8;9;4;173.7;83410740;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
Первое Красносельское;real_estate_agent;https://spb.cian.ru/sale/flat/296955386/;Санкт-Петербург;sale;flat;4;4;4;85.7;17500000;Василеостровский;12-я Васильевского острова линия;55/20;Василеостровская;
Балтийская жемчужина;developer;https://spb.cian.ru/sale/flat/297300190/;Санкт-Петербург;sale;flat;1;8;4;149.4;42139764;Красносельский;проспект Патриотов;33;;Riviera club
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/286019442/;Санкт-Петербург;sale;flat;15;16;4;119.7;21000000;Московский; Ленсовета;90;Звездная;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/298366956/;Санкт-Петербург;sale;flat;9;9;4;146.3;60076632;Петроградский;Петровский проспект;9к2;Спортивная;Neva Haus
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/294420801/;Санкт-Петербург;sale;flat;13;16;4;153.09;28600000;Красногвардейский; Маршала Тухачевского;13;Ладожская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545780/;Санкт-Петербург;sale;flat;3;9;4;176.7;73683900;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/295039262/;Санкт-Петербург;sale;flat;1;9;4;75.7;10800000;Красногвардейский;Ириновский проспект;17К3;Улица Дыбенко;
Альфа Фаберже;developer;https://spb.cian.ru/sale/flat/288819509/;Санкт-Петербург;sale;flat;5;8;4;205.89;115298400;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
ЦАРСКОСЕЛЬСКИЙ ДОМ;real_estate_agent;https://spb.cian.ru/sale/flat/274757002/;Санкт-Петербург;sale;flat;2;3;4;100.9;13499000;Колпинский;набережная Комсомольского Канала;24/1;Шушары;
Element Development;developer;https://spb.cian.ru/sale/flat/295532233/;Санкт-Петербург;sale;flat;3;8;4;156.96;114779119;Петроградский;Петровский;;Чкаловская;17/33 Петровский остров
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/292699650/;Санкт-Петербург;sale;flat;2;7;4;189.9;28000000;Петроградский;набережная Реки Карповки;30;Петроградская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545801/;Санкт-Петербург;sale;flat;1;9;4;159.6;58254000;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
Первое Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/299463229/;Санкт-Петербург;sale;flat;10;11;4;170.0;38000000;Приморский;Северо-Приморская часть исторический район;;Беговая;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545806/;Санкт-Петербург;sale;flat;3;9;4;201.4;77136200;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/297766741/;Санкт-Петербург;sale;flat;5;9;4;76.0;10700000;Фрунзенский;Софийская ;29К1;Международная;
Эталон СПБ;developer;https://spb.cian.ru/sale/flat/298658060/;Санкт-Петербург;sale;flat;2;9;4;183.8;69079066;Петроградский;проезд Петровская коса;6к1;Крестовский остров;Петровская Доминанта
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/293264517/;Санкт-Петербург;sale;flat;3;9;4;94.51;12500000;Колпинский;Загородная ;43к5;;Новое Колпино
Весь Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/292369003/;Санкт-Петербург;sale;flat;6;7;4;93.0;16300000;Василеостровский;18-я Васильевского острова линия;25;Василеостровская;
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/292452136/;Санкт-Петербург;sale;flat;12;25;4;116.5;16400000;Красносельский;Ленинский проспект;51;Ленинский проспект;
Владис Северо-Запад;real_estate_agent;https://spb.cian.ru/sale/flat/292543409/;Санкт-Петербург;sale;flat;2;6;4;109.4;18700000;Невский;Ивановская ;13;Ломоносовская;
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/291486836/;Санкт-Петербург;sale;flat;4;4;4;91.0;18950000;Пушкинский; Гренадерская;12к2;;
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/298746017/;Санкт-Петербург;sale;flat;4;6;4;117.1;19600000;Центральный;Тележная ;26-28;Площадь Восстания;
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/286545056/;Санкт-Петербург;sale;flat;5;5;4;89.6;20700000;Московский;Благодатная ;28;Электросила;
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/277011997/;Санкт-Петербург;sale;flat;1;5;4;82.9;21000000;Василеостровский;5-я Васильевского острова линия;4;Василеостровская;
ID 44026600;realtor;https://spb.cian.ru/sale/flat/296563183/;Санкт-Петербург;sale;flat;2;4;4;138.0;21500000;Центральный;Моховая ;30;;
ID 45353666;homeowner;https://spb.cian.ru/sale/flat/273493241/;Санкт-Петербург;sale;flat;2;6;4;114.0;22000000;Центральный;Невский проспект;131;Площадь Александра Невского;
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/291314572/;Санкт-Петербург;sale;flat;2;7;4;113.6;22500000;Центральный;Свечной переулок;27;Лиговский проспект;
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/298485532/;Санкт-Петербург;sale;flat;2;5;4;110.0;22490000;Василеостровский;проспект Малый Васильевского острова;14;Спортивная;
ТВОЁ ПРОСТРАНСТВО;real_estate_agent;https://spb.cian.ru/sale/flat/266290375/;Санкт-Петербург;sale;flat;3;3;4;135.0;22400000;Петроградский;проспект Большой Петроградской стороны;30;Чкаловская;
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/297963579/;Санкт-Петербург;sale;flat;6;7;4;133.1;22400000;Центральный;Свечной переулок;27;Лиговский проспект;
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/287302394/;Санкт-Петербург;sale;flat;9;10;4;116.0;22900000;Калининский;Политехническая ;17К1;Площадь Мужества;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/298526638/;Санкт-Петербург;sale;flat;6;6;4;145.8;23000000;Петроградский; Куйбышева;36;Горьковская;
Торговый дом недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/297774493/;Санкт-Петербург;sale;flat;1;6;4;130.0;23500000;Адмиралтейский;набережная Реки Фонтанки;165;Балтийская;
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/295728289/;Санкт-Петербург;sale;flat;3;4;4;151.4;23500000;Адмиралтейский;Садовая ;56;Садовая;
Lange and Smith;real_estate_agent;https://spb.cian.ru/sale/flat/291838231/;Санкт-Петербург;sale;flat;4;12;4;129.45;26293815;Приморский;Белоостровская ;7;Лесная;
ID 106583611;homeowner;https://spb.cian.ru/sale/flat/291550931/;Санкт-Петербург;sale;flat;3;5;4;95.6;27400000;Петроградский; Куйбышева;23;Горьковская;
ID 93320689;unknown;https://spb.cian.ru/sale/flat/299249709/;Санкт-Петербург;sale;flat;5;5;4;100.3;28000000;Центральный; Ломоносова;20;Достоевская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/293521801/;Санкт-Петербург;sale;flat;23;23;4;101.3;28200000;Калининский;Пискарёвка;5к8;Лесная;Калина-Парк II
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/289479283/;Санкт-Петербург;sale;flat;13;24;4;148.9;28800000;Калининский;Гражданский проспект;36;Академическая;Новая Гражданка
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/296686971/;Санкт-Петербург;sale;flat;2;5;4;101.5;28900000;Центральный;Тульская ;9;Чернышевская;
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/262743416/;Санкт-Петербург;sale;flat;1;6;4;93.1;29900000;Центральный;Кирочная ;32-34;Чернышевская;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/295052109/;Санкт-Петербург;sale;flat;2;3;4;126.0;30900000;Красносельский;Петергофское шоссе;76к13;Ленинский проспект;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/297173416/;Санкт-Петербург;sale;flat;9;11;4;114.0;34900000;Московский;Сызранская ;23;Электросила;iD Park Pobedy
ID 111935039;homeowner;https://spb.cian.ru/sale/flat/296993470/;Санкт-Петербург;sale;flat;15;16;4;220.0;34999999;Выборгский;проспект Просвещения;14к4;Проспект Просвещения;
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/297471842/;Санкт-Петербург;sale;flat;4;6;4;126.0;36800000;Василеостровский;6-я Васильевского острова линия;43;Василеостровская;
Golden Home;real_estate_agent;https://spb.cian.ru/sale/flat/293311236/;Санкт-Петербург;sale;flat;5;5;4;148.4;37500000;Центральный; Рылеева;10;Чернышевская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/294314170/;Санкт-Петербург;sale;flat;4;4;4;157.9;37850000;Адмиралтейский;Большая Морская ;31;Адмиралтейская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/287265523/;Санкт-Петербург;sale;flat;4;4;4;170.9;38850000;Адмиралтейский;Большая Морская ;31;Адмиралтейская;
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/299064807/;Санкт-Петербург;sale;flat;5;8;4;120.0;39900000;Петроградский;Петровский проспект;11к2;Крестовский остров;Neva Haus
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/294168068/;Санкт-Петербург;sale;flat;8;26;4;145.1;39900000;Приморский;Коломяжский проспект;20;Пионерская;Богатырский 2
CENTURY 21 Capital Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/298297162/;Санкт-Петербург;sale;flat;10;21;4;120.6;42000000;Василеостровский; Челюскина;8;Приморская;Golden City
CENTURY 21 Capital Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/298297156/;Санкт-Петербург;sale;flat;15;21;4;120.5;42000000;Василеостровский; Челюскина;8;Приморская;Golden City
INFULL;real_estate_agent;https://spb.cian.ru/sale/flat/297550138/;Санкт-Петербург;sale;flat;10;13;4;116.0;44500000;Приморский;Приморский проспект;62к1;Беговая;Три ветра
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/299410581/;Санкт-Петербург;sale;flat;2;8;4;122.0;44500000;Адмиралтейский;набережная Обводного Канала;106;Фрунзенская;Московский, 65
ID 94577122;homeowner;https://spb.cian.ru/sale/flat/291527837/;Санкт-Петербург;sale;flat;3;4;4;150.0;46000000;Василеостровский;8-я Васильевского острова линия;15;Василеостровская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/285382250/;Санкт-Петербург;sale;flat;5;14;4;187.0;49000000;Красногвардейский;Свердловская набережная;58;Площадь Ленина;Платинум
Будь первым;real_estate_agent;https://spb.cian.ru/sale/flat/291330843/;Санкт-Петербург;sale;flat;3;8;4;137.0;54000000;Петроградский; Графтио;5;Петроградская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/297246884/;Санкт-Петербург;sale;flat;5;5;4;135.0;55000000;Центральный;Смольный проспект;7;Чернышевская;
Роман Хазин;realtor;https://spb.cian.ru/sale/flat/298926000/;Санкт-Петербург;sale;flat;6;10;4;162.7;59700000;Петроградский;набережная Реки Карповки;10;Петроградская;
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/295993566/;Санкт-Петербург;sale;flat;7;7;4;133.7;60200000;Центральный;Стремянная ;15/1;Маяковская;Дворцовая слобода
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/292624048/;Санкт-Петербург;sale;flat;4;5;4;166.9;67000000;Центральный;Большая Конюшенная ;13;Невский проспект;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/291595398/;Санкт-Петербург;sale;flat;4;6;4;196.7;71000000;Центральный;Таврическая ;1;Маяковская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/285834848/;Санкт-Петербург;sale;flat;4;6;4;196.9;73000000;Центральный;набережная Канала Грибоедова;19;Невский проспект;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/268787095/;Санкт-Петербург;sale;flat;4;8;4;184.2;75900000;Петроградский;Каменноостровский проспект;64К2;Петроградская;Каменноостровский, 64
Алёна Осипова;realtor;https://spb.cian.ru/sale/flat/285240927/;Санкт-Петербург;sale;flat;1;8;4;255.3;78000000;Василеостровский;20-я Васильевского острова линия;5;Горный институт;Маленькая Франция
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/291253661/;Санкт-Петербург;sale;flat;5;7;4;146.0;80385000;Центральный;Таврическая ;37;Чернышевская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/295061211/;Санкт-Петербург;sale;flat;1;5;4;149.7;85500000;Петроградский;Морской проспект;11;Крестовский остров;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/270887431/;Санкт-Петербург;sale;flat;2;7;4;241.8;99000000;Петроградский;Морской проспект;33;Крестовский остров;Морской 33
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/295292042/;Санкт-Петербург;sale;flat;2;4;4;170.0;99000000;Центральный;Итальянская ;12Е;Гостиный двор;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/297163040/;Санкт-Петербург;sale;flat;5;5;4;235.4;115000000;Центральный;Большая Конюшенная ;13;Гостиный двор;
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/284332202/;Санкт-Петербург;sale;flat;3;5;4;186.1;120000000;Центральный;Невский проспект;88;Маяковская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/294294743/;Санкт-Петербург;sale;flat;2;2;4;160.0;150000000;Адмиралтейский;Почтамтская ;12;Адмиралтейская;
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/264558452/;Санкт-Петербург;sale;flat;5;5;4;260.0;157500000;Центральный;Большая Конюшенная ;13;Невский проспект;
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/295932765/;Санкт-Петербург;sale;flat;1;6;4;199.8;220000000;Петроградский;Спортивная ;2;Крестовский остров;Крестовский de luxe
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/298636537/;Санкт-Петербург;sale;flat;5;5;-1;121.4;3200000;Центральный;Мучной переулок;3;Сенная площадь;
Владис Север;real_estate_agent;https://spb.cian.ru/sale/flat/298976691/;Санкт-Петербург;sale;flat;1;6;-1;109.1;3300000;Адмиралтейский;Верейская ;46;Пушкинская;
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/299479271/;Санкт-Петербург;sale;flat;3;8;-1;84.0;4650000;Василеостровский;12-я Васильевского острова линия;53;Василеостровская;
Адресат;real_estate_agent;https://spb.cian.ru/sale/flat/289199814/;Санкт-Петербург;sale;flat;4;5;-1;56.0;5100000;Василеостровский;проспект Малый Васильевского острова;24;;
Марина Семенцова;realtor;https://spb.cian.ru/sale/flat/294738086/;Санкт-Петербург;sale;flat;5;5;4;49.5;5790000;Кировский; Лени Голикова;23К4;Ленинский проспект;
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/294872755/;Санкт-Петербург;sale;flat;5;5;4;47.3;5800000;Колпинский; Танкистов;16;Купчино;
Будь первым;real_estate_agent;https://spb.cian.ru/sale/flat/292229475/;Санкт-Петербург;sale;flat;5;5;4;49.0;5900000;Колпинский; Танкистов;30;Шушары;
ПРОСПЕКТ;real_estate_agent;https://spb.cian.ru/sale/flat/296523229/;Санкт-Петербург;sale;flat;5;5;4;49.0;6000000;Кировский; Бурцева;13;Ленинский проспект;
Ампир Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/269032512/;Санкт-Петербург;sale;flat;1;5;4;49.1;6100000;Колпинский;Пролетарская ;77;Шушары;
Бастион. Кронштадт;real_estate_agent;https://spb.cian.ru/sale/flat/290748961/;Санкт-Петербург;sale;flat;1;5;4;49.0;6100000;Кировский; Лени Голикова;21;Проспект Ветеранов;
Городская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/295931193/;Санкт-Петербург;sale;flat;3;5;4;48.2;6450000;Кировский;Трамвайный проспект;9К1;Ленинский проспект;
Городская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/295365610/;Санкт-Петербург;sale;flat;3;5;4;49.1;6400000;Кировский;проспект Народного ополчения;29;Ленинский проспект;
Александра Яцкевич;realtor;https://spb.cian.ru/sale/flat/298071292/;Санкт-Петербург;sale;flat;5;5;4;49.3;6400000;Кировский;Трамвайный проспект;27К2;Ленинский проспект;
KTM;real_estate_agent;https://spb.cian.ru/sale/flat/298935387/;Санкт-Петербург;sale;flat;3;5;4;48.0;6500000;Кировский;Трамвайный проспект;9К1;;
СТАТУС;real_estate_agent;https://spb.cian.ru/sale/flat/296573117/;Санкт-Петербург;sale;flat;4;5;4;48.6;6500000;Кировский; Бурцева;14;Ленинский проспект;
НЕСКУЧНЫЙ САД - офис Петроградский;real_estate_agent;https://spb.cian.ru/sale/flat/299338676/;Санкт-Петербург;sale;flat;5;5;4;49.0;6590000;Кировский;Дачный проспект;16К2;Проспект Ветеранов;
МАКРОМИР НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/299281335/;Санкт-Петербург;sale;flat;4;5;4;48.9;6550000;Московский; Костюшко;64;Московская;
ПРОСПЕКТ;real_estate_agent;https://spb.cian.ru/sale/flat/295935155/;Санкт-Петербург;sale;flat;3;5;4;48.6;6600000;Кировский; Бурцева;11;Ленинский проспект;
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/298223248/;Санкт-Петербург;sale;flat;3;5;4;48.2;6670000;Кировский;Трамвайный проспект;9К1;Ленинский проспект;
КАПИТАЛ;real_estate_agent;https://spb.cian.ru/sale/flat/294138365/;Санкт-Петербург;sale;flat;4;5;4;48.2;6750000;Кировский; Червонного Казачества;20;Автово;
Семья;real_estate_agent;https://spb.cian.ru/sale/flat/298253737/;Санкт-Петербург;sale;flat;5;6;4;47.9;6750000;Кировский;Краснопутиловская ;55;Автово;
ХэштегриэлТ;real_estate_agent;https://spb.cian.ru/sale/flat/293954983/;Санкт-Петербург;sale;flat;4;5;4;59.4;6800000;Колпинский;Пролетарская ;83;Шушары;
АДРЕСАТ;real_estate_agent;https://spb.cian.ru/sale/flat/280333052/;Санкт-Петербург;sale;flat;4;5;4;49.0;6890000;Кировский;бульвар Новаторов;20;;
MARINOVA estate;real_estate_agent;https://spb.cian.ru/sale/flat/296225752/;Санкт-Петербург;sale;flat;5;5;4;48.81;6800000;Московский; Костюшко;9;Московская;
ИП Шутикова Е. С.;real_estate_agent;https://spb.cian.ru/sale/flat/292265872/;Санкт-Петербург;sale;flat;3;5;4;49.6;6850000;Кировский;проспект Стачек;220К2;Ленинский проспект;
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/293548171/;Санкт-Петербург;sale;flat;2;5;4;49.5;6850000;Кировский;проспект Маршала Жукова;56К9;Проспект Ветеранов;
Татьяна Пруткова;realtor;https://spb.cian.ru/sale/flat/293955544/;Санкт-Петербург;sale;flat;2;5;4;63.0;6800000;Петродворцовый;Кронштадтская ;4;;
Олеся Болдырева;realtor;https://spb.cian.ru/sale/flat/297421368/;Санкт-Петербург;sale;flat;4;5;4;49.3;6900000;Кировский; Бурцева;3;Ленинский проспект;
Роман Насибулин;realtor;https://spb.cian.ru/sale/flat/299632486/;Санкт-Петербург;sale;flat;4;5;4;60.0;6950000;Колпинский;Пролетарская ;99;Шушары;
Панорама;real_estate_agent;https://spb.cian.ru/sale/flat/294342723/;Санкт-Петербург;sale;flat;1;5;4;49.0;7100000;Кировский;проспект Народного ополчения;121;Проспект Ветеранов;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/299297347/;Санкт-Петербург;sale;flat;4;5;4;48.7;7200000;Кировский;Краснопутиловская ;43;Автово;
АТЛАНТ;real_estate_agent;https://spb.cian.ru/sale/flat/294954614/;Санкт-Петербург;sale;flat;4;5;4;48.8;7200000;Кировский;проспект Маршала Жукова;56К6;Ленинский проспект;
Вадим Тукмаков;realtor;https://spb.cian.ru/sale/flat/297413403/;Санкт-Петербург;sale;flat;3;9;4;68.3;7189000;Красносельский;Кингисеппское шоссе;10к1;;
Панорама;real_estate_agent;https://spb.cian.ru/sale/flat/276828574/;Санкт-Петербург;sale;flat;3;5;4;54.0;7300000;Красносельский; Тамбасова;25К1;Проспект Ветеранов;
ЮСОН;real_estate_agent;https://spb.cian.ru/sale/flat/293870127/;Санкт-Петербург;sale;flat;4;5;4;49.1;7300000;Фрунзенский; Белы Куна;7К3;Международная;
ЮСОН;real_estate_agent;https://spb.cian.ru/sale/flat/291598974/;Санкт-Петербург;sale;flat;4;5;4;48.7;7300000;Кировский; Бурцева;15;;
Масштаб Центр недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/273808799/;Санкт-Петербург;sale;flat;1;5;4;49.0;7500000;Московский; Костюшко;24;Московская;
Zебра;real_estate_agent;https://spb.cian.ru/sale/flat/298819035/;Санкт-Петербург;sale;flat;5;5;4;48.0;7600000;Красносельский;проспект Народного ополчения;241К4;Проспект Ветеранов;
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/281298850/;Санкт-Петербург;sale;flat;5;5;4;60.3;7700000;Петродворцовый; Победы;19;;
Панорама;real_estate_agent;https://spb.cian.ru/sale/flat/296440340/;Санкт-Петербург;sale;flat;5;5;4;48.4;7700000;Кировский; Лени Голикова;44;Проспект Ветеранов;
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/294909678/;Санкт-Петербург;sale;flat;5;5;4;48.9;7777000;Кировский;проспект Ветеранов;17;Проспект Ветеранов;
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/294370852/;Санкт-Петербург;sale;flat;4;5;4;59.5;7990000;Кировский;проспект Стачек;220К2;Проспект Ветеранов;
ЮСОН;real_estate_agent;https://spb.cian.ru/sale/flat/292976950/;Санкт-Петербург;sale;flat;5;5;4;49.0;7900000;Московский; Костюшко;64;Московская;
Capital-Estate;real_estate_agent;https://spb.cian.ru/sale/flat/299467117/;Санкт-Петербург;sale;flat;2;5;4;49.4;8000000;Московский; Костюшко;15;Московская;
ПРОнедвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/288758716/;Санкт-Петербург;sale;flat;4;5;4;59.6;8100000;Кировский;бульвар Новаторов;90;Проспект Ветеранов;
Будь первым;real_estate_agent;https://spb.cian.ru/sale/flat/298570625/;Санкт-Петербург;sale;flat;2;7;-1;129.0;8050000;Василеостровский;18-я Васильевского острова линия;23;Горный институт;
Алексей Рыбин;realtor;https://spb.cian.ru/sale/flat/298924600/;Санкт-Петербург;sale;flat;1;9;4;72.5;8200000;Колпинский;Тверская ;48;Шушары;
Алькор;real_estate_agent;https://spb.cian.ru/sale/flat/299246025/;Санкт-Петербург;sale;flat;3;5;4;59.4;8300000;Кировский;проспект Ветеранов;107;Ленинский проспект;
ЮСОН;real_estate_agent;https://spb.cian.ru/sale/flat/290398045/;Санкт-Петербург;sale;flat;3;5;4;60.0;8300000;Красносельский; Пограничника Гарькавого;46К3;Проспект Ветеранов;
Аристократ;real_estate_agent;https://spb.cian.ru/sale/flat/294140098/;Санкт-Петербург;sale;flat;4;5;4;59.01;8400000;Кировский;проспект Ветеранов;27;Проспект Ветеранов;
Ключ;real_estate_agent;https://spb.cian.ru/sale/flat/291914478/;Санкт-Петербург;sale;flat;1;9;4;73.4;8500000;Колпинский;Заводской проспект;20к3;Шушары;
Zебра;real_estate_agent;https://spb.cian.ru/sale/flat/284953523/;Санкт-Петербург;sale;flat;2;3;4;81.4;8500000;Красносельский;проспект Ленина;61к1;;
Панорама;real_estate_agent;https://spb.cian.ru/sale/flat/299587478/;Санкт-Петербург;sale;flat;1;9;4;74.0;8800000;Приморский;проспект Авиаконструкторов;13;Комендантский проспект;
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/292489011/;Санкт-Петербург;sale;flat;1;9;4;73.8;8900000;Невский;проспект Солидарности;9К2;Проспект Большевиков;
Будь первым;real_estate_agent;https://spb.cian.ru/sale/flat/298072946/;Санкт-Петербург;sale;flat;3;4;4;66.5;8900000;Кировский; Метростроевцев;3;Нарвская;
Владис Аврора;real_estate_agent;https://spb.cian.ru/sale/flat/293025492/;Санкт-Петербург;sale;flat;2;5;4;49.3;9000000;Кировский;проспект Ветеранов;18;Проспект Ветеранов;
FisherGroup;real_estate_agent;https://spb.cian.ru/sale/flat/294780857/;Санкт-Петербург;sale;flat;1;3;4;64.4;9000000;Кировский; Трефолева;14;Кировский завод;
Торговый дом недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/291874363/;Санкт-Петербург;sale;flat;3;9;-1;67.5;9000000;Московский;Новоизмайловский проспект;3;Электросила;
Адмирал;real_estate_agent;https://spb.cian.ru/sale/flat/297797029/;Санкт-Петербург;sale;flat;1;9;4;74.2;9150000;Фрунзенский;Бухарестская ;33К5;;
ID 13735132;real_estate_agent;https://spb.cian.ru/sale/flat/299250455/;Санкт-Петербург;sale;flat;9;9;4;73.3;9300000;Красногвардейский; Передовиков;33К2;Ладожская;
Русский Фонд Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/297333772/;Санкт-Петербург;sale;flat;4;4;4;84.5;9500000;Петродворцовый; Красного Флота;1;Проспект Ветеранов;
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/296782157/;Санкт-Петербург;sale;flat;1;9;4;76.6;9500000;Выборгский; Шостаковича;1/9;Проспект Просвещения;
Наталья Власова;realtor;https://spb.cian.ru/sale/flat/291256489/;Санкт-Петербург;sale;flat;1;9;4;72.9;9500000;Красногвардейский;Хасанская ;24;;
