,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id,adress,longitude,latitude
0,7,9,1,42.3,16835400,Петроградский,Петровский проспект,9к2,Спортивная,298367029,Петровский проспект 9к2,30.266533,59.960994
1,4,25,1,37.0,10500000,Приморский,Байконурская ,26,Комендантский проспект,297442986,Байконурская 26,30.279334,60.014603
2,10,16,1,44.0,10000000,Приморский,Комендантский проспект,17к1,Комендантский проспект,298702714,Комендантский проспект 17к1,30.25701,60.011329
3,4,8,1,38.5,17500000,Петроградский,Ремесленная ,17,Василеостровская,298588228,Ремесленная 17,30.26868,59.957305
4,6,7,1,65.36,22733515,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,293435902,11-я Васильевского острова линия 56,30.269407,59.944301
5,9,13,1,30.8,8000000,Приморский,Планерная ,91к2,Комендантский проспект,297243992,Планерная 91к2,30.200336,60.03274
6,2,17,1,48.0,14500000,Выборгский,Зеленогорская ,7,Пионерская,299595690,Зеленогорская 7,30.323387,60.001883
7,11,14,1,34.16,13079999,Красногвардейский,проспект Энергетиков,2,,279351973,проспект Энергетиков 2,30.434311,59.931134
8,6,11,1,40.46,16960832,Красногвардейский, Стахановцев,1,Новочеркасская,299636558,Стахановцев 1,30.405098,59.929835
9,9,16,1,46.6,11350000,Выборгский,проспект Тореза,44к2,Площадь Мужества,299399518,проспект Тореза 44к2,30.347165,60.008495
10,12,25,1,40.0,6890000,Красносельский,Ленинский проспект,51,Ленинский проспект,299378118,Ленинский проспект 51,30.167305,59.862569
11,3,23,1,62.1,20989800,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,299451100,аллея Академика Лихачева 7,30.346546,60.002494
12,11,12,1,32.59,5800000,Красносельский,проспект Ветеранов,173к7,,297722654,проспект Ветеранов 173к7,30.110648,59.843928
13,3,8,1,39.3,19118473,Петроградский,Петровский проспект,22к2,Крестовский остров,293496609,Петровский проспект 22к2,30.261897,59.960368
14,1,14,1,37.7,5950000,Красносельский,Брестский бульвар,11/36,Ленинский проспект,296856031,Брестский бульвар 11/36,30.196671,59.853799
15,2,9,1,35.99,11849999,Адмиралтейский, Шкапина,43-45,Балтийская,299481340,Шкапина 43-45,30.288622,59.903823
16,8,10,1,40.7,13850000,Приморский,Белоостровская ,28,Черная речка,299006414,Белоостровская 28,30.310128,59.987226
17,3,12,1,47.4,16225848,Курортный,Приморское шоссе,570Л,,289388509,Приморское шоссе 570Л,29.662541,60.191798
18,1,13,1,36.3,6100000,Красносельский, Летчика Лихолетова,14к2,Проспект Ветеранов,298375223,Летчика Лихолетова 14к2,30.105312,59.84329
19,2,9,1,29.11,7535060,Красносельский, Тамбасова,5,Проспект Ветеранов,298331096,Тамбасова 5,30.154432,59.841401
20,3,4,1,29.6,4913600,Красносельский,Стрельнинское шоссе,3а,Ленинский проспект,297719432,Стрельнинское шоссе 3а,30.084839,59.777759
21,15,16,1,46.0,14150000,Московский,Московский проспект,103к6Й,Московские ворота,295197899,Московский проспект 103к6Й,30.313613,59.890528
22,7,12,1,32.2,7600000,Приморский,Озеро Долгое,15к3,Старая Деревня,272257905,Озеро Долгое 15к3,30.10975,59.714364
23,5,25,1,51.4,9406200,Калининский,Светлановский проспект,121к1,Гражданский проспект,292061882,Светлановский проспект 121к1,30.405089,60.046185
24,3,4,1,45.0,7999999,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,298687821,Красносельское шоссе 22,30.133618,59.779463
25,19,24,1,34.5,6234150,Приморский, Ивинская,19к1,Комендантский проспект,297361104,Ивинская 19к1,30.128021,60.032587
26,2,4,1,31.0,5487000,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,290174351,Стрельнинское шоссе 3а,30.084839,59.777759
27,9,19,1,39.7,6790000,Василеостровский,бульвар Александра Грина,1,Приморская,298895332,бульвар Александра Грина 1,30.203902,59.937017
28,2,8,1,21.88,11933352,Петроградский,Пионерская ,53,Чкаловская,298529949,Пионерская 53,30.28564,59.960557
29,4,20,1,36.0,9890000,Красносельский, Катерников,7,Проспект Ветеранов,298574187,Катерников 7,30.155303,59.85106
30,2,8,1,39.5,17241750,Петроградский,Петровский проспект,28к2,Крестовский остров,298461605,Петровский проспект 28к2,30.252079,59.961201
31,4,25,1,50.4,10600000,Московский,Витебский проспект,97к1,Купчино,296238884,Витебский проспект 97к1,30.370584,59.83149
32,5,9,1,29.0,8500000,Приморский,Богатырский проспект,3К1,Пионерская,297427106,Богатырский проспект 3К1,30.294461,60.001617
33,5,11,1,41.7,9690000,Московский,Детский переулок,2,Московские ворота,277269506,Детский переулок 2,30.31682,59.893768
34,1,8,1,76.5,22950000,Петроградский,Петровский проспект,24к2,,296753880,Петровский проспект 24к2,30.256876,59.96007
35,7,16,1,40.6,19500000,Московский,Варшавская ,6к2,Электросила,299467095,Варшавская 6к2,30.315275,59.879353
36,7,7,1,58.7,28500000,Адмиралтейский,Звенигородская ,7к2,Звенигородская,268560184,Звенигородская 7к2,30.340419,59.917592
37,4,19,1,42.0,16700000,Адмиралтейский,Московский проспект,73к5,Фрунзенская,298331683,Московский проспект 73к5,30.314817,59.904189
38,3,20,1,70.35,19000000,Приморский,Ушаковская набережная,1к3А1,Черная речка,297086499,Ушаковская набережная 1к3А1,30.317413,59.982577
39,5,5,1,42.0,8450000,Пушкинский, Образцовая,5к1,,297617210,Образцовая 5к1,30.369695,59.752349
40,9,20,1,34.59,10189999,Василеостровский, Челюскина,8,,279507019,Челюскина 8,30.187679,59.942065
41,4,10,1,41.3,16000000,Московский,Московский проспект,72к2,Фрунзенская,299192913,Московский проспект 72к2,30.320827,59.906625
42,4,23,1,32.62,6207564,Приморский, Ивинская,1к2,Зенит,298977574,Ивинская 1к2,30.135406,60.027862
43,4,4,1,40.3,5964400,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,298267433,Стрельнинское шоссе 3а,30.084839,59.777759
44,3,8,1,40.5,20456954,Петроградский,набережная Реки Карповки,31к1,Спортивная,299196217,набережная Реки Карповки 31к1,30.304657,59.970339
45,6,23,1,38.7,6990000,Пушкинский,Школьная ,17,Звездная,293573680,Школьная 17,30.28705,59.988235
46,22,27,1,33.77,7799904,Выборгский,проезд Толубеевский,34к2,,297361344,проезд Толубеевский 34к2,30.354002,60.085038
47,6,9,1,36.6,9000000,Василеостровский, Кораблестроителей,19К1,Приморская,299139282,Кораблестроителей 19К1,30.216757,59.942575
48,2,20,1,33.5,10990000,Приморский,Комендантский проспект,63,Комендантский проспект,299243910,Комендантский проспект 63,30.228947,60.035351
49,6,6,1,37.2,10000000,Василеостровский,8-я Васильевского острова линия,77,Василеостровская,295258416,8-я Васильевского острова линия 77,30.27097,59.947131
50,3,9,1,26.91,10497494,Василеостровский,7-я Васильевского острова линия,84,Василеостровская,291720442,7-я Васильевского острова линия 84,30.2715,59.948735
51,6,13,1,34.56,8100000,Василеостровский, Чирикова,5,Приморская,299517113,Чирикова 5,30.200363,59.934109
52,7,9,1,43.77,16990000,Петроградский,Петроградская набережная,38,Горьковская,296121150,Петроградская набережная 38,30.332676,59.963832
53,4,7,1,36.0,9999000,Адмиралтейский,Можайская ,37-39,Пушкинская,299667280,Можайская 37-39,30.328957,59.914443
54,11,12,1,39.6,15444000,Приморский,Белоостровская ,7,Лесная,293956325,Белоостровская 7,30.329451,59.985462
55,4,8,1,37.6,12100000,Красногвардейский,шоссе Революции,12к2,Новочеркасская,298169679,шоссе Революции 12к2,30.417252,59.96098
56,2,10,1,33.18,6400000,Красносельский,проспект Ветеранов,169к6,Проспект Ветеранов,292885053,проспект Ветеранов 169к6,30.116559,59.842029
57,11,24,1,36.2,5980000,Невский, Русановская,18к6,Ломоносовская,287506866,Русановская 18к6,30.512267,59.868885
58,3,9,1,64.44,29809944,Василеостровский,20-я Васильевского острова линия,19,Спортивная,297998589,20-я Васильевского острова линия 19,30.264862,59.93502
59,11,29,1,47.7,11300000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,297370904,Выборгское шоссе 15,30.311862,60.05295
60,3,13,1,36.2,7550000,Приморский,проспект Авиаконструкторов,63,Комендантский проспект,292934116,проспект Авиаконструкторов 63,30.207648,60.034474
61,6,10,1,37.12,15122688,Приморский,Лисичанская ,22,Черная речка,297998586,Лисичанская 22,30.308116,59.986506
62,5,8,1,46.9,17300000,Петроградский,Петровский проспект,22к2,Крестовский остров,296170905,Петровский проспект 22к2,30.261897,59.960368
63,1,5,1,36.4,6150000,Приморский,проспект Юнтоловский,49к6,,269178916,проспект Юнтоловский 49к6,30.144101,60.029144
64,2,15,1,37.42,8085854,Красногвардейский,проспект Энергетиков,6,Ладожская,291938304,проспект Энергетиков 6,30.434221,59.935926
65,2,26,1,38.6,8600000,Фрунзенский,Дунайский проспект,55к1,Дунайская,298854923,Дунайский проспект 55к1,30.419192,59.843842
66,3,11,1,38.07,13478684,Московский,Благодатная ,50,Электросила,299555564,Благодатная 50,30.338991,59.876928
67,3,9,1,39.1,16200000,Выборгский, Александра Матросова,3,Лесная,297217133,Александра Матросова 3,30.335182,59.978255
68,7,9,1,42.7,16789640,Петроградский,Петровский проспект,9к2,Спортивная,298367006,Петровский проспект 9к2,30.266533,59.960994
69,5,16,1,36.8,12320000,Приморский,Богатырский проспект,25к1,Комендантский проспект,299561227,Богатырский проспект 25к1,30.252582,60.002139
70,6,10,1,33.3,5550000,Приморский, Репищева,19К1,Комендантский проспект,295161407,Репищева 19К1,30.284238,60.025606
71,4,10,1,41.1,8490000,Невский,Глазурная ,2,Площадь Александра Невского,298705717,Глазурная 2,30.399861,59.915679
72,9,11,1,37.7,8750000,Кировский,Дачный проспект,2к1,Проспект Ветеранов,296514485,Дачный проспект 2к1,30.241497,59.850509
73,6,9,1,30.2,8700000,Кировский,бульвар Новаторов,116,Проспект Ветеранов,299389917,бульвар Новаторов 116,30.247461,59.841477
74,3,10,1,41.98,20150400,Московский,Московский проспект,72к2,Фрунзенская,267475944,Московский проспект 72к2,30.320827,59.906625
75,6,7,1,39.9,16799000,Выборгский,проспект Энгельса,2,Пионерская,298623712,проспект Энгельса 2,30.329702,59.997505
76,8,12,1,38.06,10995534,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,266866924,проспект Авиаконструкторов 54,30.204962,60.033908
77,9,10,1,33.5,9100000,Приморский, Ильюшина,2,Комендантский проспект,296429310,Ильюшина 2,30.255582,60.006426
78,10,24,1,41.5,14550232,Невский,Фарфоровская ,9,Ломоносовская,294535347,Фарфоровская 9,30.428445,59.880274
79,1,9,1,31.7,5600000,Красносельский, Летчика Пилютова,46,Проспект Ветеранов,299029630,Летчика Пилютова 46,30.140903,59.83101
80,1,5,1,51.5,13400000,Курортный,переулок Большой Литейный,44Д,Комендантский проспект,294205466,переулок Большой Литейный 44Д,29.94295,60.088108
81,2,13,1,33.7,9886232,Фрунзенский,Волковское,1,Обводный канал,292739077,Волковское 1,30.366614,59.892067
82,6,9,1,32.3,5800000,Калининский, Демьяна Бедного,30к1,Гражданский проспект,299186520,Демьяна Бедного 30к1,30.390752,60.048409
83,2,12,1,63.5,10960100,Московский,Московское шоссе,3к5,Звездная,294538515,Московское шоссе 3к5,30.331193,59.833764
84,4,7,1,47.4,14900000,Центральный,Полтавский проезд,2,Площадь Восстания,299206769,Полтавский проезд 2,30.367198,59.925078
85,2,12,1,32.4,9150796,Фрунзенский,Волковское,5,Обводный канал,292512705,Волковское 5,30.366614,59.892067
86,6,16,1,38.8,6150000,Красносельский, Маршала Захарова,50К1,Проспект Ветеранов,299071423,Маршала Захарова 50К1,30.204091,59.851783
87,2,5,1,41.29,9207670,Выборгский, Береговая,12,Проспект Просвещения,294693178,Береговая 12,30.290509,60.058165
88,12,29,1,39.4,8360000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,292436369,Выборгское шоссе 15,30.311862,60.05295
89,5,5,1,31.0,5900000,Красногвардейский,Таллинская ,27,Новочеркасская,291921103,Таллинская 27,30.420594,59.926034
90,15,15,1,32.03,10025390,Василеостровский,Гавань,12,Горный институт,298050421,Гавань 12,30.241164,59.930038
91,7,13,1,45.3,7790000,Невский, Дыбенко,42,Улица Дыбенко,296548554,Дыбенко 42,30.498864,59.910974
92,11,17,1,38.6,7590000,Невский,проспект Пятилеток,16к3,Проспект Большевиков,298378211,проспект Пятилеток 16к3,30.450606,59.923085
93,3,9,1,43.0,16600000,Василеостровский,проспект Средний Васильевского острова,85,Горный институт,295206611,проспект Средний Васильевского острова 85,30.254262,59.936458
94,3,25,1,39.04,10090307,Приморский,Коломяжский проспект,13к2,Пионерская,297024768,Коломяжский проспект 13к2,30.302348,59.999615
95,12,14,1,39.8,15950000,Приморский,Белоостровская ,12,Лесная,298499897,Белоостровская 12,30.321932,59.985597
96,3,13,1,37.6,9317922,Приморский,Планерная ,87к1,Комендантский проспект,292452929,Планерная 87к1,30.2026,60.030245
97,16,25,1,35.2,7600000,Калининский,Кондратьевский проспект,64к9,Лесная,295268092,Кондратьевский проспект 64к9,30.390752,59.983256
98,18,24,1,35.5,6800000,Выборгский,Заречная ,15к1,Парнас,299096314,Заречная 15к1,30.146392,59.778045
99,23,25,1,37.07,7531446,Приморский,набережная Реки Каменки,15к3,Проспект Просвещения,298056575,набережная Реки Каменки 15к3,30.272641,60.055529
100,2,5,1,30.4,3790000,Колпинский,дорога На Петро-Славянку,2АБ,,296190867,дорога На Петро-Славянку 2АБ,30.514701,59.816513
101,9,14,1,45.77,9500000,Василеостровский,набережная Миклухо-Маклая,1к1,Приморская,299092760,набережная Миклухо-Маклая 1к1,30.201737,59.929804
102,11,12,1,45.51,13147839,Приморский, Плесецкая,2,Комендантский проспект,293371715,Плесецкая 2,30.205959,60.029508
103,6,24,1,33.8,6100000,Невский, Русановская,18к3,Ломоносовская,298715153,Русановская 18к3,30.509716,59.867687
104,10,13,1,34.55,7578888,Приморский,аллея Арцеуловская,9,Старая Деревня,299028880,аллея Арцеуловская 9,30.19579,60.036443
105,4,4,1,33.9,16500000,Центральный,набережная Воскресенская,28,Чернышевская,295659991,набережная Воскресенская 28,30.352969,59.94974
106,2,15,1,36.9,10837530,Невский,Октябрьская набережная,57к3,Елизаровская,294544573,Октябрьская набережная 57к3,30.448639,59.89835
107,12,22,1,37.9,9480000,Калининский, Бутлерова,11к4,Академическая,294867847,Бутлерова 11к4,30.402879,60.006246
108,18,26,1,39.98,7200000,Выборгский, Брюлловская,3кЕ,Парнас,297486994,Брюлловская 3кЕ,30.311098,60.068938
109,3,9,1,32.7,6000000,Красносельский, Тамбасова,28,Проспект Ветеранов,295682288,Тамбасова 28,30.15675,59.83026
110,6,8,1,54.4,29376000,Петроградский,набережная Реки Карповки,27,Петроградская,280459325,набережная Реки Карповки 27,30.307774,59.970155
111,1,10,1,40.5,5100000,Пушкинский,Пушкинская ,48,,292406186,Пушкинская 48,30.071517,59.832928
112,7,10,1,38.4,6600000,Приморский, Репищева,19К1,Комендантский проспект,297075527,Репищева 19К1,30.284238,60.025606
113,2,18,1,41.6,6250000,Красносельский,Ленинский проспект,55к1,Ленинский проспект,297989469,Ленинский проспект 55к1,30.171608,59.862474
114,17,17,1,39.4,7299000,Московский,Дунайский проспект,5к5,Звездная,295283735,Дунайский проспект 5к5,30.33113,59.828758
115,14,14,1,41.0,7450000,Выборгский,Выборгское шоссе,23к2,Озерки,291808351,Выборгское шоссе 23к2,30.30852,60.060191
116,2,12,1,34.7,8241250,Красногвардейский,Партизанская ,5Б,Ладожская,299403387,Партизанская 5Б,30.425858,59.943368
117,5,12,1,34.5,6300000,Красногвардейский, Коммуны,32к2,Улица Дыбенко,296733100,Коммуны 32к2,30.498244,59.950627
118,10,10,1,45.6,14000000,Приморский,Приморский проспект,54к2,Старая Деревня,298739677,Приморский проспект 54к2,30.236134,59.983175
119,14,23,1,31.3,4590000,Пушкинский,проспект Старорусский,6,Купчино,294020465,проспект Старорусский 6,30.358287,59.810505
120,12,14,1,40.41,14900000,Приморский,Белоостровская ,12,Черная речка,297014130,Белоостровская 12,30.321932,59.985597
121,1,18,1,42.2,12600000,Фрунзенский,Белградская ,26к9,Международная,299398539,Белградская 26к9,30.364871,59.8605
122,2,19,1,32.0,8000000,Московский, Среднерогатская,16к2,Звездная,299099426,Среднерогатская 16к2,30.34138,59.822919
123,24,24,1,41.0,6425000,Пушкинский,переулок Вилеровский,6,Звездная,297227985,переулок Вилеровский 6,30.364045,59.811609
124,6,19,1,33.54,8300000,Невский,Дальневосточный проспект,19к1,Новочеркасская,296212408,Дальневосточный проспект 19к1,30.447301,59.906982
125,9,17,1,42.0,6800000,Красносельский,проспект Героев,24к1,Проспект Ветеранов,295879876,проспект Героев 24к1,30.163496,59.862144
126,2,10,1,41.0,10050043,Приморский,проспект Авиаконструкторов,67к1,Комендантский проспект,296851449,проспект Авиаконструкторов 67к1,30.20242,60.037427
127,15,17,1,33.7,7500000,Приморский,Богатырский проспект,51к1,Старая Деревня,294179154,Богатырский проспект 51к1,30.219371,60.006444
128,12,14,1,37.0,7900000,Приморский,набережная Реки Каменки,19к4,Озерки,292434440,набережная Реки Каменки 19к4,30.26982,60.053575
129,16,24,1,34.7,6300000,Выборгский, Валерия Гаврилина,13к1,Парнас,295721078,Валерия Гаврилина 13к1,30.335092,60.079231
130,2,5,1,33.4,6950155,Московский,Пулковское шоссе,71к19,Звездная,299582550,Пулковское шоссе 71к19,30.31382,59.766466
131,3,12,1,49.0,13900000,Московский,Сызранская ,23,Электросила,292112525,Сызранская 23,30.338083,59.880582
132,2,7,1,29.1,7750000,Петроградский, Профессора Попова,26,Петроградская,294941822,Профессора Попова 26,30.304909,59.971051
133,5,5,1,30.2,5500000,Калининский,Гражданский проспект,9К8,Площадь Мужества,299110914,Гражданский проспект 9К8,30.389692,59.99989
134,2,15,1,39.5,8164532,Невский, Евдокима Огнева,3,Улица Дыбенко,296210633,Евдокима Огнева 3,30.465483,59.895772
135,5,5,1,31.1,5200000,Московский,проспект Космонавтов,30К3,Московская,297829100,проспект Космонавтов 30К3,30.353013,59.857834
136,3,4,1,26.22,5332010,Пушкинский, Образцовая,2,Купчино,293667114,Образцовая 2,30.368312,59.749357
137,10,10,1,33.8,6480000,Невский, Коллонтай,16К3,Проспект Большевиков,297849492,Коллонтай 16К3,30.460362,59.919477
138,1,5,1,42.86,7434350,Колпинский,шоссе Рубежное,14,Рыбацкое,298649495,шоссе Рубежное 14,30.626928,59.753645
139,10,24,1,33.2,5000000,Невский, Русановская,20к1,Ломоносовская,297757839,Русановская 20к1,30.513426,59.865384
140,7,9,1,33.4,5500000,Фрунзенский,Белградская ,42,Проспект Славы,297714144,Белградская 42,30.369174,59.849736
141,4,9,1,30.0,6300000,Выборгский, Карбышева,6К1,Площадь Мужества,296836302,Карбышева 6К1,30.356247,59.996061
142,1,12,1,33.6,4800000,Калининский,проспект Культуры,5к1,,299382297,проспект Культуры 5к1,30.369524,60.036376
143,7,12,1,43.4,5300000,Выборгский, Жени Егоровой,12К2,Проспект Просвещения,299505788,Жени Егоровой 12К2,30.31214,60.065525
144,2,5,1,30.2,4500000,Красногвардейский,Пискаревский проспект,155К2,Академическая,298731686,Пискаревский проспект 155К2,30.449573,60.003637
145,10,12,1,38.3,7300000,Приморский,проспект Авиаконструкторов,39К1,Комендантский проспект,299135050,проспект Авиаконструкторов 39К1,30.233538,60.021987
146,4,7,1,42.9,24980000,Центральный,Таврическая ,37,Чернышевская,292857535,Таврическая 37,30.378472,59.947243
147,9,23,1,37.3,5850000,Невский, Русановская,17к4,Ломоносовская,297697704,Русановская 17к4,30.512222,59.862587
148,9,12,1,38.1,7200000,Приморский,Камышовая ,32К1,Комендантский проспект,298608906,Камышовая 32К1,30.224204,60.008441
149,2,16,1,38.0,9990000,Василеостровский, Кораблестроителей,32к3,Приморская,298870704,Кораблестроителей 32к3,30.214718,59.953362
150,13,19,1,44.8,8600000,Приморский,аллея Арцеуловская,23к1,Комендантский проспект,299321083,аллея Арцеуловская 23к1,30.224626,60.042406
151,14,23,1,39.68,7691513,Приморский, Ивинская,1к4,Зенит,297885525,Ивинская 1к4,30.137247,60.028433
152,1,4,1,28.3,3500000,Колпинский,проспект Ленина,73,,299095339,проспект Ленина 73,30.565088,59.750835
153,15,23,1,39.8,7200000,Выборгский,Заречная ,10,Парнас,299357595,Заречная 10,30.147254,59.776627
154,15,24,1,36.95,6000000,Приморский, Ивинская,19к1,Беговая,289786509,Ивинская 19к1,30.128021,60.032587
155,14,23,1,34.37,6893604,Приморский, Ивинская,1к4,Зенит,298459515,Ивинская 1к4,30.137247,60.028433
156,8,24,1,32.4,7500000,Московский,Дунайский проспект,28к2,Звездная,299374819,Дунайский проспект 28к2,30.362823,59.832982
157,8,23,1,33.92,6718950,Приморский, Ивинская,5к1,Зенит,297362013,Ивинская 5к1,30.133789,60.028833
158,10,16,1,44.0,8800000,Московский,Краснопутиловская ,76к2,Московская,294965679,Краснопутиловская 76к2,30.301001,59.854847
159,11,14,1,36.0,8888888,Приморский,Приморский проспект,145К3,Беговая,296734435,Приморский проспект 145К3,30.207064,59.985228
160,3,4,1,41.1,20990000,Центральный,набережная Воскресенская,26,Чернышевская,294111461,набережная Воскресенская 26,30.354136,59.949672
161,8,9,1,41.7,13950000,Приморский,Фермское шоссе,12А,Удельная,298195620,Фермское шоссе 12А,30.310784,60.012534
162,20,23,1,28.2,4950000,Невский, Русановская,18к3,Ломоносовская,297795562,Русановская 18к3,30.509716,59.867687
163,1,5,1,30.7,5400000,Калининский,проспект Науки,27,Академическая,297684712,проспект Науки 27,30.407811,60.009071
164,4,9,1,33.72,9200731,Красносельский, Тамбасова,5,Проспект Ветеранов,295858926,Тамбасова 5,30.154432,59.841401
165,8,12,1,36.2,5800000,Красногвардейский,проспект Наставников,12,Ладожская,291372451,проспект Наставников 12,30.488381,59.940875
166,3,5,1,30.0,5500000,Выборгский, Орбели,31К2,Площадь Мужества,297994012,Орбели 31К2,30.34324,60.006471
167,1,9,1,36.81,8578900,Красносельский, Тамбасова,5,Проспект Ветеранов,295859089,Тамбасова 5,30.154432,59.841401
168,8,16,1,38.7,7650000,Приморский,Богатырский проспект,52к1,Комендантский проспект,299099830,Богатырский проспект 52к1,30.214008,60.005864
169,5,10,1,47.0,18000000,Петроградский,Ждановская ,29,Чкаловская,297961350,Ждановская 29,30.27998,59.958246
170,7,8,1,48.8,22210541,Петроградский,Петровский проспект,22к2,Крестовский остров,293496463,Петровский проспект 22к2,30.261897,59.960368
171,16,25,1,34.5,7500000,Невский, Коллонтай,5/1,Проспект Большевиков,298049316,Коллонтай 5/1,30.449996,59.913149
172,5,25,1,37.95,5290000,Невский, Русановская,20к1,Ломоносовская,295280586,Русановская 20к1,30.513426,59.865384
173,5,9,1,44.0,16500000,Петроградский,Петровский проспект,24к3,Крестовский остров,295323138,Петровский проспект 24к3,30.259032,59.959471
174,5,8,1,39.7,19740518,Петроградский,Петровский проспект,22к2,Крестовский остров,293496511,Петровский проспект 22к2,30.261897,59.960368
175,2,5,1,31.2,5000000,Петродворцовый,Блан-Менильская ,3,,298662189,Блан-Менильская 3,29.888845,59.876978
176,6,7,1,54.5,13790000,Центральный,переулок Апраксин,1,Сенная площадь,291460963,переулок Апраксин 1,30.324528,59.928961
177,10,25,1,36.94,18688685,Московский,Алтайская ,39,Московская,294551126,Алтайская 39,30.333134,59.849103
178,13,14,1,37.0,6900000,Красногвардейский,шоссе Революции,27,Ладожская,299334139,шоссе Революции 27,30.425948,59.959192
179,2,9,1,49.19,15679999,Адмиралтейский, Шкапина,43-45,Балтийская,299481389,Шкапина 43-45,30.288622,59.903823
180,10,10,1,35.0,6000000,Красносельский,проспект Ветеранов,169к6,Проспект Ветеранов,299632115,проспект Ветеранов 169к6,30.116559,59.842029
181,7,7,1,63.86,24311275,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,293435870,11-я Васильевского острова линия 56,30.269407,59.944301
182,2,10,1,43.0,13700000,Адмиралтейский, Парфеновская,11к1,Фрунзенская,296834271,Парфеновская 11к1,30.311502,59.899081
183,6,17,1,44.8,8900000,Калининский,проспект Непокоренных,49к2,Площадь Мужества,297706736,проспект Непокоренных 49к2,30.389054,59.993599
184,6,9,1,41.6,15949999,Адмиралтейский, Шкапина,43-45,Балтийская,299481414,Шкапина 43-45,30.288622,59.903823
185,5,21,1,34.9,8700000,Василеостровский, Челюскина,8,Приморская,294034275,Челюскина 8,30.187679,59.942065
186,6,12,1,48.2,17877708,Курортный,Приморское шоссе,570Л,,289388425,Приморское шоссе 570Л,29.662541,60.191798
187,5,5,1,31.1,6100000,Фрунзенский,Софийская ,37К3,Международная,298329429,Софийская 37К3,30.398854,59.873315
188,6,7,1,74.62,28626097,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,293435822,11-я Васильевского острова линия 56,30.269407,59.944301
189,9,9,1,34.4,5490000,Выборгский,проспект Культуры,22К1,Гражданский проспект,297516945,проспект Культуры 22К1,30.374429,60.046998
190,3,6,1,48.1,21607555,Центральный,Миргородская ,1,Площадь Александра Невского,299135829,Миргородская 1,30.370261,59.92492
191,12,16,1,33.6,11600000,Красногвардейский,Заневский проспект,42,Ладожская,295747960,Заневский проспект 42,30.434006,59.934285
192,13,14,1,43.2,15089999,Красногвардейский,проспект Энергетиков,2,,279352049,проспект Энергетиков 2,30.434311,59.931134
193,6,12,1,37.38,8200000,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,287949090,проспект Авиаконструкторов 54,30.204962,60.033908
194,3,16,1,41.2,11290000,Московский,Краснопутиловская ,125,Московская,299363990,Краснопутиловская 125,30.310829,59.847051
195,3,12,1,71.8,25998780,Курортный,Приморское шоссе,570Л,,294180843,Приморское шоссе 570Л,29.662541,60.191798
196,5,12,1,31.0,11500000,Московский,Кузнецовская ,58к1,Бухарестская,269502406,Кузнецовская 58к1,30.34827,59.873162
197,8,13,1,30.8,5970000,Калининский,проспект Непокоренных,74,Академическая,298092726,проспект Непокоренных 74,30.431868,59.994171
198,13,14,1,42.17,14989999,Красногвардейский,проспект Энергетиков,2,,279352061,проспект Энергетиков 2,30.434311,59.931134
199,22,24,1,54.2,13990000,Приморский,Мебельная ,49/92,Беговая,295364531,Мебельная 49/92,30.194155,59.99382
200,8,24,1,42.1,6912820,Приморский, Ивинская,19к1,Комендантский проспект,297361064,Ивинская 19к1,30.128021,60.032587
201,3,10,1,35.5,11600000,Фрунзенский,Днепропетровская ,65,Обводный канал,298255448,Днепропетровская 65,30.356939,59.910032
202,4,14,1,36.88,13119999,Красногвардейский,проспект Энергетиков,2,,298146758,проспект Энергетиков 2,30.434311,59.931134
203,6,7,1,40.0,9990000,Выборгский,проспект Энгельса,134к3,Проспект Просвещения,299505462,проспект Энгельса 134к3,30.330843,60.049015
204,2,9,1,46.26,14709999,Адмиралтейский, Шкапина,43-45,Балтийская,299481388,Шкапина 43-45,30.288622,59.903823
205,20,23,1,35.3,5600000,Красногвардейский, Корнея Чуковского,5к2,Девяткино,296031592,Корнея Чуковского 5к2,30.457766,60.029004
206,2,5,1,29.7,5599000,Калининский, Ушинского,41,Гражданский проспект,298074012,Ушинского 41,30.417441,60.042914
207,3,4,1,31.5,5500000,Пушкинский,Гуммолосаровская ,19,Купчино,295762890,Гуммолосаровская 19,30.426352,59.684717
208,1,9,1,47.5,12700000,Центральный,Кременчугская ,19к3,Площадь Александра Невского,289681131,Кременчугская 19к3,30.370315,59.919739
209,4,12,1,34.5,7290000,Приморский,проспект Орлово-Денисовский,19к1,Проспект Просвещения,299103855,проспект Орлово-Денисовский 19к1,30.267997,60.056912
210,4,8,1,25.52,15132619,Петроградский,Пионерская ,53,Чкаловская,298529998,Пионерская 53,30.28564,59.960557
211,4,11,1,28.2,5500000,Пушкинский,проспект Старорусский,11,Купчино,292437729,проспект Старорусский 11,30.358107,59.806174
