,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id,adress,longitude,latitude
411,2,4,1,28.53,6409296,Пушкинский, Образцовая,2,Купчино,293666960,Образцовая 2,30.368312,59.749357
412,1,23,1,34.69,6441933,Приморский, Ивинская,1к4,Зенит,297885363,Ивинская 1к4,30.137247,60.028433
413,1,17,1,32.8,6464880,Приморский, Ивинская,9,Комендантский проспект,297361140,Ивинская 9,30.132486,60.030645
414,26,27,1,33.7,6400000,Выборгский, Валерия Гаврилина,3к1,Парнас,298973011,Валерия Гаврилина 3к1,30.331777,60.074513
415,2,9,1,33.6,6500000,Невский,Искровский проспект,15К2,Улица Дыбенко,299283718,Искровский проспект 15К2,30.464593,59.906066
416,3,9,1,33.0,6500000,Кировский,Двинская ,16к1,Нарвская,298593382,Двинская 16к1,30.243006,59.908737
417,4,4,1,35.0,6535837,Пушкинский, Образцовая,2,Купчино,293667137,Образцовая 2,30.368312,59.749357
418,1,4,1,40.09,6520652,Пушкинский, Образцовая,2,Купчино,293667171,Образцовая 2,30.368312,59.749357
419,23,23,1,37.1,6500000,Красногвардейский,Полюстрово,61,Девяткино,297688524,Полюстрово 61,30.40234,59.973131
420,7,9,1,34.42,6590000,Кировский,проспект Ветеранов,78,Проспект Ветеранов,299165443,проспект Ветеранов 78,30.215769,59.832941
421,1,23,1,35.85,6582060,Приморский, Ивинская,1к4,Зенит,297361438,Ивинская 1к4,30.137247,60.028433
422,2,20,1,28.63,6584900,Красносельский, Маршала Казакова,64к1,,294606852,Маршала Казакова 64к1,30.185397,59.864245
423,4,23,1,32.92,6560816,Приморский, Ивинская,5к1,Зенит,297993519,Ивинская 5к1,30.133789,60.028833
424,18,19,1,32.9,6550000,Приморский,аллея Арцеуловская,23к1,Комендантский проспект,284656827,аллея Арцеуловская 23к1,30.224626,60.042406
425,6,11,1,38.6,6562000,Пушкинский,проспект Старорусский,11,Звездная,285297790,проспект Старорусский 11,30.358107,59.806174
426,1,4,1,34.9,6600106,Пушкинский,шоссе Колпинское,129,Купчино,284671753,шоссе Колпинское 129,30.482191,59.739282
427,5,5,1,31.71,6600103,Московский,Пулковское шоссе,95к3,Звездная,294535253,Пулковское шоссе 95к3,30.308322,59.754121
428,1,5,1,36.51,6600204,Московский,Пулковское шоссе,103В,Звездная,296054909,Пулковское шоссе 103В,30.308646,59.751193
429,1,11,1,39.7,6600125,Пушкинский,проспект Старорусский,13к1,Звездная,294664657,проспект Старорусский 13к1,30.358529,59.804961
430,1,5,1,34.0,6638760,Пушкинский, Нины Петровой,10к1,Купчино,279690376,Нины Петровой 10к1,30.32937,59.752689
431,7,29,1,35.7,6745000,Московский,Витебский проспект,99к1,,290519316,Витебский проспект 99к1,30.372291,59.831173
432,1,4,1,35.8,6700259,Пушкинский,шоссе Колпинское,129,Купчино,288794068,шоссе Колпинское 129,30.482191,59.739282
433,4,4,1,32.6,6650122,Пушкинский,шоссе Колпинское,129,Купчино,292788622,шоссе Колпинское 129,30.482191,59.739282
434,3,18,1,29.69,6680250,Невский, Тельмана,37,Ломоносовская,299556090,Тельмана 37,30.47999,59.891268
435,1,23,1,39.0,6650000,Невский,проспект Советский,34к2,,295854561,проспект Советский 34к2,30.55288,59.827673
436,3,8,1,41.1,6658200,Красносельский, Лермонтова,15к2Ж,Проспект Ветеранов,293979008,Лермонтова 15к2Ж,30.080671,59.735106
437,5,23,1,32.11,6716421,Приморский, Ивинская,1к1,Зенит,298260266,Ивинская 1к1,30.136582,60.027049
438,1,5,1,34.1,6650028,Московский, Струве,12,Звездная,299582529,Струве 12,30.318958,59.76512
439,1,5,1,36.8,6650128,Московский, Струве,10к2,Звездная,299582526,Струве 10к2,30.319479,59.763937
440,1,5,1,35.1,6650221,Московский, Струве,10к2,Звездная,299582522,Струве 10к2,30.319479,59.763937
441,3,20,1,32.92,6748600,Красносельский, Маршала Казакова,64к1,,297419383,Маршала Казакова 64к1,30.185397,59.864245
442,13,24,1,38.0,6739220,Невский, Русановская,24,Пролетарская,299468667,Русановская 24,30.516498,59.864814
443,1,5,1,36.11,6700000,Московский, Орбитальная,7к1,Московская,299058599,Орбитальная 7к1,30.316838,59.76101
444,14,23,1,33.92,6740280,Приморский, Ивинская,5к1,Зенит,297884758,Ивинская 5к1,30.133789,60.028833
445,11,11,1,38.6,6657951,Пушкинский,проспект Старорусский,13к2,Звездная,296594578,проспект Старорусский 13к2,30.355825,59.805079
446,1,11,1,39.5,6690557,Пушкинский,проспект Старорусский,13к2,Звездная,294664602,проспект Старорусский 13к2,30.355825,59.805079
447,6,23,1,32.43,6717822,Приморский, Ивинская,5к1,Зенит,297884795,Ивинская 5к1,30.133789,60.028833
448,1,6,1,41.8,6688000,Курортный, Строителей,3к2,,292413508,Строителей 3к2,29.681981,60.207919
449,1,5,1,34.9,6750270,Московский,Пулковское шоссе,99к6,Звездная,291984313,Пулковское шоссе 99к6,30.304522,59.753822
450,5,5,1,31.5,6750245,Московский,Пулковское шоссе,99к6,Звездная,291619287,Пулковское шоссе 99к6,30.304522,59.753822
451,1,5,1,34.9,6750270,Московский,Пулковское шоссе,95к3,Звездная,296659558,Пулковское шоссе 95к3,30.308322,59.754121
452,1,5,1,34.8,6750156,Московский,Пулковское шоссе,95к4,Звездная,291619281,Пулковское шоссе 95к4,30.305052,59.756115
453,3,23,1,34.33,6792138,Приморский, Ивинская,1к4,Зенит,297885383,Ивинская 1к4,30.137247,60.028433
454,2,20,1,32.19,6759900,Красносельский, Маршала Казакова,64к1,,294606894,Маршала Казакова 64к1,30.185397,59.864245
455,5,5,1,31.7,6750261,Московский, Струве,12,Звездная,299582531,Струве 12,30.318958,59.76512
456,24,24,1,39.93,6780000,Красногвардейский,аллея Евгения Шварца,13к1,Девяткино,294571474,аллея Евгения Шварца 13к1,30.45729,60.036708
457,4,23,1,34.61,6793125,Приморский, Ивинская,5к2,Зенит,297710646,Ивинская 5к2,30.133088,60.029305
458,1,4,1,38.7,6850054,Пушкинский,шоссе Колпинское,127,Купчино,296659716,шоссе Колпинское 127,30.480215,59.738162
459,2,4,1,37.9,6850197,Пушкинский,шоссе Колпинское,127,Купчино,296985453,шоссе Колпинское 127,30.480215,59.738162
460,3,4,1,34.45,6850055,Пушкинский,шоссе Колпинское,129,Купчино,296538601,шоссе Колпинское 129,30.482191,59.739282
461,3,5,1,32.85,6850226,Московский,Пулковское шоссе,95к3,Звездная,298405602,Пулковское шоссе 95к3,30.308322,59.754121
462,16,24,1,33.8,6847880,Приморский, Ивинская,13,Комендантский проспект,297361330,Ивинская 13,30.130501,60.031139
463,14,24,1,34.8,6890400,Приморский, Ивинская,13,Комендантский проспект,297361315,Ивинская 13,30.130501,60.031139
464,5,5,1,33.3,6850093,Московский, Струве,8к2,Звездная,299582453,Струве 8к2,30.320333,59.762972
465,5,5,1,33.6,6850116,Московский, Струве,8к3,Звездная,299582480,Струве 8к3,30.318599,59.763226
466,1,5,1,35.8,6850097,Московский, Струве,8к3,Звездная,299582483,Струве 8к3,30.318599,59.763226
467,8,12,1,41.8,6897000,Пушкинский,проспект Старорусский,9,,296280934,проспект Старорусский 9,30.357586,59.807455
468,2,20,1,30.91,6800200,Красносельский, Маршала Казакова,64к1,,294606998,Маршала Казакова 64к1,30.185397,59.864245
469,24,25,1,34.7,6887377,Невский, Русановская,24,Пролетарская,299468664,Русановская 24,30.516498,59.864814
470,5,5,1,38.4,6800000,Невский,Ивановская ,30,Ломоносовская,296569504,Ивановская 30,30.435703,59.872475
471,6,24,1,42.0,6896400,Приморский, Ивинская,19к1,Комендантский проспект,297361053,Ивинская 19к1,30.128021,60.032587
472,12,19,1,35.6,6800000,Василеостровский,бульвар Александра Грина,1,Приморская,290211656,бульвар Александра Грина 1,30.203902,59.937017
473,1,12,1,35.0,6800000,Калининский,Кондратьевский проспект,83К2,Лесная,299027081,Кондратьевский проспект 83К2,30.399852,59.981537
474,6,24,1,34.9,6910200,Приморский, Ивинская,19к3,Комендантский проспект,297361209,Ивинская 19к3,30.132163,60.033324
475,2,20,1,34.59,6918000,Красносельский, Маршала Казакова,64к1,,297419353,Маршала Казакова 64к1,30.185397,59.864245
476,2,7,1,43.28,6924800,Красногвардейский,Полюстрово,69,,297023967,Полюстрово 69,30.40234,59.973131
477,8,8,1,42.72,6920640,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299600102,Лермонтова 15к2Б,30.081426,59.735038
478,6,23,1,33.51,6936370,Приморский, Ивинская,1к1,Зенит,297884859,Ивинская 1к1,30.136582,60.027049
479,1,6,1,43.2,6912000,Курортный, Строителей,3к2,,292413481,Строителей 3к2,29.681981,60.207919
480,10,21,1,44.4,6900000,Приморский,Парашютная ,58,Комендантский проспект,295132398,Парашютная 58,30.243096,60.037948
481,7,8,1,43.14,6988680,Красносельский, Лермонтова,15к2Ж,Проспект Ветеранов,293979108,Лермонтова 15к2Ж,30.080671,59.735106
482,2,18,1,36.3,6950000,Приморский,Парашютная ,61к4,Комендантский проспект,297502786,Парашютная 61к4,30.255322,60.037378
483,2,18,1,31.6,6952000,Невский, Тельмана,37,Ломоносовская,299556160,Тельмана 37,30.47999,59.891268
484,25,25,1,37.5,6950000,Невский,проспект Советский,36к2,,297610570,проспект Советский 36к2,30.557066,59.826447
485,3,9,1,30.0,6999999,Фрунзенский,Альпийский переулок,45,Проспект Славы,299463025,Альпийский переулок 45,30.394264,59.854043
486,5,6,1,30.0,6990000,Пушкинский,Ахматовская ,6,Купчино,274752387,Ахматовская 6,30.423387,59.727717
487,2,4,1,40.62,6952050,Пушкинский, Образцовая,2,Купчино,293666957,Образцовая 2,30.368312,59.749357
488,2,4,1,38.61,6970477,Пушкинский, Образцовая,2,Купчино,293667012,Образцовая 2,30.368312,59.749357
489,9,24,1,42.5,6978500,Приморский, Ивинская,19к1,Комендантский проспект,297361070,Ивинская 19к1,30.128021,60.032587
490,7,29,1,37.54,7035000,Московский,Витебский проспект,99к1,,290514177,Витебский проспект 99к1,30.372291,59.831173
491,17,26,1,34.6,7093000,Пушкинский,проспект Новгородский,2к3,Шушары,268906753,проспект Новгородский 2к3,30.371653,59.812193
492,20,26,1,32.2,7084000,Пушкинский,проспект Новгородский,2к3,Шушары,296842501,проспект Новгородский 2к3,30.371653,59.812193
493,4,23,1,36.78,7099068,Приморский, Ивинская,1к4,Зенит,297361486,Ивинская 1к4,30.137247,60.028433
494,7,8,1,43.8,7095600,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299600092,Лермонтова 15к2Б,30.081426,59.735038
495,5,25,1,38.0,7050000,Выборгский, Михаила Дудина,25к1,Парнас,294945283,Михаила Дудина 25к1,30.32636,60.071389
496,6,24,1,37.4,7023720,Приморский, Ивинская,19к3,Комендантский проспект,297361212,Ивинская 19к3,30.132163,60.033324
497,6,18,1,32.0,7000000,Василеостровский, Вадима Шефнера,4,Приморская,296324547,Вадима Шефнера 4,30.20869,59.934695
498,14,15,1,28.1,7000000,Выборгский,проспект Энгельса,113К2,Озерки,299370211,проспект Энгельса 113К2,30.326585,60.037674
499,4,17,1,37.9,7053190,Приморский, Ивинская,9,Комендантский проспект,297361159,Ивинская 9,30.132486,60.030645
500,2,4,1,37.75,7015860,Пушкинский, Образцовая,2,Купчино,293667177,Образцовая 2,30.368312,59.749357
501,2,12,1,36.91,7096561,Пушкинский,проспект Старорусский,5к1,Шушары,293752180,проспект Старорусский 5к1,30.356714,59.809754
502,2,13,1,38.3,7000000,Выборгский, Тихоокеанская,1к2,Проспект Просвещения,298985630,Тихоокеанская 1к2,30.243015,60.073876
503,1,5,1,37.6,7100233,Московский, Струве,12,Звездная,299582505,Струве 12,30.318958,59.76512
504,1,5,1,39.1,7100325,Московский, Струве,8к3,Звездная,299582488,Струве 8к3,30.318599,59.763226
505,1,5,1,37.4,7100296,Московский, Струве,8к2,Звездная,299582462,Струве 8к2,30.320333,59.762972
506,10,13,1,44.5,7120000,Невский,Варфоломеевская ,6,Ломоносовская,292781502,Варфоломеевская 6,30.418779,59.87924
507,1,6,1,44.4,7104000,Курортный, Строителей,3к2,,292413435,Строителей 3к2,29.681981,60.207919
508,5,5,1,34.38,7200254,Московский,Пулковское шоссе,95к3,Звездная,299178312,Пулковское шоссе 95к3,30.308322,59.754121
509,1,23,1,39.74,7220758,Приморский, Ивинская,1к4,Зенит,297361433,Ивинская 1к4,30.137247,60.028433
510,3,18,1,29.49,7225050,Невский, Тельмана,37,Ломоносовская,299555705,Тельмана 37,30.47999,59.891268
511,3,16,1,30.15,7196240,Московский,Московское шоссе,13Ж,Звездная,298145926,Московское шоссе 13Ж,30.356238,59.823959
512,3,8,1,44.47,7204140,Красносельский, Лермонтова,15к2Ж,Проспект Ветеранов,293979143,Лермонтова 15к2Ж,30.080671,59.735106
513,1,11,1,28.39,7150220,Невский, Гудиловская,6к1,Обухово,285014750,Гудиловская 6к1,30.532533,59.828663
514,24,27,1,39.3,7200000,Невский,проспект Советский,36к1,Рыбацкое,299404957,проспект Советский 36к1,30.553967,59.825868
515,1,5,1,37.7,7209000,Пушкинский, Нины Петровой,10к1,Купчино,279690495,Нины Петровой 10к1,30.32937,59.752689
516,2,13,1,46.2,7161000,Невский,Варфоломеевская ,6,Ломоносовская,292781638,Варфоломеевская 6,30.418779,59.87924
517,2,10,1,30.0,7199000,Фрунзенский,Будапештская ,9к1,Международная,296510309,Будапештская 9к1,30.368348,59.869964
518,4,13,1,34.42,7287849,Приморский,Коломяжский проспект,4,Черная речка,297552909,Коломяжский проспект 4,30.295458,59.990638
519,3,6,1,45.4,7264000,Курортный, Строителей,3к2,,292413427,Строителей 3к2,29.681981,60.207919
520,7,14,1,35.3,7290000,Приморский,Планерная ,87к1,Комендантский проспект,292155905,Планерная 87к1,30.2026,60.030245
521,1,5,1,37.02,7300029,Московский,Пулковское шоссе,95к3,Звездная,298405606,Пулковское шоссе 95к3,30.308322,59.754121
522,8,17,1,32.3,7300000,Невский,проспект Солидарности,14к1,,299650719,проспект Солидарности 14к1,30.496528,59.918255
523,9,23,1,38.19,7314687,Приморский, Ивинская,1к2,Зенит,298977598,Ивинская 1к2,30.135406,60.027862
524,2,6,1,45.8,7328000,Курортный, Строителей,3к2,,292413426,Строителей 3к2,29.681981,60.207919
525,19,27,1,44.0,7300000,Выборгский, Архитектора Белова,6к1,Парнас,299666176,Архитектора Белова 6к1,30.31992,60.071106
526,13,20,1,35.5,7300000,Приморский,Комендантский проспект,55к1,Комендантский проспект,299268613,Комендантский проспект 55к1,30.233304,60.031575
527,7,13,1,35.3,7445000,Приморский,Планерная ,87к1,,289698322,Планерная 87к1,30.2026,60.030245
528,10,12,1,38.0,7389000,Невский,Караваевская ,42,Рыбацкое,299377383,Караваевская 42,30.518492,59.830061
529,1,23,1,31.61,7353524,Невский,Рыбацкое,4,Рыбацкое,294049834,Рыбацкое 4,30.488803,59.99926
530,9,24,1,37.5,7361250,Приморский, Ивинская,19к3,Комендантский проспект,297361260,Ивинская 19к3,30.132163,60.033324
531,1,13,1,34.03,7447888,Приморский,аллея Арцеуловская,9,Пионерская,280840799,аллея Арцеуловская 9,30.19579,60.036443
532,24,24,1,39.8,7440365,Невский, Русановская,24,Пролетарская,294090972,Русановская 24,30.516498,59.864814
533,8,13,1,34.72,7417650,Приморский,Коломяжский проспект,4,Черная речка,297553019,Коломяжский проспект 4,30.295458,59.990638
534,3,5,1,31.2,7350000,Фрунзенский,Лиговский проспект,251,Обводный канал,294215677,Лиговский проспект 251,30.345468,59.908132
535,6,25,1,37.0,7430000,Приморский,аллея Арцеуловская,19,Комендантский проспект,297918540,аллея Арцеуловская 19,30.209921,60.04024
536,2,5,1,37.85,7417760,Пушкинский, Нины Петровой,8к1,Купчино,279688957,Нины Петровой 8к1,30.327097,59.753242
537,1,5,1,38.9,7396800,Пушкинский, Нины Петровой,8к1,Купчино,279688936,Нины Петровой 8к1,30.327097,59.753242
538,1,5,1,38.9,7396800,Пушкинский, Нины Петровой,10к1,Купчино,279690571,Нины Петровой 10к1,30.32937,59.752689
539,2,5,1,37.85,7417760,Пушкинский, Нины Петровой,6к1,Купчино,279690870,Нины Петровой 6к1,30.324393,59.754234
540,1,5,1,38.7,7380370,Пушкинский, Нины Петровой,6к1,Купчино,279690865,Нины Петровой 6к1,30.324393,59.754234
541,3,5,1,39.4,7400000,Красногвардейский,проспект Наставников,36к1,Ладожская,298310823,проспект Наставников 36к1,30.483018,59.952777
542,2,4,1,39.1,7450057,Пушкинский,шоссе Колпинское,129,Купчино,282420034,шоссе Колпинское 129,30.482191,59.739282
543,1,5,1,38.68,7450154,Московский,Пулковское шоссе,99к6,Звездная,296336642,Пулковское шоссе 99к6,30.304522,59.753822
544,11,26,1,37.1,7457100,Пушкинский,проспект Новгородский,2к3,Шушары,296842429,проспект Новгородский 2к3,30.371653,59.812193
545,9,16,1,31.4,7494589,Московский,Московское шоссе,13Ж,Звездная,298146235,Московское шоссе 13Ж,30.356238,59.823959
546,1,5,1,42.86,7457360,Колпинский,шоссе Рубежное,14,Рыбацкое,298649537,шоссе Рубежное 14,30.626928,59.753645
547,1,11,1,31.6,7473684,Невский, Гудиловская,6к1,Обухово,299173187,Гудиловская 6к1,30.532533,59.828663
548,3,16,1,42.0,7450000,Красносельский,Ленинский проспект,67к2,Ленинский проспект,286808714,Ленинский проспект 67к2,30.184067,59.85947
549,2,25,1,37.36,7472000,Красносельский, Маршала Казакова,64к1,,294606177,Маршала Казакова 64к1,30.185397,59.864245
550,5,9,1,57.4,7490000,Колпинский, Красных Партизан,5,Купчино,297711365,Красных Партизан 5,30.154746,59.992776
551,2,23,1,38.93,7495098,Приморский, Ивинская,1к4,Зенит,297885374,Ивинская 1к4,30.137247,60.028433
552,2,9,1,37.1,7450000,Невский, Белышева,4И,Проспект Большевиков,298151164,Белышева 4И,30.45367,59.914367
553,18,19,1,44.0,7450000,Приморский,Парашютная ,56к3,Комендантский проспект,298117104,Парашютная 56к3,30.242485,60.035315
554,1,10,1,37.5,7450000,Невский, Крыленко,13к4,Улица Дыбенко,299328977,Крыленко 13к4,30.471663,59.89366
555,1,11,1,32.92,7589805,Невский, Гудиловская,6к1,Обухово,298762033,Гудиловская 6к1,30.532533,59.828663
556,13,17,1,35.5,7550000,Московский,Пулковское шоссе,20к4,Звездная,298793376,Пулковское шоссе 20к4,30.327034,59.827727
557,4,8,1,46.63,7554060,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299600106,Лермонтова 15к2Б,30.081426,59.735038
558,4,17,1,39.0,7550000,Красногвардейский,проспект Энтузиастов,31к3,,296420832,проспект Энтузиастов 31к3,30.479891,59.947356
559,18,20,1,37.2,7530000,Приморский,Комендантский проспект,55к1,,297684047,Комендантский проспект 55к1,30.233304,60.031575
560,3,17,1,45.3,7500000,Красносельский,проспект Ветеранов,122,,269266431,проспект Ветеранов 122,30.178947,59.832575
561,7,13,1,33.4,7584739,Приморский,Коломяжский проспект,4,Черная речка,297553250,Коломяжский проспект 4,30.295458,59.990638
562,1,5,1,44.06,7567560,Колпинский,шоссе Рубежное,14,Рыбацкое,298649491,шоссе Рубежное 14,30.626928,59.753645
563,12,13,1,33.3,7500000,Приморский,проспект Авиаконструкторов,63,Комендантский проспект,296717073,проспект Авиаконструкторов 63,30.207648,60.034474
564,10,13,1,31.42,7554970,Приморский,Коломяжский проспект,4,Черная речка,297553110,Коломяжский проспект 4,30.295458,59.990638
565,1,5,1,39.85,7536230,Пушкинский, Нины Петровой,8к1,Купчино,279689051,Нины Петровой 8к1,30.327097,59.753242
566,1,5,1,39.85,7536230,Пушкинский, Нины Петровой,10к1,Купчино,279690581,Нины Петровой 10к1,30.32937,59.752689
567,1,5,1,39.85,7536230,Пушкинский, Нины Петровой,6к1,Купчино,279690862,Нины Петровой 6к1,30.324393,59.754234
568,1,6,1,46.9,7504000,Курортный, Строителей,3к2,,292413400,Строителей 3к2,29.681981,60.207919
569,12,13,1,35.6,7529685,Невский,Варфоломеевская ,6,Ломоносовская,292781508,Варфоломеевская 6,30.418779,59.87924
570,5,23,1,39.79,7625862,Приморский, Ивинская,1к1,Зенит,297884994,Ивинская 1к1,30.136582,60.027049
571,6,13,1,31.79,7628105,Приморский,Коломяжский проспект,4,Черная речка,299636729,Коломяжский проспект 4,30.295458,59.990638
572,1,13,1,36.02,7620888,Приморский,аллея Арцеуловская,9,Пионерская,298845873,аллея Арцеуловская 9,30.19579,60.036443
573,1,11,1,33.92,7634408,Невский, Гудиловская,6к1,Обухово,285014748,Гудиловская 6к1,30.532533,59.828663
574,1,27,1,41.16,7622832,Выборгский,Заречная ,48к2,Парнас,297361437,Заречная 48к2,30.349923,60.084644
575,2,24,1,40.0,7632000,Приморский, Ивинская,11,Комендантский проспект,297361165,Ивинская 11,30.131291,60.030604
576,14,18,1,33.61,7730000,Василеостровский, Вадима Шефнера,4,Приморская,289707289,Вадима Шефнера 4,30.20869,59.934695
577,9,13,1,30.75,7749000,Невский, Тельмана,37,Ломоносовская,299555925,Тельмана 37,30.47999,59.891268
578,7,23,1,41.18,7747707,Приморский, Ивинская,1к1,Зенит,297885000,Ивинская 1к1,30.136582,60.027049
579,9,23,1,42.4,7723718,Приморский, Ивинская,1к2,Зенит,298977446,Ивинская 1к2,30.135406,60.027862
580,2,13,1,34.4,7728272,Приморский,Планерная ,95к1,Комендантский проспект,294504986,Планерная 95к1,30.19721,60.032825
581,1,16,1,31.35,7717022,Невский,проспект Советский,43к2,Рыбацкое,295114181,проспект Советский 43к2,30.538471,59.828686
582,1,5,1,41.7,7650094,Московский, Струве,12,Звездная,299582494,Струве 12,30.318958,59.76512
583,9,13,1,38.92,7672105,Приморский,Коломяжский проспект,4,Черная речка,297553061,Коломяжский проспект 4,30.295458,59.990638
584,5,5,1,43.69,7667430,Колпинский,проезд Понтонный,6,Рыбацкое,298649325,проезд Понтонный 6,30.628661,59.753078
585,1,9,1,32.69,7687294,Красносельский, Тамбасова,5,Проспект Ветеранов,295858979,Тамбасова 5,30.154432,59.841401
586,10,17,1,40.0,7700000,Приморский, Шаврова,13к1,Комендантский проспект,296759402,Шаврова 13к1,30.235792,60.024023
587,1,4,1,53.0,7650000,Пушкинский, Анциферовская,7,Купчино,298764525,Анциферовская 7,30.411826,59.687769
588,5,5,1,38.15,7800110,Московский,Пулковское шоссе,99к6,Звездная,296336641,Пулковское шоссе 99к6,30.304522,59.753822
589,5,5,1,38.46,7800072,Московский,Пулковское шоссе,95к4,Звездная,292077109,Пулковское шоссе 95к4,30.305052,59.756115
590,1,27,1,37.4,7790420,Выборгский,проезд Толубеевский,34к2,,297361373,проезд Толубеевский 34к2,30.354002,60.085038
591,1,5,1,42.8,7750031,Московский,Пулковское шоссе,71к3,Звездная,295872541,Пулковское шоссе 71к3,30.322929,59.761975
592,5,5,1,40.32,7777500,Колпинский,шоссе Рубежное,14,Рыбацкое,298649523,шоссе Рубежное 14,30.626928,59.753645
593,20,27,1,35.23,7803235,Выборгский,проезд Толубеевский,34к2,,297361412,проезд Толубеевский 34к2,30.354002,60.085038
594,1,16,1,34.9,7754780,Выборгский, Федора Абрамова,29,Проспект Просвещения,297361565,Федора Абрамова 29,30.341219,60.084383
595,1,16,1,34.3,7765520,Выборгский, Федора Абрамова,29,Проспект Просвещения,297361559,Федора Абрамова 29,30.341219,60.084383
596,4,23,1,38.13,7838556,Приморский, Ивинская,5к2,Зенит,297885275,Ивинская 5к2,30.133088,60.029305
597,1,6,1,48.9,7824000,Курортный, Строителей,3к2,,292413471,Строителей 3к2,29.681981,60.207919
598,1,5,1,39.72,7850137,Московский,Пулковское шоссе,99к6,Звездная,291717477,Пулковское шоссе 99к6,30.304522,59.753822
599,10,13,1,33.76,7890000,Василеостровский, Чирикова,5,Приморская,298329840,Чирикова 5,30.200363,59.934109
600,2,9,1,26.6,7886900,Выборгский,Светлановский проспект,45,Политехническая,299252937,Светлановский проспект 45,30.35128,60.011437
601,1,13,1,39.2,7874807,Приморский,Планерная ,87к1,Комендантский проспект,298164345,Планерная 87к1,30.2026,60.030245
602,11,19,1,36.4,7999999,Приморский,аллея Арцеуловская,19,Комендантский проспект,298927656,аллея Арцеуловская 19,30.209921,60.04024
603,2,5,1,39.37,7900299,Московский,Пулковское шоссе,95к3,Звездная,299312161,Пулковское шоссе 95к3,30.308322,59.754121
604,1,11,1,31.1,7954945,Невский, Гудиловская,6к1,Обухово,285024170,Гудиловская 6к1,30.532533,59.828663
605,5,23,1,45.05,7969170,Приморский, Ивинская,1к2,Зенит,298977412,Ивинская 1к2,30.135406,60.027862
606,2,23,1,36.3,7950454,Невский,Рыбацкое,5,Рыбацкое,299260982,Рыбацкое 5,30.489045,59.999399
607,1,11,1,30.56,7975344,Невский, Гудиловская,5к1,Рыбацкое,295426162,Гудиловская 5к1,30.531455,59.829075
608,2,13,1,36.3,7984514,Приморский,Планерная ,95к1,Комендантский проспект,294504988,Планерная 95к1,30.19721,60.032825
609,3,5,1,40.9,7900346,Московский, Струве,8к2,Звездная,299582458,Струве 8к2,30.320333,59.762972
610,3,13,1,36.83,7915888,Приморский,аллея Арцеуловская,9,Старая Деревня,283548873,аллея Арцеуловская 9,30.19579,60.036443
611,24,27,1,40.29,7993536,Выборгский,Заречная ,50,Парнас,297361556,Заречная 50,30.351343,60.084316
612,19,24,1,42.28,7950000,Приморский,аллея Арцеуловская,15,Комендантский проспект,297468597,аллея Арцеуловская 15,30.200012,60.039836
613,1,13,1,34.5,7901739,Приморский,Планерная ,87к1,Комендантский проспект,261618752,Планерная 87к1,30.2026,60.030245
614,11,18,1,46.5,7900000,Красногвардейский,Хасанская ,10к2,,290331282,Хасанская 10к2,30.482901,59.937918
615,4,27,1,35.91,7936938,Выборгский,проезд Толубеевский,34к2,,297361390,проезд Толубеевский 34к2,30.354002,60.085038
616,1,9,1,34.22,7975277,Красносельский, Тамбасова,5,Проспект Ветеранов,295859148,Тамбасова 5,30.154432,59.841401
617,1,5,1,41.85,7919750,Пушкинский, Нины Петровой,10к1,Купчино,279690445,Нины Петровой 10к1,30.32937,59.752689
618,1,5,1,41.85,7919750,Пушкинский, Нины Петровой,6к1,Купчино,279690761,Нины Петровой 6к1,30.324393,59.754234
619,2,23,1,38.77,7938609,Приморский, Ивинская,5к2,Зенит,297885267,Ивинская 5к2,30.133088,60.029305
620,6,13,1,41.5,7937622,Невский,Варфоломеевская ,6,Ломоносовская,292781464,Варфоломеевская 6,30.418779,59.87924
621,2,12,1,40.0,7900000,Фрунзенский,Будапештская ,17к3,Международная,294422192,Будапештская 17к3,30.370764,59.865424
622,3,18,1,36.57,8045400,Невский, Тельмана,37,Ломоносовская,299556109,Тельмана 37,30.47999,59.891268
623,17,27,1,37.19,8040630,Выборгский,Заречная ,52к1,,297905233,Заречная 52к1,30.352277,60.083876
624,11,26,1,34.3,8000000,Калининский,проспект Луначарского,78к5,Гражданский проспект,298102076,проспект Луначарского 78к5,30.374304,60.035117
625,9,26,1,39.6,8000000,Выборгский, Федора Абрамова,8,Парнас,299159480,Федора Абрамова 8,30.338326,60.073764
626,22,24,1,41.4,8023320,Приморский, Ивинская,13,Комендантский проспект,297361388,Ивинская 13,30.130501,60.031139
627,20,24,1,41.5,8001200,Приморский, Ивинская,13,Комендантский проспект,297361374,Ивинская 13,30.130501,60.031139
628,1,5,1,41.5,8100198,Московский,Пулковское шоссе,99к6,Звездная,291717479,Пулковское шоссе 99к6,30.304522,59.753822
629,3,27,1,37.65,8116032,Выборгский,Заречная ,52к1,,297905097,Заречная 52к1,30.352277,60.083876
630,2,18,1,37.83,8133450,Невский, Тельмана,37,Ломоносовская,299556084,Тельмана 37,30.47999,59.891268
