,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id
0,7,9,1,42.3,16835400,Петроградский,Петровский проспект,9к2,Спортивная,298367029
1,4,19,1,35.0,11850000,Василеостровский,Морской,,Приморская,275227744
2,2,12,1,35.78,10169034,Выборгский,Светлановское,,Удельная,293271886
3,4,25,1,37.0,10500000,Приморский,Байконурская ,26,Комендантский проспект,297442986
4,2,12,1,36.56,10142475,Выборгский,Светлановское,,Удельная,293271702
5,10,16,1,44.0,10000000,Приморский,Комендантский проспект,17к1,Комендантский проспект,298702714
6,3,16,1,34.5,10153567,Выборгский,Шувалово-Озерки,,Проспект Просвещения,297057902
7,4,8,1,38.5,17500000,Петроградский,Ремесленная ,17,Василеостровская,298588228
8,11,15,1,46.3,11949999,Красногвардейский,переулок Уткин,,,297849170
9,10,13,1,42.78,11850000,Выборгский,Светлановское,,Удельная,299208708
10,6,7,1,65.36,22733515,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,293435902
11,9,13,1,30.8,8000000,Приморский,Планерная ,91к2,Комендантский проспект,297243992
12,4,12,1,42.46,16151784,Выборгский,Сампсониевское,,Выборгская,299465242
13,2,17,1,48.0,14500000,Выборгский,Зеленогорская ,7,Пионерская,299595690
14,11,14,1,34.16,13079999,Красногвардейский,проспект Энергетиков,2,,279351973
15,4,12,1,33.01,11400000,Выборгский,Светлановское,,Удельная,297726567
16,6,11,1,40.46,16960832,Красногвардейский, Стахановцев,1,Новочеркасская,299636558
17,9,16,1,46.6,11350000,Выборгский,проспект Тореза,44к2,Площадь Мужества,299399518
18,3,5,1,35.29,6114825,Московский,Пулковский меридиан,,Международная,299379820
19,12,25,1,40.0,6890000,Красносельский,Ленинский проспект,51,Ленинский проспект,299378118
20,3,23,1,62.1,20989800,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,299451100
21,11,12,1,32.59,5800000,Красносельский,проспект Ветеранов,173к7,,297722654
22,3,8,1,39.3,19118473,Петроградский,Петровский проспект,22к2,Крестовский остров,293496609
23,1,14,1,37.7,5950000,Красносельский,Брестский бульвар,11/36,Ленинский проспект,296856031
24,2,9,1,35.99,11849999,Адмиралтейский, Шкапина,43-45,Балтийская,299481340
25,8,10,1,40.7,13850000,Приморский,Белоостровская ,28,Черная речка,299006414
26,3,12,1,47.4,16225848,Курортный,Приморское шоссе,570Л,,289388509
27,1,13,1,36.3,6100000,Красносельский, Летчика Лихолетова,14к2,Проспект Ветеранов,298375223
28,2,9,1,29.11,7535060,Красносельский, Тамбасова,5,Проспект Ветеранов,298331096
29,3,4,1,29.6,4913600,Красносельский,Стрельнинское шоссе,3а,Ленинский проспект,297719432
30,15,16,1,46.0,14150000,Московский,Московский проспект,103к6Й,Московские ворота,295197899
31,7,12,1,32.2,7600000,Приморский,Озеро Долгое,15к3,Старая Деревня,272257905
32,5,25,1,51.4,9406200,Калининский,Светлановский проспект,121к1,Гражданский проспект,292061882
33,3,4,1,45.0,7999999,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,298687821
34,19,24,1,34.5,6234150,Приморский, Ивинская,19к1,Комендантский проспект,297361104
35,2,4,1,31.0,5487000,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,290174351
36,6,19,1,37.81,11799999,Василеостровский,Морской,,,291595620
37,9,19,1,39.7,6790000,Василеостровский,бульвар Александра Грина,1,Приморская,298895332
38,2,8,1,21.88,11933352,Петроградский,Пионерская ,53,Чкаловская,298529949
39,4,20,1,36.0,9890000,Красносельский, Катерников,7,Проспект Ветеранов,298574187
40,2,8,1,39.5,17241750,Петроградский,Петровский проспект,28к2,Крестовский остров,298461605
41,4,25,1,50.4,10600000,Московский,Витебский проспект,97к1,Купчино,296238884
42,6,9,1,27.62,11213489,Красногвардейский, Помяловского,,Новочеркасская,298322048
43,5,9,1,29.0,8500000,Приморский,Богатырский проспект,3К1,Пионерская,297427106
44,2,7,1,39.66,17309948,Василеостровский,Васильевский,,Василеостровская,298267736
45,5,11,1,41.7,9690000,Московский,Детский переулок,2,Московские ворота,277269506
46,4,10,1,35.0,13230000,Красногвардейский,Большая Охта,,Площадь Ленина,296337346
47,5,8,1,35.6,14000000,Петроградский,Петровский,,Спортивная,299108127
48,1,8,1,76.5,22950000,Петроградский,Петровский проспект,24к2,,296753880
49,7,16,1,40.6,19500000,Московский,Варшавская ,6к2,Электросила,299467095
50,7,7,1,58.7,28500000,Адмиралтейский,Звенигородская ,7к2,Звенигородская,268560184
51,4,19,1,42.0,16700000,Адмиралтейский,Московский проспект,73к5,Фрунзенская,298331683
52,3,14,1,31.5,10800000,Фрунзенский,Волковское,,Волковская,299536424
53,3,20,1,70.35,19000000,Приморский,Ушаковская набережная,1к3А1,Черная речка,297086499
54,2,9,1,47.5,19450000,Центральный,Лиговка-Ямская,,Площадь Восстания,299131351
55,5,5,1,42.0,8450000,Пушкинский, Образцовая,5к1,,297617210
56,9,20,1,34.59,10189999,Василеостровский, Челюскина,8,,279507019
57,4,10,1,41.3,16000000,Московский,Московский проспект,72к2,Фрунзенская,299192913
58,4,23,1,32.62,6207564,Приморский, Ивинская,1к2,Зенит,298977574
59,4,4,1,40.3,5964400,Красносельский,Стрельнинское шоссе,3а,Проспект Ветеранов,298267433
60,3,8,1,40.5,20456954,Петроградский,набережная Реки Карповки,31к1,Спортивная,299196217
61,6,23,1,38.7,6990000,Пушкинский,Школьная ,17,Звездная,293573680
62,22,27,1,33.77,7799904,Выборгский,проезд Толубеевский,34к2,,297361344
63,6,9,1,36.6,9000000,Василеостровский, Кораблестроителей,19К1,Приморская,299139282
64,4,9,1,48.59,18464200,Приморский,Чёрная речка,,Черная речка,297998330
65,2,20,1,33.5,10990000,Приморский,Комендантский проспект,63,Комендантский проспект,299243910
66,8,18,1,36.68,11089999,Василеостровский,Морской,,,299606353
67,6,6,1,37.2,10000000,Василеостровский,8-я Васильевского острова линия,77,Василеостровская,295258416
68,3,9,1,26.91,10497494,Василеостровский,7-я Васильевского острова линия,84,Василеостровская,291720442
69,6,13,1,34.56,8100000,Василеостровский, Чирикова,5,Приморская,299517113
70,7,9,1,43.77,16990000,Петроградский,Петроградская набережная,38,Горьковская,296121150
71,4,7,1,36.0,9999000,Адмиралтейский,Можайская ,37-39,Пушкинская,299667280
72,11,12,1,39.6,15444000,Приморский,Белоостровская ,7,Лесная,293956325
73,4,8,1,37.6,12100000,Красногвардейский,шоссе Революции,12к2,Новочеркасская,298169679
74,2,12,1,33.32,12700151,Василеостровский,Уральская ,,Василеостровская,295505639
75,2,10,1,33.18,6400000,Красносельский,проспект Ветеранов,169к6,Проспект Ветеранов,292885053
76,2,9,1,54.71,21008640,Центральный,проспект Бакунина,,Площадь Александра Невского,299495918
77,11,24,1,36.2,5980000,Невский, Русановская,18к6,Ломоносовская,287506866
78,3,9,1,64.44,29809944,Василеостровский,20-я Васильевского острова линия,19,Спортивная,297998589
79,11,29,1,47.7,11300000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,297370904
80,3,9,1,32.97,11450250,Невский,Невская застава,,Елизаровская,299493888
81,3,13,1,36.2,7550000,Приморский,проспект Авиаконструкторов,63,Комендантский проспект,292934116
82,6,10,1,37.12,15122688,Приморский,Лисичанская ,22,Черная речка,297998586
83,5,8,1,46.9,17300000,Петроградский,Петровский проспект,22к2,Крестовский остров,296170905
84,3,13,1,36.1,10121000,Выборгский,Сампсониевское,,Лесная,298767273
85,1,5,1,36.4,6150000,Приморский,проспект Юнтоловский,49к6,,269178916
86,2,15,1,37.42,8085854,Красногвардейский,проспект Энергетиков,6,Ладожская,291938304
87,2,26,1,38.6,8600000,Фрунзенский,Дунайский проспект,55к1,Дунайская,298854923
88,2,10,1,33.5,11004750,Выборгский,Светлановское,,Удельная,296753669
89,6,13,1,36.42,6880000,Приморский,м. Комендантский проспект,,Комендантский проспект,291099462
90,3,11,1,38.07,13478684,Московский,Благодатная ,50,Электросила,299555564
91,3,9,1,39.1,16200000,Выборгский, Александра Матросова,3,Лесная,297217133
92,7,9,1,42.7,16789640,Петроградский,Петровский проспект,9к2,Спортивная,298367006
93,5,16,1,36.8,12320000,Приморский,Богатырский проспект,25к1,Комендантский проспект,299561227
94,4,8,1,34.68,14704320,Петроградский,Ремесленная ,,Спортивная,294545051
95,6,10,1,33.3,5550000,Приморский, Репищева,19К1,Комендантский проспект,295161407
96,2,12,1,31.27,9600249,Невский,Невская застава,,Елизаровская,299626005
97,4,10,1,41.1,8490000,Невский,Глазурная ,2,Площадь Александра Невского,298705717
98,3,5,1,39.01,18432225,Василеостровский,,,Горный институт,298861014
99,9,11,1,37.7,8750000,Кировский,Дачный проспект,2к1,Проспект Ветеранов,296514485
100,2,12,1,34.65,12150039,Выборгский,Светлановское,,Удельная,295123198
101,6,9,1,30.2,8700000,Кировский,бульвар Новаторов,116,Проспект Ветеранов,299389917
102,3,10,1,41.98,20150400,Московский,Московский проспект,72к2,Фрунзенская,267475944
103,6,7,1,39.9,16799000,Выборгский,проспект Энгельса,2,Пионерская,298623712
104,8,12,1,38.06,10995534,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,266866924
105,9,10,1,33.5,9100000,Приморский, Ильюшина,2,Комендантский проспект,296429310
106,10,24,1,41.5,14550232,Невский,Фарфоровская ,9,Ломоносовская,294535347
107,1,9,1,31.7,5600000,Красносельский, Летчика Пилютова,46,Проспект Ветеранов,299029630
108,4,25,1,32.7,6114900,Невский,Октябрьская набережная ЖК,,Елизаровская,297753065
109,1,5,1,51.5,13400000,Курортный,переулок Большой Литейный,44Д,Комендантский проспект,294205466
110,2,13,1,33.7,9886232,Фрунзенский,Волковское,1,Обводный канал,292739077
111,6,9,1,32.3,5800000,Калининский, Демьяна Бедного,30к1,Гражданский проспект,299186520
112,2,12,1,63.5,10960100,Московский,Московское шоссе,3к5,Звездная,294538515
113,4,7,1,47.4,14900000,Центральный,Полтавский проезд,2,Площадь Восстания,299206769
114,2,12,1,32.4,9150796,Фрунзенский,Волковское,5,Обводный канал,292512705
115,6,16,1,38.8,6150000,Красносельский, Маршала Захарова,50К1,Проспект Ветеранов,299071423
116,2,5,1,41.29,9207670,Выборгский, Береговая,12,Проспект Просвещения,294693178
117,12,29,1,39.4,8360000,Выборгский,Выборгское шоссе,15,Проспект Просвещения,292436369
118,2,13,1,35.67,8968318,Василеостровский,Гавань,,Горный институт,283800990
119,5,5,1,31.0,5900000,Красногвардейский,Таллинская ,27,Новочеркасская,291921103
120,15,15,1,32.03,10025390,Василеостровский,Гавань,12,Горный институт,298050421
121,7,13,1,45.3,7790000,Невский, Дыбенко,42,Улица Дыбенко,296548554
122,2,15,1,32.45,5839999,Выборгский,,,,297535249
123,11,17,1,38.6,7590000,Невский,проспект Пятилеток,16к3,Проспект Большевиков,298378211
124,2,12,1,32.67,9126691,Выборгский,Светлановское,,Удельная,293271694
125,3,9,1,43.0,16600000,Василеостровский,проспект Средний Васильевского острова,85,Горный институт,295206611
126,3,25,1,39.04,10090307,Приморский,Коломяжский проспект,13к2,Пионерская,297024768
127,12,14,1,39.8,15950000,Приморский,Белоостровская ,12,Лесная,298499897
128,3,13,1,37.6,9317922,Приморский,Планерная ,87к1,Комендантский проспект,292452929
129,16,25,1,35.2,7600000,Калининский,Кондратьевский проспект,64к9,Лесная,295268092
130,2,12,1,31.22,8600110,Московский,м. Ленинский проспект,,Ленинский проспект,299394257
131,18,24,1,35.5,6800000,Выборгский,Заречная ,15к1,Парнас,299096314
132,23,25,1,37.07,7531446,Приморский,набережная Реки Каменки,15к3,Проспект Просвещения,298056575
133,2,5,1,30.4,3790000,Колпинский,дорога На Петро-Славянку,2АБ,,296190867
134,8,16,1,42.17,12187130,Василеостровский,Гавань,,Приморская,298049969
135,9,14,1,45.77,9500000,Василеостровский,набережная Миклухо-Маклая,1к1,Приморская,299092760
136,11,12,1,45.51,13147839,Приморский, Плесецкая,2,Комендантский проспект,293371715
137,6,24,1,33.8,6100000,Невский, Русановская,18к3,Ломоносовская,298715153
138,10,13,1,34.55,7578888,Приморский,аллея Арцеуловская,9,Старая Деревня,299028880
139,4,4,1,33.9,16500000,Центральный,набережная Воскресенская,28,Чернышевская,295659991
140,2,15,1,36.9,10837530,Невский,Октябрьская набережная,57к3,Елизаровская,294544573
141,12,22,1,37.9,9480000,Калининский, Бутлерова,11к4,Академическая,294867847
142,3,25,1,26.0,4498000,Красногвардейский,Полюстрово,,Академическая,299364605
143,18,26,1,39.98,7200000,Выборгский, Брюлловская,3кЕ,Парнас,297486994
144,2,4,1,30.66,7100058,Петродворцовый,,,Автово,296006362
145,3,9,1,32.7,6000000,Красносельский, Тамбасова,28,Проспект Ветеранов,295682288
146,6,8,1,54.4,29376000,Петроградский,набережная Реки Карповки,27,Петроградская,280459325
147,1,10,1,40.5,5100000,Пушкинский,Пушкинская ,48,,292406186
148,2,4,1,28.71,5081670,Пушкинский,,,Купчино,296121371
149,7,10,1,38.4,6600000,Приморский, Репищева,19К1,Комендантский проспект,297075527
150,4,17,1,33.81,5292549,Невский,Невский,,,295183685
151,2,18,1,41.6,6250000,Красносельский,Ленинский проспект,55к1,Ленинский проспект,297989469
152,14,17,1,31.3,8100158,Невский,Невский,,Проспект Большевиков,297483173
153,17,17,1,39.4,7299000,Московский,Дунайский проспект,5к5,Звездная,295283735
154,10,12,1,30.5,6750092,Приморский,Коломяги,,Проспект Просвещения,299540719
155,14,14,1,41.0,7450000,Выборгский,Выборгское шоссе,23к2,Озерки,291808351
156,2,12,1,34.7,8241250,Красногвардейский,Партизанская ,5Б,Ладожская,299403387
157,5,12,1,34.5,6300000,Красногвардейский, Коммуны,32к2,Улица Дыбенко,296733100
158,2,23,1,34.58,7797790,Красносельский,Юго-Запад,,Автово,296181325
159,10,10,1,45.6,14000000,Приморский,Приморский проспект,54к2,Старая Деревня,298739677
160,3,12,1,37.51,9369698,Московский,Звёздное,,Звездная,298641812
161,14,23,1,31.3,4590000,Пушкинский,проспект Старорусский,6,Купчино,294020465
162,2,13,1,32.33,5857961,Пушкинский,,,Купчино,299533660
163,12,14,1,40.41,14900000,Приморский,Белоостровская ,12,Черная речка,297014130
164,6,12,1,32.65,8000213,Приморский,Коломяги,,Озерки,295028987
165,1,18,1,42.2,12600000,Фрунзенский,Белградская ,26к9,Международная,299398539
166,7,10,1,29.21,9055100,Выборгский, Курчатова,,Политехническая,298884866
167,2,19,1,32.0,8000000,Московский, Среднерогатская,16к2,Звездная,299099426
168,2,12,1,30.42,8200030,Московский,Новоизмайловское,,,299394245
169,24,24,1,41.0,6425000,Пушкинский,переулок Вилеровский,6,Звездная,297227985
170,3,5,1,24.89,6361000,Курортный,,,Беговая,296825881
171,6,19,1,33.54,8300000,Невский,Дальневосточный проспект,19к1,Новочеркасская,296212408
172,5,8,1,42.5,9881750,Приморский,Коломяги,,Проспект Просвещения,298650860
173,9,17,1,42.0,6800000,Красносельский,проспект Героев,24к1,Проспект Ветеранов,295879876
174,2,10,1,41.0,10050043,Приморский,проспект Авиаконструкторов,67к1,Комендантский проспект,296851449
175,15,17,1,33.7,7500000,Приморский,Богатырский проспект,51к1,Старая Деревня,294179154
176,3,12,1,25.43,5848900,Приморский,м. Комендантский проспект,,Комендантский проспект,294911486
177,12,14,1,37.0,7900000,Приморский,набережная Реки Каменки,19к4,Озерки,292434440
178,6,25,1,30.21,5452905,Красногвардейский,м. Гражданский проспект,,Гражданский проспект,299096348
179,16,24,1,34.7,6300000,Выборгский, Валерия Гаврилина,13к1,Парнас,295721078
180,2,5,1,33.4,6950155,Московский,Пулковское шоссе,71к19,Звездная,299582550
181,3,12,1,49.0,13900000,Московский,Сызранская ,23,Электросила,292112525
182,17,23,1,47.35,14915250,Московский,Гагаринское,,,292158183
183,12,14,1,35.44,8250000,Василеостровский,Гавань,,Приморская,289252855
184,2,5,1,32.7,5679249,Московский,Пулковский меридиан,,Проспект Славы,295852716
185,2,7,1,29.1,7750000,Петроградский, Профессора Попова,26,Петроградская,294941822
186,2,5,1,32.27,5900085,Московский,Пулковский меридиан,,Звездная,299178306
187,5,5,1,30.2,5500000,Калининский,Гражданский проспект,9К8,Площадь Мужества,299110914
188,2,15,1,39.5,8164532,Невский, Евдокима Огнева,3,Улица Дыбенко,296210633
189,5,5,1,31.1,5200000,Московский,проспект Космонавтов,30К3,Московская,297829100
190,3,4,1,26.22,5332010,Пушкинский, Образцовая,2,Купчино,293667114
191,10,10,1,33.8,6480000,Невский, Коллонтай,16К3,Проспект Большевиков,297849492
192,1,5,1,42.86,7434350,Колпинский,шоссе Рубежное,14,Рыбацкое,298649495
193,10,24,1,33.2,5000000,Невский, Русановская,20к1,Ломоносовская,297757839
194,2,4,1,32.01,5650117,Пушкинский,,,Купчино,296006316
195,7,9,1,33.4,5500000,Фрунзенский,Белградская ,42,Проспект Славы,297714144
196,5,12,1,42.77,9623250,Приморский,м. Комендантский проспект,,Комендантский проспект,294928453
197,4,9,1,30.0,6300000,Выборгский, Карбышева,6К1,Площадь Мужества,296836302
198,5,12,1,38.14,8581500,Приморский,м. Комендантский проспект,,Комендантский проспект,294928458
199,1,12,1,33.6,4800000,Калининский,проспект Культуры,5к1,,299382297
200,6,11,1,43.72,5500000,Пушкинский,,,Шушары,294086595
201,7,12,1,43.4,5300000,Выборгский, Жени Егоровой,12К2,Проспект Просвещения,299505788
202,2,6,1,27.35,4821250,Московский,Пулковский меридиан,,Звездная,297264189
203,2,5,1,30.2,4500000,Красногвардейский,Пискаревский проспект,155К2,Академическая,298731686
204,4,15,1,37.65,6529999,Выборгский,,,,297535002
205,10,12,1,38.3,7300000,Приморский,проспект Авиаконструкторов,39К1,Комендантский проспект,299135050
206,1,15,1,38.95,6579999,Выборгский,,,,297534950
207,4,7,1,42.9,24980000,Центральный,Таврическая ,37,Чернышевская,292857535
208,1,5,1,40.6,7171880,Пушкинский,Пулковское тер.,,Звездная,279688554
209,9,23,1,37.3,5850000,Невский, Русановская,17к4,Ломоносовская,297697704
210,2,4,1,36.31,6511000,Пушкинский,,,Купчино,296121559
211,9,12,1,38.1,7200000,Приморский,Камышовая ,32К1,Комендантский проспект,298608906
212,1,4,1,37.76,6282080,Пушкинский,,,Купчино,296121384
213,2,16,1,38.0,9990000,Василеостровский, Кораблестроителей,32к3,Приморская,298870704
214,4,4,1,32.3,6213600,Пушкинский,,,Купчино,296122330
215,13,19,1,44.8,8600000,Приморский,аллея Арцеуловская,23к1,Комендантский проспект,299321083
216,14,23,1,39.68,7691513,Приморский, Ивинская,1к4,Зенит,297885525
217,1,4,1,28.3,3500000,Колпинский,проспект Ленина,73,,299095339
218,1,5,1,39.07,6619325,Пушкинский,,,Звездная,292309429
219,15,23,1,39.8,7200000,Выборгский,Заречная ,10,Парнас,299357595
220,3,17,1,37.57,10064160,Калининский,Финляндский,,,298151321
221,15,24,1,36.95,6000000,Приморский, Ивинская,19к1,Беговая,289786509
222,14,23,1,34.37,6893604,Приморский, Ивинская,1к4,Зенит,298459515
223,8,24,1,32.4,7500000,Московский,Дунайский проспект,28к2,Звездная,299374819
224,8,23,1,33.92,6718950,Приморский, Ивинская,5к1,Зенит,297362013
225,10,16,1,44.0,8800000,Московский,Краснопутиловская ,76к2,Московская,294965679
226,10,15,1,36.46,6429999,Выборгский,,,,297535218
227,11,14,1,36.0,8888888,Приморский,Приморский проспект,145К3,Беговая,296734435
228,4,9,1,56.2,26153866,Центральный,Лиговка-Ямская,,Площадь Восстания,299131436
229,3,4,1,41.1,20990000,Центральный,набережная Воскресенская,26,Чернышевская,294111461
230,17,19,1,41.43,19709999,Василеостровский,Морской,,,279507904
231,8,9,1,41.7,13950000,Приморский,Фермское шоссе,12А,Удельная,298195620
232,17,19,1,40.03,18709999,Василеостровский,Морской,,,279507903
233,20,23,1,28.2,4950000,Невский, Русановская,18к3,Ломоносовская,297795562
234,8,17,1,35.82,9275234,Калининский,Финляндский,,,294621909
235,1,5,1,30.7,5400000,Калининский,проспект Науки,27,Академическая,297684712
236,4,9,1,33.72,9200731,Красносельский, Тамбасова,5,Проспект Ветеранов,295858926
237,8,12,1,36.2,5800000,Красногвардейский,проспект Наставников,12,Ладожская,291372451
238,13,17,1,36.84,9479160,Калининский,Финляндский,,,294621880
239,3,5,1,30.0,5500000,Выборгский, Орбели,31К2,Площадь Мужества,297994012
240,1,9,1,36.81,8578900,Красносельский, Тамбасова,5,Проспект Ветеранов,295859089
241,8,16,1,38.7,7650000,Приморский,Богатырский проспект,52к1,Комендантский проспект,299099830
242,8,14,1,40.5,15454071,Фрунзенский,Волковское,,Волковская,299131844
243,5,10,1,47.0,18000000,Петроградский,Ждановская ,29,Чкаловская,297961350
244,7,8,1,48.8,22210541,Петроградский,Петровский проспект,22к2,Крестовский остров,293496463
245,16,25,1,34.5,7500000,Невский, Коллонтай,5/1,Проспект Большевиков,298049316
246,7,19,1,39.0,12629999,Василеостровский,Морской,,,279508038
247,5,25,1,37.95,5290000,Невский, Русановская,20к1,Ломоносовская,295280586
248,14,14,1,47.7,18011453,Фрунзенский,Волковское,,Волковская,299131936
249,5,9,1,44.0,16500000,Петроградский,Петровский проспект,24к3,Крестовский остров,295323138
250,5,8,1,39.7,19740518,Петроградский,Петровский проспект,22к2,Крестовский остров,293496511
251,2,5,1,31.2,5000000,Петродворцовый,Блан-Менильская ,3,,298662189
252,7,9,1,43.14,15915957,Красногвардейский, Помяловского,,Новочеркасская,298322054
253,6,7,1,54.5,13790000,Центральный,переулок Апраксин,1,Сенная площадь,291460963
254,10,25,1,36.94,18688685,Московский,Алтайская ,39,Московская,294551126
255,13,14,1,37.0,6900000,Красногвардейский,шоссе Революции,27,Ладожская,299334139
256,2,9,1,49.19,15679999,Адмиралтейский, Шкапина,43-45,Балтийская,299481389
257,10,10,1,35.0,6000000,Красносельский,проспект Ветеранов,169к6,Проспект Ветеранов,299632115
258,7,7,1,63.86,24311275,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,293435870
259,2,10,1,43.0,13700000,Адмиралтейский, Парфеновская,11к1,Фрунзенская,296834271
260,4,7,1,63.09,24879173,Василеостровский,Васильевский,,Василеостровская,298267752
261,6,17,1,44.8,8900000,Калининский,проспект Непокоренных,49к2,Площадь Мужества,297706736
262,6,9,1,41.6,15949999,Адмиралтейский, Шкапина,43-45,Балтийская,299481414
263,5,21,1,34.9,8700000,Василеостровский, Челюскина,8,Приморская,294034275
264,6,12,1,48.2,17877708,Курортный,Приморское шоссе,570Л,,289388425
265,5,5,1,31.1,6100000,Фрунзенский,Софийская ,37К3,Международная,298329429
266,6,7,1,74.62,28626097,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,293435822
267,9,9,1,34.4,5490000,Выборгский,проспект Культуры,22К1,Гражданский проспект,297516945
268,3,6,1,48.1,21607555,Центральный,Миргородская ,1,Площадь Александра Невского,299135829
269,12,16,1,33.6,11600000,Красногвардейский,Заневский проспект,42,Ладожская,295747960
270,13,14,1,43.2,15089999,Красногвардейский,проспект Энергетиков,2,,279352049
271,6,12,1,37.38,8200000,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,287949090
272,1,8,1,35.8,9200600,Курортный, Правды,,,294787261
273,3,16,1,41.2,11290000,Московский,Краснопутиловская ,125,Московская,299363990
274,3,12,1,71.8,25998780,Курортный,Приморское шоссе,570Л,,294180843
275,5,12,1,31.0,11500000,Московский,Кузнецовская ,58к1,Бухарестская,269502406
276,7,14,1,42.0,15802555,Фрунзенский,Волковское,,Волковская,299131874
277,8,13,1,30.8,5970000,Калининский,проспект Непокоренных,74,Академическая,298092726
278,13,14,1,42.17,14989999,Красногвардейский,проспект Энергетиков,2,,279352061
279,22,24,1,54.2,13990000,Приморский,Мебельная ,49/92,Беговая,295364531
280,8,24,1,42.1,6912820,Приморский, Ивинская,19к1,Комендантский проспект,297361064
281,3,10,1,35.5,11600000,Фрунзенский,Днепропетровская ,65,Обводный канал,298255448
282,4,14,1,36.88,13119999,Красногвардейский,проспект Энергетиков,2,,298146758
283,6,7,1,40.0,9990000,Выборгский,проспект Энгельса,134к3,Проспект Просвещения,299505462
284,2,9,1,46.26,14709999,Адмиралтейский, Шкапина,43-45,Балтийская,299481388
285,20,23,1,35.3,5600000,Красногвардейский, Корнея Чуковского,5к2,Девяткино,296031592
286,9,9,1,63.19,32549169,Красногвардейский, Помяловского,,Новочеркасская,298322029
287,2,5,1,29.7,5599000,Калининский, Ушинского,41,Гражданский проспект,298074012
288,11,15,1,51.64,13059999,Красногвардейский,переулок Уткин,,,297849164
289,3,4,1,31.5,5500000,Пушкинский,Гуммолосаровская ,19,Купчино,295762890
290,7,9,1,37.78,13640919,Красногвардейский, Помяловского,,Новочеркасская,298322010
291,1,9,1,47.5,12700000,Центральный,Кременчугская ,19к3,Площадь Александра Невского,289681131
292,1,8,1,35.4,9097800,Курортный, Правды,,,294787260
293,4,12,1,34.5,7290000,Приморский,проспект Орлово-Денисовский,19к1,Проспект Просвещения,299103855
294,4,8,1,25.52,15132619,Петроградский,Пионерская ,53,Чкаловская,298529998
295,4,11,1,28.2,5500000,Пушкинский,проспект Старорусский,11,Купчино,292437729
296,7,11,1,44.89,18404900,Красногвардейский, Стахановцев,1,Новочеркасская,299464106
297,6,26,1,46.9,13990000,Невский,проспект Обуховской обороны,195,Пролетарская,297872990
298,10,11,1,35.2,10610000,Невский,Октябрьская набережная,86К2,Пролетарская,294777985
299,9,25,1,31.4,6780000,Приморский, Верхне-Каменская,7к1,Комендантский проспект,293041151
300,2,8,1,45.33,20277423,Петроградский,Пионерская ,53,Чкаловская,298529954
301,10,11,1,35.37,10990000,Центральный,Днепропетровская ,7,Лиговский проспект,296992432
302,1,17,1,38.4,7107840,Приморский, Ивинская,9,Комендантский проспект,297361142
303,6,8,1,40.55,23660000,Петроградский,набережная Реки Карповки,31к1,Петроградская,299637865
304,2,15,1,44.94,13135623,Красногвардейский,переулок Уткин,,,295950298
305,1,6,1,30.3,8500000,Петроградский, Мира,24,Горьковская,294773629
306,2,11,1,55.77,22386078,Красногвардейский, Стахановцев,1,Новочеркасская,299464134
307,11,18,1,33.4,7700000,Московский, Среднерогатская,16к2,Звездная,297458707
308,2,24,1,40.6,6540660,Приморский, Ивинская,19к1,Комендантский проспект,297361030
309,15,15,1,38.6,15940000,Красногвардейский,Магнитогорская ,3к2,Новочеркасская,298731633
310,7,25,1,34.56,19688676,Московский,Алтайская ,39,Московская,297316436
311,2,5,1,31.1,5500000,Кировский, Козлова,27К1,Проспект Ветеранов,270168275
312,6,23,1,66.5,21147000,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,299451096
313,13,15,1,45.4,7700000,Красносельский,проспект Ветеранов,130,Проспект Ветеранов,297274171
314,6,12,1,39.66,16240770,Выборгский,Сампсониевское,,Выборгская,299465229
315,11,15,1,34.3,6800000,Кировский, Лени Голикова,2,Проспект Ветеранов,299071751
316,5,25,1,51.7,9461100,Калининский,Светлановский проспект,121к1,Гражданский проспект,292061878
317,2,4,1,40.9,15000000,Центральный,Малая Садовая ,4,Гостиный двор,296783105
318,9,11,1,46.37,10766000,Невский,Октябрьская набережная,86К2,Пролетарская,296399787
319,14,18,1,31.0,7500000,Василеостровский, Вадима Шефнера,14к1,Приморская,297570434
320,7,12,1,43.47,16922871,Выборгский,Сампсониевское,,Выборгская,299465221
321,9,23,1,40.1,6500000,Невский,проспект Советский,41к1,Рыбацкое,298659871
322,10,11,1,28.9,10809500,Невский,Октябрьская набережная,86К2,Пролетарская,294042869
323,5,9,1,58.33,41000000,Петроградский,набережная Адмирала Лазарева,22,Чкаловская,299336700
324,2,11,1,37.6,17239224,Московский, Коли Томчака,,Московские ворота,293371725
325,10,11,1,41.0,5800000,Выборгский, Тихоокеанская,5,Проспект Просвещения,298736745
