,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id
2219,3,12,2,53.79,9413250,Пушкинский,,,,286947508
2220,1,5,2,55.0,9388788,Пушкинский,,,Звездная,292309740
2221,9,12,2,47.8,9395000,Московский,Пулковское шоссе,9К2,Московская,298736830
2222,1,4,2,49.26,9450284,Пушкинский,,,Шушары,294338015
2223,1,4,2,50.03,9450016,Пушкинский,,,Купчино,294799871
2224,10,23,2,55.21,9542130,Приморский, Ивинская,5к2,Зенит,297361959
2225,17,24,2,63.2,9500000,Пушкинский,проспект Новгородский,10,Купчино,297299916
2226,13,13,2,54.95,9500000,Красногвардейский,Северный проспект,123к3,Академическая,296580984
2227,8,8,2,52.5,9485885,Курортный,,6,Проспект Просвещения,288563591
2228,5,12,2,52.7,9486000,Пушкинский,,,,295100608
2229,7,10,2,57.3,9540450,Пушкинский,,,,299502615
2230,7,10,2,57.28,9500000,Московский,Витебский проспект,99к1,Купчино,286278702
2231,2,5,2,53.71,9546246,Пушкинский,,,Звездная,295838047
2232,1,17,2,54.7,9523270,Приморский, Ивинская,9,Комендантский проспект,297361146
2233,1,9,2,61.77,9450810,Колпинский,Заречье тер.,,Рыбацкое,298270132
2234,6,6,2,34.9,9458633,Адмиралтейский,набережная Обводного Канала,118бБ,Балтийская,295855434
2235,1,10,2,56.9,9500000,Приморский,Камышовая ,20,Комендантский проспект,285686689
2236,2,3,2,49.9,9640165,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,285685240
2237,1,5,2,53.35,9600065,Московский,Пулковский меридиан,,Звездная,299043879
2238,2,23,2,55.7,9581916,Приморский, Ивинская,5к1,Зенит,297884783
2239,2,23,2,36.41,9639107,Невский,Рыбацкое,4,Рыбацкое,295253867
2240,3,8,2,58.41,9608445,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299599954
2241,2,12,2,56.53,9610100,Пушкинский,,,,286947455
2242,3,12,2,54.58,9551500,Пушкинский,,,,295100685
2243,13,14,2,66.23,9569883,Невский,Невский,,,295183522
2244,2,15,2,53.14,9579999,Выборгский,,,,289898988
2245,1,4,2,58.34,9567760,Пушкинский,,,Купчино,296121267
2246,1,5,2,56.84,9582771,Пушкинский,,,Звездная,292310005
2247,12,12,2,30.13,9641600,Приморский,м. Комендантский проспект,,Комендантский проспект,294909893
2248,2,23,2,55.6,9555972,Приморский, Ивинская,5к2,Зенит,297361941
2249,2,23,2,54.55,9715251,Приморский, Ивинская,1к1,Зенит,297361726
2250,3,3,2,47.1,9708388,Петродворцовый,Красносельское шоссе,22,Автово,293828728
2251,2,3,2,50.8,9720178,Петродворцовый,Красносельское шоссе,22,Проспект Ветеранов,298402715
2252,4,13,2,47.43,9743307,Приморский,Коломяжский проспект,4,Черная речка,297552906
2253,8,9,2,63.98,9724960,Колпинский,Заречье тер.,,Рыбацкое,298270795
2254,5,12,2,49.2,9690000,Московский,Московское шоссе,3к5,Звездная,296384603
2255,5,12,2,60.8,9685466,Пушкинский,,,Звездная,298655408
2256,2,12,2,63.0,9696742,Пушкинский,,,Звездная,298655410
2257,24,24,2,50.3,9674169,Невский, Русановская,24,Пролетарская,292031207
2258,2,14,2,73.52,9686568,Невский,Невский,,,295182789
2259,4,12,2,42.07,9676100,Приморский,м. Комендантский проспект,,Комендантский проспект,294911274
2260,1,27,2,45.38,9652326,Выборгский,проезд Толубеевский,34к2,,297361265
2261,1,27,2,50.81,9745358,Выборгский,проезд Толубеевский,34к2,,297361368
2262,4,23,2,54.34,9706932,Приморский, Ивинская,1к1,Зенит,297361737
2263,2,9,2,64.58,9687000,Колпинский,Заречье тер.,,Рыбацкое,298270721
2264,8,13,2,52.5,9722790,Невский,Варфоломеевская ,6,Ломоносовская,292781676
2265,3,25,2,51.81,9700000,Приморский,шоссе Суздальское,,Проспект Просвещения,298298148
2266,1,17,2,54.7,9785830,Приморский, Ивинская,15,Комендантский проспект,297361417
2267,2,8,2,59.3,9754850,Красносельский, Лермонтова,15к2Ж,Проспект Ветеранов,293979119
2268,1,4,2,59.32,9787800,Пушкинский,,,Купчино,296122155
2269,6,12,2,56.13,9822750,Пушкинский,,,,286947599
2270,1,9,2,36.6,9790500,Выборгский,Светлановский проспект,45,Политехническая,299252998
2271,9,12,2,37.5,9750000,Приморский,м. Комендантский проспект,,Комендантский проспект,295861925
2272,2,4,2,56.16,9771840,Пушкинский,,,Звездная,296120254
2273,4,4,2,54.38,9842780,Пушкинский,,,Звездная,296120271
2274,1,27,2,55.1,9791270,Выборгский,проезд Толубеевский,36к1,,297360958
2275,2,5,2,56.08,9795639,Пушкинский,,,Звездная,292309997
2276,9,13,2,52.4,9757299,Невский,Варфоломеевская ,6,Ломоносовская,292781688
2277,1,6,2,66.7,9804900,Курортный, Строителей,3к2,,292413437
2278,1,5,2,51.82,9900003,Московский,Пулковское шоссе,103В,Звездная,295920886
2279,3,23,2,55.09,9910475,Приморский, Ивинская,1к4,Зенит,297885388
2280,6,6,2,67.6,9937200,Курортный, Строителей,3к2,,292413494
2281,25,27,2,48.79,9925068,Выборгский,проезд Толубеевский,34к2,,297361365
2282,10,12,2,62.0,9920000,Пушкинский,проспект Старорусский,9,,296280894
2283,2,20,2,50.83,9911850,Красносельский, Маршала Казакова,64к1,,297419306
2284,3,25,2,48.17,9874850,Красносельский, Маршала Казакова,64к1,,294606055
2285,10,15,2,52.3,9938162,Невский, Евдокима Огнева,3,Улица Дыбенко,296835119
2286,13,26,2,58.5,9945000,Пушкинский,проспект Новгородский,2к3,Шушары,293279864
2287,18,27,2,54.31,10033485,Выборгский,Заречная ,48к2,Парнас,297361464
2288,2,10,2,45.0,10036827,Приморский,Парашютная ,79к1,Комендантский проспект,292425307
2289,9,10,2,42.0,10034620,Приморский,Парашютная ,79к1,Комендантский проспект,292425358
2290,4,4,2,47.65,10000067,Пушкинский,шоссе Колпинское,127,Купчино,295505290
2291,1,8,2,63.71,10002470,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299600010
2292,1,5,2,54.4,10033200,Колпинский,шоссе Рубежное,14,Рыбацкое,298649430
2293,4,25,2,48.71,9985550,Красносельский, Маршала Казакова,64к1,,294606123
2294,2,23,2,55.92,10046652,Приморский, Ивинская,1к1,Зенит,297884971
2295,1,5,2,55.0,10000000,Василеостровский,13-я Васильевского острова линия,62,Василеостровская,297042818
2296,1,4,2,60.32,9952800,Пушкинский,,,Купчино,296121154
2297,20,27,2,52.51,10032048,Выборгский,проезд Толубеевский,34к2,,298603018
2298,1,4,2,61.0,10004000,Пушкинский,,,Купчино,296122214
2299,1,5,2,60.01,10005894,Пушкинский,,,Звездная,292309984
2300,9,9,2,51.7,9990000,Василеостровский, Кораблестроителей,35Г,Приморская,298939767
2301,3,3,2,51.5,10139571,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,298402720
2302,1,5,2,63.04,10125360,Колпинский,проезд Понтонный,6,Рыбацкое,298649333
2303,5,6,2,68.7,10098900,Курортный, Строителей,3к2,,292413491
2304,1,5,2,60.67,10119480,Пушкинский,,,Звездная,292309614
2305,4,14,2,73.16,10064196,Невский,Невский,,,295182928
2306,12,17,2,48.8,10115315,Выборгский,Заречная ,48к1,Парнас,297361578
2307,6,8,2,61.33,10088785,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299600000
2308,10,13,2,47.7,10115500,Приморский,Коломяжский проспект,4,Черная речка,297553104
2309,3,12,2,64.1,10065447,Пушкинский,,,Звездная,298655424
2310,3,15,2,55.0,10137820,Невский, Евдокима Огнева,3,Улица Дыбенко,296210611
2311,3,12,2,43.89,10094700,Приморский,м. Комендантский проспект,,Комендантский проспект,294914013
2312,8,27,2,49.77,10113130,Выборгский,проезд Толубеевский,34к2,,297361287
2313,1,4,2,61.47,10142550,Пушкинский,,,Купчино,296120403
2314,1,4,2,64.01,10113580,Пушкинский,,,Купчино,296122343
2315,1,9,2,65.7,10052100,Колпинский,Заречье тер.,,Рыбацкое,298270045
2316,2,8,2,61.72,10152940,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299599947
2317,1,5,2,47.51,10202000,Курортный,,,Беговая,296825901
2318,2,11,2,69.1,10240620,Пушкинский,проспект Старорусский,13к1,Звездная,294664664
2319,4,15,2,52.4,10200000,Невский, Крыленко,14с2,Улица Дыбенко,296210568
2320,1,4,2,62.84,10242920,Пушкинский,,,Купчино,296122294
2321,24,27,2,54.2,10221420,Выборгский,проезд Толубеевский,34к3,,297361253
2322,1,27,2,56.2,10217160,Выборгский,проезд Толубеевский,36к1,,297360956
2323,1,4,2,54.33,10228040,Петродворцовый,,,Проспект Ветеранов,294622503
2324,1,5,2,57.7,10169240,Пушкинский,Пулковское тер.,,Звездная,279689349
2325,1,23,2,59.44,10223680,Приморский, Ивинская,1к4,Зенит,297885365
2326,1,4,2,62.09,10306940,Пушкинский,,,Звездная,296120078
2327,21,27,2,52.72,10324046,Выборгский,проезд Толубеевский,34к3,,297361246
2328,22,27,2,54.31,10286430,Выборгский,проезд Толубеевский,32,Проспект Просвещения,297361131
2329,8,16,2,52.0,10300000,Василеостровский, Нахимова,5к4,Приморская,298147508
2330,1,23,2,59.75,10259075,Приморский, Ивинская,1к4,Зенит,297361429
2331,7,10,2,61.82,10293030,Пушкинский,,,,299502617
2332,1,4,2,62.16,10256400,Пушкинский,,,Купчино,296121221
2333,5,5,2,59.39,10311530,Пушкинский,,,Звездная,292309808
2334,1,4,2,54.98,10283492,Петродворцовый,,,Проспект Ветеранов,294622442
2335,1,4,2,58.1,10350108,Пушкинский,,,Купчино,297062212
2336,1,4,2,63.93,10420590,Пушкинский,,,Звездная,296120240
2337,4,5,2,52.3,10400000,Пушкинский, Образцовая,5к1с2,Звездная,294563598
2338,14,26,2,62.2,10387400,Пушкинский,проспект Новгородский,2к3,Звездная,297261162
2339,1,4,2,62.51,10376660,Пушкинский,,,Звездная,296120290
2340,25,27,2,54.04,10443998,Выборгский,Заречная ,52к1,,297905340
2341,4,5,2,57.1,10439000,Пушкинский,Пулковское тер.,,Звездная,279689359
2342,12,21,2,66.0,10400000,Приморский,Парашютная ,58,Комендантский проспект,295131720
2343,2,4,2,60.04,10507000,Пушкинский,,,Звездная,296120040
2344,21,27,2,52.94,10482901,Выборгский,Заречная ,52к1,,297905265
2345,21,27,2,54.52,10488478,Выборгский,Заречная ,52к1,,297905269
2346,2,12,2,61.89,10521300,Пушкинский,,,,286945127
2347,4,20,2,52.51,10502000,Красносельский, Маршала Казакова,64к1,,297419316
2348,1,24,2,55.9,10500000,Приморский, Верхне-Каменская,5,,290292225
2349,1,4,2,64.57,10524910,Пушкинский,,,Звездная,296120210
2350,2,4,2,51.45,10461654,Петродворцовый,,,Проспект Ветеранов,294622846
2351,1,4,2,55.71,10462896,Петродворцовый,,,Проспект Ветеранов,294622437
2352,1,5,2,59.4,10456160,Пушкинский,Пулковское тер.,,Звездная,284294450
2353,12,12,2,36.34,10538600,Приморский,м. Комендантский проспект,,Комендантский проспект,294909895
2354,1,6,2,71.1,10451700,Курортный, Строителей,3к2,,292413374
2355,14,17,2,60.5,10500000,Приморский,Парашютная ,61к4,Комендантский проспект,297360578
2356,2,3,2,53.8,10592407,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,298402727
2357,6,6,2,72.0,10584000,Курортный, Строителей,3к2,,292413390
2358,18,27,2,53.76,10619928,Выборгский,Заречная ,54,Проспект Просвещения,297361041
2359,23,27,2,52.94,10612598,Выборгский,проезд Толубеевский,32,Проспект Просвещения,297361141
2360,12,12,2,60.5,10587500,Пушкинский,,,,291013066
2361,2,20,2,54.17,10563150,Красносельский, Маршала Казакова,64к1,,297419360
2362,1,11,2,71.4,10581480,Пушкинский,проспект Старорусский,13к1,Звездная,294664641
2363,1,4,2,64.66,10604240,Пушкинский,,,Купчино,296121223
2364,1,4,2,58.52,10580409,Петродворцовый,,,Проспект Ветеранов,294622389
2365,2,4,2,52.9,10648227,Петродворцовый,,,Проспект Ветеранов,294623043
2366,1,5,2,59.95,10565840,Пушкинский,Пулковское тер.,,Звездная,279689194
2367,1,5,2,57.9,10553920,Пушкинский, Нины Петровой,8к1,Купчино,279689068
2368,1,5,2,57.9,10553920,Пушкинский, Нины Петровой,10к1,Купчино,279690487
2369,1,5,2,58.0,10572800,Пушкинский, Нины Петровой,6к1,Купчино,279690849
2370,7,23,2,52.43,10637648,Приморский, Ивинская,1к1,Зенит,297885002
2371,2,5,2,56.0,10550000,Кировский,Краснопутиловская ,26,Автово,295859400
2372,6,23,2,60.65,10700195,Приморский, Ивинская,1к1,Зенит,297884996
2373,18,23,2,52.55,10744481,Приморский, Ивинская,1к1,Зенит,298604534
2374,2,23,2,51.83,10725302,Невский,Рыбацкое,5,Рыбацкое,299260921
2375,1,5,2,49.68,10724000,Курортный,,,Беговая,296825977
2376,5,25,2,49.79,10700000,Приморский, Лидии Зверевой,5к1,,279649607
2377,7,9,2,55.0,10650000,Приморский,Комендантский проспект,40К3,,298561367
2378,1,5,2,58.65,10714700,Колпинский,шоссе Рубежное,14,Рыбацкое,298685981
2379,7,13,2,48.65,10692491,Приморский,Коломяжский проспект,4,Черная речка,297552968
2380,4,4,2,51.54,10735200,Петродворцовый,,,Проспект Ветеранов,294623075
2381,6,20,2,64.0,10700000,Приморский,проспект Королева,73,Комендантский проспект,297523313
2382,3,3,2,55.1,10848357,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,298402702
2383,13,26,2,60.5,10890000,Пушкинский,проспект Новгородский,2к3,Купчино,268907131
2384,10,26,2,63.0,10836000,Пушкинский,проспект Новгородский,2к3,Шушары,268906512
2385,2,12,2,63.28,10757600,Пушкинский,,,,295100394
2386,1,9,2,48.77,10774481,Красносельский, Тамбасова,5,Проспект Ветеранов,295858980
2387,1,27,2,57.1,10809030,Выборгский,проезд Толубеевский,32,Проспект Просвещения,297361062
2388,1,4,2,52.0,10780000,Пушкинский,,,Купчино,294621225
2389,1,5,2,62.6,10878040,Пушкинский,Пулковское тер.,,Звездная,284294332
2390,1,5,2,59.7,10771200,Пушкинский, Нины Петровой,8к1,Купчино,279689010
2391,1,5,2,59.7,10771200,Пушкинский, Нины Петровой,10к1,Купчино,279690348
2392,1,5,2,59.7,10771200,Пушкинский, Нины Петровой,6к1,Купчино,279690648
2393,1,4,2,58.9,10900301,Пушкинский,шоссе Колпинское,129,Купчино,279212798
2394,2,5,2,51.51,10950253,Московский,Пулковское шоссе,95к3,Звездная,299312165
2395,7,23,2,61.28,10992960,Приморский, Ивинская,1к4,Зенит,297361558
2396,3,12,2,62.38,10916500,Пушкинский,,,,295100438
2397,4,18,2,54.0,10990000,Василеостровский, Вадима Шефнера,4,,295993996
2398,3,5,2,58.0,10957870,Колпинский,шоссе Рубежное,14,Рыбацкое,298649478
2399,2,5,2,64.37,10931750,Колпинский,проезд Понтонный,6,Рыбацкое,298649359
2400,4,13,2,51.07,10948846,Приморский,Коломяжский проспект,4,Черная речка,297552886
2401,16,17,2,53.18,10935054,Выборгский,Заречная ,48к1,Парнас,297361584
2402,1,27,2,61.2,10918080,Выборгский,проезд Толубеевский,36к1,,297360960
2403,1,5,2,63.75,10934000,Пушкинский,Пулковское тер.,,Звездная,284294976
2404,3,5,2,55.08,11000357,Московский,Пулковский меридиан,,Звездная,297904354
2405,1,5,2,57.3,11000024,Московский,Пулковский меридиан,,Звездная,295920792
2406,1,4,2,54.35,11087840,Пушкинский,,,Купчино,299153357
2407,4,8,2,68.86,11086460,Красносельский, Лермонтова,15к2Ж,Проспект Ветеранов,293979152
2408,1,12,2,54.34,11096283,Красногвардейский,Полюстрово,,Академическая,294544987
2409,8,23,2,40.25,11042622,Невский,Рыбацкое,4,Рыбацкое,296410635
2410,4,9,2,38.7,11010150,Выборгский,Светлановский проспект,45,Политехническая,299252957
2411,2,7,2,57.0,11000000,Василеостровский, Опочинина,9,Василеостровская,298753935
2412,2,4,2,51.3,11038270,Пушкинский,,,Купчино,294621211
2413,8,12,2,57.0,11072592,Пушкинский,проспект Старорусский,5к1,Шушары,293752173
2414,1,4,2,57.22,11196792,Петродворцовый,,,Проспект Ветеранов,294623115
2415,3,8,2,69.55,11197550,Красносельский, Лермонтова,15к2Б,Проспект Ветеранов,299600074
2416,23,23,2,51.28,11137296,Невский,Рыбацкое,5,Рыбацкое,299260903
2417,1,5,2,62.42,11174640,Колпинский,шоссе Рубежное,14,Рыбацкое,299031046
2418,2,5,2,61.8,11163080,Пушкинский,Пулковское тер.,,Звездная,279689467
2419,1,5,2,58.64,11200445,Московский,Пулковское шоссе,103В,Звездная,295920901
2420,6,23,2,60.73,11244894,Приморский, Ивинская,5к1,Зенит,297884797
2421,2,4,2,53.15,11282300,Пушкинский,,,Купчино,299153153
2422,1,4,2,67.96,11281360,Пушкинский,,,Звездная,296120238
2423,6,12,2,52.69,11243757,Красногвардейский,Полюстрово,,Академическая,280432376
2424,5,5,2,56.63,11234160,Колпинский,шоссе Рубежное,14,Рыбацкое,298649512
2425,1,4,2,55.0,11225380,Пушкинский,,,Купчино,299153112
2426,3,17,2,60.4,11350000,Приморский, Оптиков,52к1,Беговая,297461307
2427,1,4,2,58.4,11350186,Пушкинский,шоссе Колпинское,127,Купчино,287425813
2428,1,4,2,58.9,11350236,Пушкинский,шоссе Колпинское,127,Купчино,292788666
2429,1,4,2,59.48,11300218,Пушкинский,,,Шушары,295505130
2430,1,4,2,60.34,11400006,Пушкинский,,,Купчино,295505526
2431,4,5,2,56.51,11400270,Московский,Пулковское шоссе,103В,Звездная,297868734
2432,15,23,2,41.17,11437695,Невский,Рыбацкое,4,Рыбацкое,299389586
2433,4,10,2,37.73,11319000,Выборгский, Курчатова,,Политехническая,298511470
2434,1,12,2,55.83,11400543,Красногвардейский,Полюстрово,,Академическая,294544938
2435,1,5,2,50.65,11348000,Курортный,,,Беговая,293736576
2436,4,20,2,50.25,11306250,Красносельский, Маршала Казакова,64к1,,294606869
2437,2,4,2,57.4,11360806,Пушкинский,,,Купчино,299336606
2438,2,27,2,61.34,11407542,Выборгский,Заречная ,50,Парнас,297361468
2439,2,17,2,56.92,11425038,Выборгский,Заречная ,56,Проспект Просвещения,297360964
2440,14,14,2,55.8,11300000,Невский,Октябрьская набережная,118к1Б,Ломоносовская,289750580
2441,2,27,2,61.34,11332410,Выборгский,Заречная ,46к1,Парнас,297360967
2442,1,4,2,57.61,11313840,Петродворцовый,,,Проспект Ветеранов,294623123
2443,1,5,2,64.6,11385640,Пушкинский,Пулковское тер.,,Звездная,279688542
2444,1,4,2,51.44,11500199,Петродворцовый,,,Автово,295923135
2445,2,4,2,50.25,11500340,Петродворцовый,,,Автово,295923304
2446,4,23,2,51.55,11534558,Невский,Рыбацкое,4,Рыбацкое,296760154
2447,6,13,2,42.5,11518024,Калининский,Полюстровский проспект,,Лесная,298855172
2448,2,12,2,55.47,11472370,Красногвардейский,Полюстрово,,Академическая,280432263
2449,1,4,2,53.7,11500257,Петродворцовый,,,Автово,297694621
2450,17,26,2,72.0,11520000,Пушкинский,проспект Новгородский,2к3,Шушары,291304601
2451,10,13,2,51.4,11464106,Приморский,Планерная ,97к2,Беговая,294504960
2452,9,9,2,36.0,11502000,Выборгский,Светлановский проспект,45,Политехническая,299252984
2453,5,5,2,59.63,11545360,Колпинский,шоссе Рубежное,14,Рыбацкое,298649466
2454,21,27,2,60.52,11511477,Выборгский,Заречная ,54,Проспект Просвещения,297361045
2455,1,4,2,70.38,11471940,Пушкинский,,,Купчино,296122097
2456,5,26,2,72.5,11600000,Пушкинский,проспект Новгородский,2к3,Шушары,268905843
2457,5,5,2,56.49,11550369,Московский,Пулковское шоссе,103В,Звездная,295920889
2458,5,5,2,53.81,11566700,Колпинский,шоссе Рубежное,12,Рыбацкое,298649312
2459,3,18,2,56.18,11797800,Невский, Тельмана,37,Ломоносовская,299556088
2460,12,12,2,49.19,11788330,Красногвардейский,Полюстрово,,Академическая,294545500
2461,1,12,2,58.95,11755528,Красногвардейский,Полюстрово,,Академическая,294544952
2462,12,12,2,49.5,11731500,Московский,Московское шоссе,3к5,Звездная,294538574
2463,1,4,2,53.24,11750201,Петродворцовый,,,Автово,295922961
2464,7,13,2,63.37,11744932,Приморский,Коломяжский проспект,4,Черная речка,297552966
2465,1,16,2,65.9,11690660,Выборгский, Федора Абрамова,29,Проспект Просвещения,297361562
2466,2,4,2,59.56,11786424,Петродворцовый,,,Проспект Ветеранов,294623088
2467,1,7,2,52.48,11693000,Выборгский,Шувалово-Озерки,,,298609679
2468,1,4,2,61.8,11800339,Пушкинский,шоссе Колпинское,127,Купчино,295505178
2469,10,23,2,47.51,11877500,Красносельский,Юго-Запад,,Автово,299096865
2470,10,12,2,49.5,11862622,Красногвардейский,Полюстрово,,Академическая,294545432
2471,3,12,2,52.16,11890899,Красногвардейский,Полюстрово,,Академическая,280432144
2472,22,23,2,51.28,11854447,Невский,Рыбацкое,4,Рыбацкое,295776611
2473,3,16,2,48.84,11858217,Невский, Гудиловская,9,Рыбацкое,293437750
2474,1,16,2,51.15,11866902,Невский,проспект Советский,43к2,Рыбацкое,295114176
2475,2,18,2,57.67,11822350,Невский, Тельмана,37,Ломоносовская,299556095
2476,2,17,2,59.51,11818853,Невский,Октябрьская набережная,11Б,Пролетарская,297359510
2477,1,4,2,64.24,11892612,Петродворцовый,,,Проспект Ветеранов,294622531
2478,1,4,2,61.83,11818456,Петродворцовый,,,Проспект Ветеранов,294622860
2479,13,17,2,49.56,11932797,Красносельский,Константиновское,,Проспект Ветеранов,297298477
2480,3,12,2,52.14,11992200,Приморский,м. Комендантский проспект,,Комендантский проспект,294911417
2481,6,10,2,38.7,11997000,Выборгский, Курчатова,,Политехническая,298511699
2482,1,4,2,64.0,11980585,Пушкинский,,,Купчино,298658263
2483,1,4,2,64.2,11932675,Пушкинский, Соколиная,,Купчино,298658229
2484,3,13,2,54.1,11997496,Приморский,Юнтолово,,Беговая,297292862
2485,1,5,2,64.93,11957440,Колпинский,шоссе Рубежное,14,Рыбацкое,298697654
2486,1,4,2,58.2,11955400,Пушкинский,,,Купчино,294621076
2487,12,25,2,68.0,11999000,Приморский,Парашютная ,54,Комендантский проспект,296855173
2488,1,5,2,76.84,11912642,Колпинский,шоссе Рубежное,12,Рыбацкое,298649266
2489,3,24,2,45.12,11999000,Московский, Среднерогатская,13к2,Звездная,291285573
2490,8,17,2,51.34,12110872,Красносельский,Константиновское,,Проспект Ветеранов,296529439
2491,3,8,2,60.42,12044699,Колпинский,,10,Шушары,299389547
2492,3,25,2,51.81,12002306,Приморский,набережная Реки Каменки,15к1,Проспект Просвещения,298056519
2493,9,10,2,49.2,12098495,Приморский,Парашютная ,79к1,Комендантский проспект,292425342
2494,5,12,2,55.25,12050107,Приморский,Коломяги,,Проспект Просвещения,298861119
2495,6,23,2,61.5,12030358,Выборгский,дорога Ольгинская,,Парнас,298863988
2496,15,23,2,56.3,12104937,Выборгский,дорога Ольгинская,,Парнас,298863789
2497,2,5,2,55.87,12123000,Курортный,,,Беговая,296825771
2498,1,16,2,50.4,12007800,Невский,проспект Советский,43к2,Рыбацкое,295114179
2499,8,13,2,63.68,12013805,Приморский,Коломяжский проспект,4,Черная речка,297553003
2500,9,13,2,52.6,12135233,Приморский,Планерная ,91к2,Старая Деревня,294504970
2501,2,20,2,55.14,12130800,Красносельский, Маршала Казакова,64к1,,294606539
2502,2,4,2,65.3,12029268,Пушкинский, Соколиная,,Купчино,298658203
2503,1,4,2,65.65,12047699,Петродворцовый,,,Проспект Ветеранов,294622515
2504,1,4,2,56.11,12150396,Петродворцовый,,,Автово,297694610
2505,1,5,2,58.86,12200059,Московский,Пулковское шоссе,99к4,Звездная,291717484
2506,2,18,2,59.4,12177000,Невский, Тельмана,37,Ломоносовская,299556067
2507,3,4,2,57.45,12204200,Пушкинский,,,Купчино,299153214
2508,17,23,2,56.5,12180124,Выборгский,дорога Ольгинская,,Парнас,298864087
2509,9,23,2,62.5,12225974,Выборгский,дорога Ольгинская,,Парнас,298863462
2510,3,10,2,42.17,12229300,Выборгский, Курчатова,,Политехническая,298511495
2511,4,7,2,52.57,12206691,Красносельский,Константиновское,,Проспект Ветеранов,295961905
2512,1,4,2,64.5,12208584,Пушкинский,,,Купчино,298658266
2513,2,9,2,52.52,12233913,Красносельский, Тамбасова,5,Проспект Ветеранов,295859157
2514,17,17,2,58.1,12199999,Приморский,Мебельная ,45к1В,Беговая,289808305
2515,5,5,2,57.98,12173720,Колпинский,шоссе Рубежное,12,Рыбацкое,298649284
2516,4,12,2,53.06,12203800,Приморский,м. Комендантский проспект,,Комендантский проспект,295861987
2517,7,15,2,58.0,12300000,Приморский,Мебельная ,21к1,Беговая,295371904
2518,1,7,2,54.04,12343473,Красносельский,Константиновское,,Проспект Ветеранов,296529445
2519,22,23,2,56.87,12368147,Невский,Рыбацкое,4,Рыбацкое,296091936
2520,10,16,2,47.85,12372890,Невский, Гудиловская,9,Рыбацкое,292292178
2521,8,8,2,35.0,12250000,Центральный,Херсонская ,43/12,Площадь Александра Невского,299357417
2522,3,25,2,57.55,12373250,Красносельский, Маршала Казакова,64к1,,294605876
2523,1,4,2,67.0,12259789,Пушкинский, Соколиная,,Купчино,298658215
2524,8,15,2,54.5,12300000,Приморский, Савушкина,121К2,Крестовский остров,298778371
2525,15,15,2,61.84,12289999,Выборгский,,,,298840950
2526,4,4,2,67.39,12399760,Пушкинский,,,Звездная,296120279
2527,2,4,2,65.24,12349675,Петродворцовый,,,Проспект Ветеранов,294622575
2528,2,25,2,63.29,12474282,Приморский,Коломяги,,Проспект Просвещения,298056547
2529,7,10,2,55.0,12438415,Приморский,Парашютная ,79к1,Комендантский проспект,293828755
2530,5,5,2,56.73,12400383,Московский,Пулковское шоссе,95к3,Звездная,299312167
2531,2,4,2,58.55,12450560,Пушкинский,,,Купчино,299153096
2532,12,23,2,64.5,12498835,Выборгский,дорога Ольгинская,,Парнас,298864029
2533,17,24,2,54.0,12400000,Калининский,Лабораторный проспект,20к3,Лесная,299316703
2534,7,12,2,63.7,12421500,Пушкинский,проспект Старорусский,9,,296280861
2535,3,13,2,61.1,12497982,Приморский,Юнтолово,,Беговая,297292290
2536,1,4,2,61.65,12431130,Пушкинский,,,Купчино,299153161
2537,3,5,2,42.0,12450000,Фрунзенский,Лиговский проспект,257,Обводный канал,298983647
2538,5,16,2,64.9,12400000,Невский, Латышских Стрелков,15к1,Проспект Большевиков,295011449
2539,8,10,2,55.5,12551491,Приморский,Парашютная ,79к1,Комендантский проспект,295329498
2540,4,12,2,56.72,12569585,Красногвардейский,Полюстрово,,Академическая,294545128
2541,7,13,2,52.71,12543888,Приморский,аллея Арцеуловская,9,Старая Деревня,299028859
2542,1,11,2,50.94,12631612,Невский, Гудиловская,5к1,Рыбацкое,295426173
2543,1,11,2,57.46,12546219,Невский, Гудиловская,6к1,Обухово,292207779
2544,2,4,2,60.4,12563840,Пушкинский,,,Купчино,299153244
2545,14,23,2,64.4,12729045,Выборгский,дорога Ольгинская,,Парнас,298863939
2546,2,4,2,57.04,12700383,Петродворцовый,,,Автово,295923140
2547,2,4,2,68.3,12693772,Пушкинский,,,Купчино,299336603
2548,1,4,2,69.4,12728774,Пушкинский, Соколиная,,Купчино,298658225
2549,2,13,2,62.1,12710454,Приморский,Юнтолово,,Беговая,297293474
2550,5,13,2,64.59,12684055,Приморский,Коломяжский проспект,4,Черная речка,297552925
2551,1,7,2,57.51,12676950,Приморский,шоссе Суздальское,18к3,Проспект Просвещения,298651116
2552,1,4,2,62.5,12653800,Пушкинский,,,Купчино,294621059
2553,2,7,2,57.93,12720000,Выборгский,Шувалово-Озерки,,,298609150
2554,5,8,2,60.8,12869094,Колпинский,,10,Шушары,294520822
