author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
GloraX;developer;https://spb.cian.ru/sale/flat/299505999/;Санкт-Петербург;sale;flat;2;19;3;72.39;20209999;Василеостровский;Морской;;;Глоракс Премиум Василеостровский ЖК
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/299345112/;Санкт-Петербург;sale;flat;2;5;3;56.0;13200000;Василеостровский; Шевченко;29;Приморская;
AAG;developer;https://spb.cian.ru/sale/flat/298529950/;Санкт-Петербург;sale;flat;2;8;3;92.32;37081235;Петроградский;Пионерская ;53;Чкаловская;Avant
ID 110494590;homeowner;https://spb.cian.ru/sale/flat/297329095/;Санкт-Петербург;sale;flat;3;5;3;55.0;12900000;Приморский;Школьная ;70;Старая Деревня;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298769234/;Санкт-Петербург;sale;flat;2;7;3;129.6;61819200;Петроградский;Петровский проспект;28к2;Крестовский остров;Grand View
ID 89672563;homeowner;https://spb.cian.ru/sale/flat/299095961/;Санкт-Петербург;sale;flat;20;25;3;80.0;17700000;Приморский;проспект Королева;7;Пионерская;Зенит
AAG;developer;https://spb.cian.ru/sale/flat/298322121/;Санкт-Петербург;sale;flat;3;9;3;95.28;37496610;Красногвардейский; Помяловского;;Новочеркасская;Akzent
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299243396/;Санкт-Петербург;sale;flat;3;9;3;83.1;33500000;Петроградский;проспект Медиков;10к5;Петроградская;Европа Сити
AAG;developer;https://spb.cian.ru/sale/flat/298267697/;Санкт-Петербург;sale;flat;2;7;3;77.14;40756503;Василеостровский;Васильевский;;Василеостровская;Amo
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/293749751/;Санкт-Петербург;sale;flat;5;5;3;92.5;21000000;Адмиралтейский;Троицкий проспект;10;Технологический институт;
Унистрой;developer;https://spb.cian.ru/sale/flat/277296499/;Санкт-Петербург;sale;flat;2;10;3;98.2;27800000;Красногвардейский;Большая Охта;;Площадь Ленина;Юпоинт ЖК
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/299055905/;Санкт-Петербург;sale;flat;3;9;3;65.7;11999999;Невский; Подвойского;34к1;Улица Дыбенко;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753484/;Санкт-Петербург;sale;flat;6;6;3;140.0;79380000;Московский; Гастелло;7;Московская;Victory Plaza
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/297327666/;Санкт-Петербург;sale;flat;1;6;3;192.7;58800000;Петроградский;набережная Мартынова;74Д;;
RBI;developer;https://spb.cian.ru/sale/flat/299132008/;Санкт-Петербург;sale;flat;4;14;3;82.5;22163595;Фрунзенский;Волковское;;Волковская;Аэронавт ЖК
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/286662063/;Санкт-Петербург;sale;flat;2;9;3;126.7;36900000;Петроградский;Петровский проспект;11к2;;Neva Haus
RBI;developer;https://spb.cian.ru/sale/flat/299135837/;Санкт-Петербург;sale;flat;2;6;3;97.7;36067792;Центральный;Миргородская ;1;Площадь Александра Невского;Миръ
ID 113411412;homeowner;https://spb.cian.ru/sale/flat/298695832/;Санкт-Петербург;sale;flat;8;11;3;108.5;32500000;Центральный;Кременчугская ;17к3;Площадь Восстания;Царская столица
GloraX;developer;https://spb.cian.ru/sale/flat/299064304/;Санкт-Петербург;sale;flat;2;20;3;80.3;20679999;Василеостровский; Челюскина;8;;Golden City
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/298277726/;Санкт-Петербург;sale;flat;3;5;3;138.0;150000000;Петроградский;набережная Мартынова;62И;;
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/297361443/;Санкт-Петербург;sale;flat;2;23;3;62.57;11910212;Приморский; Ивинская;1к4;Зенит;ПАРК-КВАРТАЛ Юнтолово
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/298392017/;Санкт-Петербург;sale;flat;5;6;3;86.8;89000000;Петроградский;Спортивная ;2;Крестовский остров;Крестовский de luxe
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/299294160/;Санкт-Петербург;sale;flat;3;9;3;107.9;43299445;Петроградский;Лодейнопольская ;7;Чкаловская;Авторский дом Tesoro by Akvilon
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/270676747/;Санкт-Петербург;sale;flat;16;24;3;61.35;7999999;Невский;проспект Большевиков;;Улица Дыбенко;Про.Молодость
LEGENDA Development;developer;https://spb.cian.ru/sale/flat/297998257/;Санкт-Петербург;sale;flat;2;9;3;89.74;29614200;Приморский;Чёрная речка;;Черная речка;Черная речка, 41
Вам к нам;real_estate_agent;https://spb.cian.ru/sale/flat/299009879/;Санкт-Петербург;sale;flat;6;21;3;77.6;21000000;Красногвардейский;проспект Энергетиков;9к3;Новочеркасская;ЗимаЛето
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/297361409/;Санкт-Петербург;sale;flat;17;27;3;65.99;12729480;Выборгский;проезд Толубеевский;34к2;;Северная долина
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/285457188/;Санкт-Петербург;sale;flat;5;9;3;103.95;38900000;Центральный;Миргородская ;20;Площадь Александра Невского;Grand House
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/284740242/;Санкт-Петербург;sale;flat;2;7;3;101.4;34476000;Петроградский;набережная Реки Карповки;31к2;Петроградская;Северная Корона
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/286484033/;Санкт-Петербург;sale;flat;2;5;3;216.4;207531061;Петроградский;набережная Гребного канала;1;Крестовский остров;"Комплекс резиденций ""Императорский Яхтъ-клуб"""
GloraX;developer;https://spb.cian.ru/sale/flat/282487374/;Санкт-Петербург;sale;flat;3;18;3;67.94;19989999;Василеостровский;Морской;;;Глоракс Василеостровский ЖК
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/298467199/;Санкт-Петербург;sale;flat;9;9;3;108.04;64824000;Петроградский;Большая Разночинная ;21;Чкаловская;Клубный дом 
Красная Стрела;developer;https://spb.cian.ru/sale/flat/298270932/;Санкт-Петербург;sale;flat;2;9;3;82.91;27081759;Василеостровский;7-я Васильевского острова линия;84;Василеостровская;Регенбоген
KARTES;real_estate_agent;https://spb.cian.ru/sale/flat/279933895/;Санкт-Петербург;sale;flat;4;5;3;60.7;7300000;Невский;3-й Рабфаковский переулок;8;Обухово;
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/288420252/;Санкт-Петербург;sale;flat;3;9;3;87.73;28082373;Петроградский;Петроградская набережная;38;Горьковская;Мануфактура James Beck
Вита;real_estate_agent;https://spb.cian.ru/sale/flat/299168449/;Санкт-Петербург;sale;flat;24;28;3;94.5;13000000;Выборгский;Заречная ;11к6;Парнас;Три апельсина
Базис;developer;https://spb.cian.ru/sale/flat/291806237/;Санкт-Петербург;sale;flat;6;12;3;98.1;28449000;Приморский;Белоостровская ;7;Лесная;Белый остров
ID 48043766;homeowner;https://spb.cian.ru/sale/flat/257443065/;Санкт-Петербург;sale;flat;16;18;3;102.9;21900000;Василеостровский;бульвар Александра Грина;2к2;Приморская;Нахимов (Гавань Капитанов)
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/295028939/;Санкт-Петербург;sale;flat;2;12;3;73.58;21400338;Василеостровский;Уральская ;;Василеостровская;Amber Club
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/298392016/;Санкт-Петербург;sale;flat;2;11;3;97.8;45000000;Красногвардейский;Пискаревский проспект;1;;Четыре горизонта
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/293263671/;Санкт-Петербург;sale;flat;2;9;3;94.95;32529818;Центральный;проспект Бакунина;;Площадь Александра Невского;Bakunina 33
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/285457308/;Санкт-Петербург;sale;flat;3;9;3;137.0;65000000;Петроградский;Кемская ;1;Крестовский остров;
LEGENDA Development;developer;https://spb.cian.ru/sale/flat/297998664/;Санкт-Петербург;sale;flat;6;9;3;92.49;42554649;Василеостровский;20-я Васильевского острова линия;19;Василеостровская;Большой, 67
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299568113/;Санкт-Петербург;sale;flat;4;4;3;134.0;145000000;Петроградский;Чкаловское;5;Крестовский остров;
ФСК;developer;https://spb.cian.ru/sale/flat/299383441/;Санкт-Петербург;sale;flat;5;5;3;79.4;20247000;Пушкинский; Камероновская;14к1;;UP-квартал Пушкинский
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/292144791/;Санкт-Петербург;sale;flat;8;16;3;81.4;13850000;Красносельский;шоссе Красносельское;56к2;Проспект Ветеранов;Дудергофская линия 3
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298634691/;Санкт-Петербург;sale;flat;4;9;3;81.98;25850302;Невский;Невская застава;;Елизаровская;Астра Марин ЖК
Ринкон;real_estate_agent;https://spb.cian.ru/sale/flat/299610962/;Санкт-Петербург;sale;flat;8;16;3;87.6;15000000;Красносельский; Доблести;28к1;Ленинский проспект;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753472/;Санкт-Петербург;sale;flat;2;8;3;122.9;38099000;Петроградский;Петровский проспект;26к2;Чкаловская;The One
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/270083815/;Санкт-Петербург;sale;flat;7;10;3;72.9;9850000;Красносельский; Коммунаров;118к1;Проспект Ветеранов;
ПИК;developer;https://spb.cian.ru/sale/flat/296793419/;Санкт-Петербург;sale;flat;2;13;3;66.2;16910361;Выборгский;Сампсониевское;;Лесная;Кантемировская 11 ЖК
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/283214295/;Санкт-Петербург;sale;flat;3;11;3;128.5;24499000;Выборгский;Манчестерская ;4;Удельная;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/297188063/;Санкт-Петербург;sale;flat;8;10;3;93.1;29745450;Выборгский;Светлановское;;Удельная;Svetlana Park
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299243363/;Санкт-Петербург;sale;flat;6;6;3;380.0;300000000;Центральный;Итальянская ;12а;Гостиный двор;
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/267475645/;Санкт-Петербург;sale;flat;2;11;3;75.95;23206522;Московский;Благодатная ;50;Электросила;iD Park Pobedy
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299568150/;Санкт-Петербург;sale;flat;7;14;3;141.0;123500000;Петроградский;Песочная набережная;40;Чкаловская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545826/;Санкт-Петербург;sale;flat;5;9;3;93.4;32540560;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
ЮР-РИЭЛТ;real_estate_agent;https://spb.cian.ru/sale/flat/299529021/;Санкт-Петербург;sale;flat;5;10;3;67.3;14100000;Приморский;Приморский проспект;151;Беговая;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294544964/;Санкт-Петербург;sale;flat;4;8;3;73.11;27745245;Петроградский;Ремесленная ;;Спортивная;Neva Residence
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/292865568/;Санкт-Петербург;sale;flat;7;25;3;92.4;22500000;Калининский;проспект Просвещения;99;Гражданский проспект;Новое Созвездие
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299626011/;Санкт-Петербург;sale;flat;3;12;3;79.19;23350359;Невский;Невская застава;;Елизаровская;Астра Континенталь ЖК
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/292289237/;Санкт-Петербург;sale;flat;4;7;3;133.8;134000000;Петроградский;Депутатская ;26;Крестовский остров;Венеция
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296754099/;Санкт-Петербург;sale;flat;2;5;3;89.24;35339040;Василеостровский;;;Горный институт;Империал Клаб ЖК
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/285555839/;Санкт-Петербург;sale;flat;4;10;3;159.1;59000000;Петроградский;Ждановская ;45;Крестовский остров;Леонтьевский мыс
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299043804/;Санкт-Петербург;sale;flat;2;10;3;86.26;22000699;Выборгский;Светлановский проспект;12к1;Удельная;Панорама парк Сосновка
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/292149080/;Санкт-Петербург;sale;flat;3;10;3;150.0;96000000;Петроградский;Ждановская ;45;Крестовский остров;Леонтьевский мыс
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753837/;Санкт-Петербург;sale;flat;4;9;3;99.5;27650353;Выборгский; Александра Матросова;1;Лесная;Притяжение
Илья Мерчук;realtor;https://spb.cian.ru/sale/flat/299529961/;Санкт-Петербург;sale;flat;3;3;3;94.0;20000000;Калининский;Герасимовская ;16;Лесная;
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/267475887/;Санкт-Петербург;sale;flat;4;10;3;94.12;34824400;Московский;Московский проспект;72к2;Фрунзенская;ID Moskovskiy
LUNA ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/299461261/;Санкт-Петербург;sale;flat;9;17;3;107.3;17999999;Выборгский;Зеленогорская ;7;Пионерская;Светлана
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/294460935/;Санкт-Петербург;sale;flat;6;12;3;82.84;20599823;Приморский;проспект Авиаконструкторов;54;Комендантский проспект;Modum
Светлана Шабалкина;realtor;https://spb.cian.ru/sale/flat/285251748/;Санкт-Петербург;sale;flat;8;16;3;97.2;18700000;Калининский;Кондратьевский проспект;62к6;Лесная;
ПИК;developer;https://spb.cian.ru/sale/flat/295642921/;Санкт-Петербург;sale;flat;2;14;3;69.4;17194544;Фрунзенский;Волковское;1;Обводный канал;Аэронавт ЖК
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299329502/;Санкт-Петербург;sale;flat;5;8;3;143.0;220000000;Петроградский;Вязовая ;8;Крестовский остров;Привилегия
ПИК;developer;https://spb.cian.ru/sale/flat/284566351/;Санкт-Петербург;sale;flat;2;12;3;70.3;16932739;Фрунзенский;Волковское;5;Обводный канал;Витебский Парк ЖК
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/293953976/;Санкт-Петербург;sale;flat;15;15;3;78.6;24000000;Невский;Союзный проспект;4;Проспект Большевиков;RIO
Интеском;developer;https://spb.cian.ru/sale/flat/293991870/;Санкт-Петербург;sale;flat;2;5;3;85.37;19635100;Выборгский; Береговая;12;Проспект Просвещения;Loft у Озера
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/299568177/;Санкт-Петербург;sale;flat;2;7;3;120.0;122800000;Центральный;набережная Воскресенская;32;Чернышевская;Приоритет
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/295827646/;Санкт-Петербург;sale;flat;2;4;3;106.32;19050417;Красносельский;проспект Буденного;15;Проспект Ветеранов;Солнечный город. Резиденции
4ROOMS;real_estate_agent;https://spb.cian.ru/sale/flat/299250888/;Санкт-Петербург;sale;flat;5;6;3;73.2;11870000;Василеостровский;проспект Малый Васильевского острова;48;Василеостровская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294545441/;Санкт-Петербург;sale;flat;4;15;3;87.6;17484960;Василеостровский;проспект Крузенштерна;2;Горный институт;Морская набережная
Максим Юдин;realtor;https://spb.cian.ru/sale/flat/298531162/;Санкт-Петербург;sale;flat;14;17;3;90.1;14950000;Приморский;Планерная ;73к6;Комендантский проспект;
GloraX;developer;https://spb.cian.ru/sale/flat/297535092/;Санкт-Петербург;sale;flat;2;15;3;76.84;12959999;Выборгский;;;;Глоракс Парголово ЖК
Golden Home;real_estate_agent;https://spb.cian.ru/sale/flat/297776015/;Санкт-Петербург;sale;flat;11;12;3;84.7;24990000;Приморский;Фермское шоссе;12А;Удельная;Шведская крона
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/293271784/;Санкт-Петербург;sale;flat;3;12;3;74.17;19353178;Выборгский;Светлановское;;Удельная;ID Svetlanovskiy
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/293125782/;Санкт-Петербург;sale;flat;7;7;3;77.1;17500000;Московский;Кузнецовская ;44;Международная;
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/297024339/;Санкт-Петербург;sale;flat;2;25;3;85.23;18133963;Приморский;Коломяжский проспект;13к2;Пионерская;Приморский квартал
Россита Габриелян;realtor;https://spb.cian.ru/sale/flat/294559645/;Санкт-Петербург;sale;flat;7;12;3;62.4;9500000;Красногвардейский; Коммуны;48Б;Улица Дыбенко;
PLEADA;representative_developer;https://spb.cian.ru/sale/flat/293603735/;Санкт-Петербург;sale;flat;2;8;3;84.17;63746149;Петроградский;Петровский;;Чкаловская;17/33 Петровский остров
4ROOMS;real_estate_agent;https://spb.cian.ru/sale/flat/298982857/;Санкт-Петербург;sale;flat;4;5;3;73.4;18490000;Центральный;6-я Советская ;17;;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298634689/;Санкт-Петербург;sale;flat;6;12;3;78.05;20700186;Московский;м. Ленинский проспект;;Ленинский проспект;Сенат
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/295367406/;Санкт-Петербург;sale;flat;18;19;3;78.7;18000000;Приморский; Оптиков;45к1;Комендантский проспект;Победитель
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/298056549/;Санкт-Петербург;sale;flat;21;25;3;79.06;16048801;Приморский;Коломяги;;Проспект Просвещения;Френдс ЖК
ID 113340531;homeowner;https://spb.cian.ru/sale/flat/298625915/;Санкт-Петербург;sale;flat;21;25;3;114.0;42000000;Приморский;Мебельная ;49/92;Беговая;Vita Nova
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294660705/;Санкт-Петербург;sale;flat;4;14;3;90.47;16872655;Василеостровский;Гавань;;Приморская;Морская Набережная ЖК
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/297929237/;Санкт-Петербург;sale;flat;2;5;3;57.6;8800000;Невский; Ольги Берггольц;29К2;Елизаровская;
Дом на Ленсовета;developer;https://spb.cian.ru/sale/flat/294775384/;Санкт-Петербург;sale;flat;9;23;3;157.0;40000000;Московский; Ленсовета;87к3;Звездная;Клубный дом BARCELONA
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/288870055/;Санкт-Петербург;sale;flat;14;14;3;87.0;17200000;Красносельский;Ленинский проспект;72к1;Ленинский проспект;Оптимист
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/275720486/;Санкт-Петербург;sale;flat;5;12;3;92.28;22050306;Приморский; Плесецкая;2;Комендантский проспект;Ariosto!
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/294371889/;Санкт-Петербург;sale;flat;12;16;3;108.6;23900000;Невский; Шелгунова;9к1;Пролетарская;
Полис;developer;https://spb.cian.ru/sale/flat/298845877/;Санкт-Петербург;sale;flat;1;13;3;94.61;17866888;Приморский;аллея Арцеуловская;9;Пионерская;Полис Приморский 2
4ROOMS;real_estate_agent;https://spb.cian.ru/sale/flat/299372591/;Санкт-Петербург;sale;flat;3;5;3;61.7;7500000;Красносельский; Юных пионеров;18к2;;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294544562/;Санкт-Петербург;sale;flat;3;18;3;76.2;19491960;Невский;Октябрьская набережная;57к3;Елизаровская;Цивилизация на Неве
Северо-Западный Региональный Центр Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/298465166/;Санкт-Петербург;sale;flat;9;9;3;59.5;8150000;Кировский;проспект Маршала Жукова;34К1;Ленинский проспект;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/299364608/;Санкт-Петербург;sale;flat;3;25;3;57.6;8985600;Красногвардейский;Полюстрово;;Академическая;Цветной Город
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/297892205/;Санкт-Петербург;sale;flat;3;5;3;71.1;8750000;Петродворцовый;Ботаническая ;20к1;Проспект Ветеранов;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/295922981/;Санкт-Петербург;sale;flat;2;4;3;73.87;16350385;Петродворцовый;;;Проспект Ветеранов;Дворцовый фасад ЖК
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/296958539/;Санкт-Петербург;sale;flat;6;9;3;58.9;9095000;Фрунзенский;Купчинская ;10К2;Дунайская;
Альфа Фаберже;developer;https://spb.cian.ru/sale/flat/280459396/;Санкт-Петербург;sale;flat;3;8;3;84.1;37004000;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/295246145/;Санкт-Петербург;sale;flat;1;6;3;78.9;15399000;Петроградский; Блохина;4;Спортивная;
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/296122022/;Санкт-Петербург;sale;flat;2;4;3;75.53;13066690;Пушкинский;;;Купчино;Образцовый квартал 14 ЖК
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/sale/flat/299120252/;Санкт-Петербург;sale;flat;5;6;3;71.8;19900000;Петроградский; Чапаева;11/4;Горьковская;
