iter	MAE
817	1055138.357
818	1054980.982
819	1054455.905
820	1052585.055
821	1052374.055
822	1052087.946
823	1051921.151
824	1050851.384
825	1050636.957
826	1050053.991
827	1049935.091
828	1049707.124
829	1049413.176
830	1048926.539
831	1048146.613
832	1047439.086
833	1047165.761
834	1046708.174
835	1046533.617
836	1046084.823
837	1045575.537
838	1045511.754
839	1045248.036
840	1044789.376
841	1044432.174
842	1044032.454
843	1043590.199
844	1043391.778
845	1042887.564
846	1042538.429
847	1042030.006
848	1041881.23
849	1041738.277
850	1041315.188
851	1041219.09
852	1041138.507
853	1040813.359
854	1040637.813
855	1040122.868
856	1039832.366
857	1039744.318
858	1039537.2
859	1039349.178
860	1038992.081
861	1038764.091
862	1038375.679
863	1038263.93
864	1037660.496
865	1037597.265
866	1037467.115
867	1037428.592
868	1037254.791
869	1037128.622
870	1037016.917
871	1036913.336
872	1036426.473
873	1036289.43
874	1036132.086
875	1035875.386
876	1035443.119
877	1035197.583
878	1034339.24
879	1033815.087
880	1033698.946
881	1033643.674
882	1032944.596
883	1032412.893
884	1032349.329
885	1031973.089
886	1031723.996
887	1031359.207
888	1031232.938
889	1031095.341
890	1030983.848
891	1030301.682
892	1030122.621
893	1029959.674
894	1029822.855
895	1029741.721
896	1029618.503
897	1028886.447
898	1026713.745
899	1026615.828
900	1026123.838
901	1025913.46
902	1025246.061
903	1025038.855
904	1023907.943
905	1023797.737
906	1023715.896
907	1023605.423
908	1023506.96
909	1023246.254
910	1023082.58
911	1022889.754
912	1022060.475
913	1021820.846
914	1021764.18
915	1021405.067
916	1021294.843
917	1020990.479
918	1020561.002
919	1020417.224
920	1020084.984
921	1019750.002
922	1019058.482
923	1018960.328
924	1018540.063
925	1018363.663
926	1018032.109
927	1017570.003
928	1017163.3
929	1017075.288
930	1016991.339
931	1016753.611
932	1016356.93
933	1016161.932
934	1015691.099
935	1015483.568
936	1015362.973
937	1015215.481
938	1014934.805
939	1014670.949
940	1014562.209
941	1013295.45
942	1013007.198
943	1011579.312
944	1010773.867
945	1010067.23
946	1010009.644
947	1009140.509
948	1008856.215
949	1008422.618
950	1007883.816
951	1007586.264
952	1007544.529
953	1007343.277
954	1007205.744
955	1007044.074
956	1007000.876
957	1006682.642
958	1006616.432
959	1006513.531
960	1006175.528
961	1006054.571
962	1004329.417
963	1004149.472
964	1003602.027
965	1003182.96
966	1002249.534
967	1001818.632
968	1000920.305
969	1000723.923
970	1000488.5
971	1000289.261
972	999796.1956
973	999606.0354
974	999273.9798
975	999023.0757
976	998308.2959
977	997942.8265
978	997633.8978
979	997459.7694
980	997415.3422
981	997340.275
982	996822.6384
983	996665.2352
984	996152.541
985	995987.6584
986	995882.9064
987	995547.2396
988	994554.4648
989	994348.0822
990	993994.2324
991	993421.8331
992	992583.3132
993	992121.9956
994	991828.7185
995	990967.7398
996	990807.1542
997	990495.0155
998	990164.6114
999	989773.1914
1000	989655.6014
1001	989581.3541
1002	989465.0052
1003	989415.7445
1004	989240.0873
1005	989109.1138
1006	988121.5116
1007	988062.8551
1008	987649.6602
1009	987466.2306
1010	987192.9512
1011	987005.7378
1012	986433.6758
1013	986239.3313
1014	986072.9726
1015	985548.4967
1016	985335.9297
1017	985105.191
1018	984406.9491
1019	984180.8507
1020	984032.0506
1021	983984.4581
1022	983877.1007
1023	983284.708
1024	983236.14
1025	983013.6721
1026	982829.8689
1027	982647.7956
1028	981695.5173
1029	981570.3981
1030	981373.9996
1031	981037.0972
1032	980964.8325
1033	980828.5356
1034	980720.4796
1035	980653.5795
1036	980382.8001
1037	980291.2536
1038	979733.8106
1039	979477.741
1040	978919.1659
1041	978835.3647
1042	978594.0472
1043	978448.5177
1044	978192.9626
1045	978110.8888
1046	977034.5326
1047	976876.2564
1048	976598.9536
1049	976247.2109
1050	976089.5902
1051	975482.8418
1052	975260.8729
1053	974947.0113
1054	974744.6561
1055	974453.4276
1056	973738.6832
1057	973224.1037
1058	972994.1251
1059	972143.3402
1060	971843.0301
1061	971509.834
1062	969985.8073
1063	969767.5043
1064	969654.5043
1065	969569.1769
1066	969182.941
1067	968918.9817
1068	968690.3673
1069	968379.0987
1070	968210.4494
1071	967966.94
1072	967869.5862
1073	967809.0889
1074	967599.3665
1075	967436.6196
1076	967277.1908
1077	966965.1713
1078	966869.1228
1079	966816.1437
1080	966661.7828
1081	966595.7447
1082	965891.2978
1083	965666.7202
1084	965478.891
1085	965066.709
1086	965003.9698
1087	964600.7179
1088	964445.6025
1089	964400.3839
1090	964103.8474
1091	962814.0006
1092	962622.5273
1093	961643.6614
1094	961300.4206
1095	960646.8538
1096	960585.1603
1097	960432.6106
1098	960271.0386
1099	960237.0447
1100	960131.4208
1101	959861.0315
1102	959512.9147
1103	958838.9814
1104	958503.3497
1105	957742.2725
1106	957608.319
1107	957553.8902
1108	957263.7542
1109	956978.6981
1110	956520.3643
1111	956389.7177
1112	955953.5509
1113	955865.8833
1114	955760.8557
1115	954764.6347
1116	954668.6653
1117	954361.0372
1118	953941.4031
1119	953703.2524
1120	953601.2728
1121	953441.4748
1122	953339.1512
1123	953182.4172
1124	952910.5544
1125	952629.6613
1126	952583.2437
1127	952556.5172
1128	952231.817
1129	952081.348
1130	951884.3738
1131	951682.5482
1132	951621.9552
1133	950787.2567
1134	950741.1179
1135	950560.8269
1136	950403.511
1137	950313.2163
1138	949801.0177
1139	949594.267
1140	949390.8621
1141	949214.4179
1142	949031.6926
1143	948988.6822
1144	948848.0684
1145	948788.7163
1146	948461.5674
1147	948403.309
1148	948353.6215
1149	948272.3133
1150	947869.03
1151	947817.438
1152	947739.2548
1153	947511.4777
1154	947456.5113
1155	947316.2929
1156	947180.6731
1157	946893.2579
1158	946654.9171
1159	946545.5342
1160	945485.8076
1161	945370.8002
1162	945093.1722
1163	944937.0333
1164	944802.853
1165	944661.526
1166	944021.0129
1167	943973.793
1168	943918.3476
1169	943807.2979
1170	943682.8616
1171	943559.5411
1172	943253.9906
1173	942325.0682
1174	942187.455
1175	941553.9691
1176	941526.9294
1177	941475.1438
1178	940798.9312
1179	940601.2935
1180	940051.0132
1181	940015.5186
1182	939857.3576
1183	939357.2632
1184	939330.703
1185	939237.2687
1186	938865.8378
1187	938826.5872
1188	938075.679
1189	938027.3379
1190	937796.5509
1191	937704.2609
1192	937609.8235
1193	937521.1664
1194	937321.6479
1195	937155.6157
1196	937049.3429
1197	936693.5299
1198	936526.1185
1199	936332.838
1200	936194.352
1201	935830.7771
1202	934989.7358
1203	934940.2756
1204	934899.5265
1205	934792.3855
1206	934656.1064
1207	934417.8462
1208	934396.6184
1209	934276.295
1210	934088.2723
1211	934042.487
1212	933961.1913
1213	933499.943
1214	933369.2554
1215	933274.1257
1216	933057.6278
1217	932979.8307
1218	932940.9256
1219	932793.0898
1220	932556.0827
1221	932134.749
1222	932052.8024
1223	931933.2397
1224	931882.7938
1225	931110.9139
1226	930579.2872
1227	930155.1807
1228	930017.2264
1229	929563.8412
1230	929297.9585
1231	929079.8366
1232	928716.502
1233	928538.0076
1234	928310.1247
1235	927676.0151
1236	927445.4394
1237	927114.4122
1238	927005.658
1239	926876.5595
1240	926767.1733
1241	926696.9344
1242	926555.6379
1243	926525.3787
1244	926323.7483
1245	926004.8752
1246	925950.5957
1247	925445.9625
1248	925379.0906
1249	924919.9023
1250	924621.4772
1251	924565.1731
1252	924348.6996
1253	924181.4275
1254	923990.9043
1255	923898.0612
1256	923763.1941
1257	923698.4132
1258	923672.5498
1259	923562.271
1260	923447.4468
1261	923184.8377
1262	923112.6772
1263	922986.478
1264	922815.0319
1265	922737.8744
1266	922167.0509
1267	922025.3085
1268	921928.1227
1269	921717.9451
1270	921639.6359
1271	920504.2643
1272	920387.1175
1273	920259.3528
1274	920061.7995
1275	919840.3545
1276	919407.5966
1277	919268.5797
1278	919222.4867
1279	918925.2379
1280	918722.379
1281	918703.2568
1282	918407.1636
1283	918275.7293
1284	918169.5256
1285	917974.6404
1286	917450.0082
1287	917083.8916
1288	916074.1842
1289	915844.668
1290	915675.0662
1291	915620.4687
1292	915533.7964
1293	915380.6198
1294	915211.5613
1295	914653.4384
1296	914597.3113
1297	914350.487
1298	914073.1322
1299	913106.3052
1300	912883.2313
1301	912865.2788
1302	912761.6349
1303	912600.9311
1304	912242.3241
1305	912072.2449
1306	911871.7468
1307	911627.7716
1308	911463.1167
1309	911158.6734
1310	910888.598
1311	910841.7434
1312	910238.6309
1313	910194.1551
1314	909160.326
1315	908810.1431
1316	908776.8372
1317	908002.7252
1318	907951.8325
1319	907898.0363
1320	907778.368
1321	907601.1049
1322	907583.5019
1323	907382.8125
1324	907166.2896
1325	906820.7609
1326	906626.3777
1327	906234.1395
1328	906049.0474
1329	905977.5308
1330	905954.9893
1331	905815.3749
1332	905708.0224
1333	905312.8158
1334	905210.8787
1335	904638.8472
1336	904543.0348
1337	904121.839
1338	903739.0629
1339	903221.5994
1340	902960.65
1341	902841.4051
1342	902767.8972
1343	902585.7725
1344	902273.7941
1345	902103.6122
1346	901668.8737
1347	901582.6764
1348	901362.9061
1349	900711.7587
1350	900362.7276
1351	900169.156
1352	900034.0221
1353	899445.7749
1354	899189.1008
1355	898991.5427
1356	898185.0676
1357	898142.1228
1358	897933.2901
1359	897797.4704
1360	897597.4644
1361	897390.4422
1362	897288.6786
1363	897194.6513
1364	896913.9437
1365	896843.5249
1366	896822.463
1367	896621.4707
1368	896338.8885
1369	896282.2206
1370	896139.6106
1371	896086.822
1372	895823.3185
1373	895379.7514
1374	895351.3648
1375	895152.177
1376	895121.35
1377	895056.4496
1378	894833.4992
1379	894792.7291
1380	894557.3938
1381	894457.3126
1382	894440.9213
1383	894404.3899
1384	894351.013
1385	894287.6957
1386	894246.481
1387	894154.9859
1388	894074.4827
1389	894011.3116
1390	893919.6345
1391	893818.6163
1392	893734.1721
1393	893568.6176
1394	893462.6349
1395	892832.9943
1396	892491.8465
1397	892445.3923
1398	892320.5733
1399	892216.3007
1400	892050.2866
1401	891747.1015
1402	891339.5939
1403	891186.1412
1404	891081.4825
1405	890988.2103
1406	890815.3466
1407	890684.3375
1408	890641.4668
1409	890594.2852
1410	890273.2562
1411	890063.4525
1412	889982.2531
1413	889890.368
1414	888962.8855
1415	888849.0956
1416	888801.0707
1417	888257.5643
1418	888206.2571
1419	888165.4937
1420	888083.1369
1421	888051.8314
1422	887975.7827
1423	887964.2116
1424	887864.325
1425	887600.9813
1426	887478.5122
1427	887343.6437
1428	887147.2845
1429	886943.4492
1430	886739.1472
1431	886706.8863
1432	886407.96
1433	885603.5318
1434	885537.4463
1435	885437.226
1436	885313.5381
1437	885266.3475
1438	885061.23
1439	884831.754
1440	884751.9873
1441	884536.5275
1442	884126.6717
1443	883966.2157
1444	883942.1721
1445	882923.8392
1446	882796.7077
1447	882659.5172
1448	882167.1535
1449	882034.147
1450	881764.0307
1451	881233.0356
1452	881084.4214
1453	880789.4837
1454	880740.3506
1455	880711.6145
1456	880336.3135
1457	880267.2994
1458	880212.8734
1459	880022.4028
1460	879354.5065
1461	879260.8654
1462	879053.673
1463	878841.4665
1464	878581.2659
1465	878515.2478
1466	878366.331
1467	878018.2479
1468	877001.8069
1469	876969.7398
1470	876827.8865
1471	876730.5147
1472	876570.748
1473	876359.4065
1474	876336.4577
1475	876069.5424
1476	876026.0884
1477	875697.5244
1478	875552.2882
1479	875530.8074
1480	875445.9504
1481	875308.1617
1482	875243.5875
1483	875196.2639
1484	875054.2987
1485	874880.1599
1486	874627.978
1487	874319.359
1488	874277.9037
1489	874010.5367
1490	873885.9422
1491	873844.947
1492	873524.4463
1493	873484.4123
1494	873306.9259
1495	873210.3949
1496	872962.6789
1497	872554.5378
1498	872504.1724
1499	872273.4532
1500	872072.5572
1501	872049.637
1502	871970.4955
1503	871878.5112
1504	871839.8379
1505	871776.5358
1506	871532.3059
1507	871376.2353
1508	871220.1329
1509	871120.834
1510	870672.6221
1511	870382.4422
1512	870322.048
1513	870270.8112
1514	870178.0111
1515	870115.5229
1516	870066.5586
1517	870038.8442
1518	870023.0514
1519	869540.0594
1520	869443.9249
1521	869108.9549
1522	869076.8635
1523	869004.3626
1524	868816.9188
1525	868728.2144
1526	868653.3397
1527	868396.4698
1528	868266.6439
1529	867986.9334
1530	867734.0627
1531	867621.2067
1532	867540.7022
1533	867284.3636
1534	867157.9518
1535	867085.0909
1536	866963.3351
1537	866947.9964
1538	866695.1526
1539	866566.81
1540	866488.4401
1541	866307.0083
1542	866020.4478
1543	865949.3434
1544	865921.6484
1545	865830.4291
1546	865744.6993
1547	865711.5282
1548	865661.4878
1549	865588.056
1550	865517.7659
1551	865486.0111
1552	865444.7984
1553	865296.934
1554	865126.3357
1555	864936.6673
1556	864718.0125
1557	864535.119
1558	864305.87
1559	864200.8915
1560	863504.5888
1561	863449.2848
1562	863371.9583
1563	863282.0717
1564	862914.6916
1565	862665.6252
1566	862560.6304
1567	862548.0999
1568	862459.6432
1569	862421.4072
1570	861872.5354
1571	861845.2081
1572	861768.0254
1573	861689.5897
1574	861632.4116
1575	861601.214
1576	861527.8799
1577	861276.1975
1578	861248.0712
1579	860868.3352
1580	860801.4837
1581	860612.9225
1582	860400.7252
1583	860323.3953
1584	860295.7148
1585	860183.0183
1586	860141.1631
1587	860047.7621
1588	859928.9263
1589	859876.8095
1590	859525.2357
1591	859482.5259
1592	859430.5539
1593	859323.0418
1594	859156.2764
1595	859094.9936
1596	859054.4766
1597	859004.6642
1598	858942.7502
1599	858662.7466
1600	858646.725
1601	858621.3865
1602	858354.5862
1603	858318.9183
1604	858281.2907
1605	858099.4554
1606	857755.6357
1607	857558.2791
1608	857109.7126
1609	857078.2037
1610	856723.5315
1611	856240.9669
1612	856176.6497
1613	856030.2443
1614	855813.5632
1615	855728.8556
1616	855660.9066
1617	855544.6107
1618	855508.8467
1619	854873.5395
1620	854519.9889
1621	854199.0097
1622	854020.0503
1623	854010.2422
1624	853931.1423
1625	853833.1403
1626	853772.2343
1627	853134.9771
1628	853065.7447
1629	852812.2845
1630	852753.6094
1631	852636.1034
1632	852628.0158
1633	852537.273
1634	852495.5132
1635	852459.4729
1636	852351.1541
1637	851501.1484
1638	851401.4393
1639	851384.068
1640	851284.4647
1641	851237.0358
1642	851127.4477
1643	851116.6961
1644	851088.4181
1645	851007.7509
1646	850906.3952
1647	850876.0593
1648	850496.1435
1649	850437.2465
1650	850386.5606
1651	850299.8038
1652	850140.3193
1653	850043.7066
1654	849660.3561
1655	849449.7755
1656	849390.7113
1657	849170.7206
1658	848897.1003
1659	848548.8152
1660	848483.1837
1661	848437.387
1662	848380.0767
1663	848309.6858
1664	848086.3412
1665	848047.9949
1666	847855.536
1667	847812.3983
1668	847488.432
1669	847449.9094
1670	847321.1817
1671	847216.9994
1672	847122.9855
