iter	MAE
1673	846843.6258
1674	846446.2112
1675	846267.066
1676	846132.9074
1677	845907.5176
1678	845884.5279
1679	845832.3879
1680	845445.0156
1681	845432.2761
1682	845420.2406
1683	845212.8616
1684	845102.9972
1685	845020.8285
1686	844820.3876
1687	844792.8708
1688	844711.3302
1689	844078.5441
1690	844021.2582
1691	843705.7828
1692	843646.6932
1693	843497.9026
1694	843337.422
1695	843311.589
1696	842963.0558
1697	842868.5055
1698	842809.6609
1699	842751.3738
1700	842456.6935
1701	842265.2495
1702	841775.4395
1703	841391.6576
1704	841105.7964
1705	841008.8993
1706	840972.648
1707	840559.3418
1708	840182.4345
1709	840147.8398
1710	840033.9605
1711	839916.3692
1712	839851.2723
1713	839795.2908
1714	839652.1309
1715	839459.8179
1716	839349.0674
1717	839323.7933
1718	839229.8075
1719	839111.4862
1720	838948.1657
1721	838726.2049
1722	838525.8663
1723	838425.5006
1724	838133.1802
1725	838101.5378
1726	838060.5352
1727	837856.8588
1728	837710.3675
1729	837543.2105
1730	837516.4675
1731	837378.4498
1732	837340.8221
1733	837260.3099
1734	837161.9327
1735	837079.2733
1736	837061.9067
1737	836928.926
1738	836865.9568
1739	836771.5909
1740	836624.8889
1741	836610.1856
1742	836552.0662
1743	836528.1955
1744	836427.1276
1745	836306.8484
1746	836249.3613
1747	835838.4107
1748	835635.7909
1749	835000.6183
1750	834833.5312
1751	834689.9006
1752	834192.3378
1753	834059.5564
1754	833228.7694
1755	833047.4271
1756	833003.7557
1757	832893.2941
1758	832822.5595
1759	832566.0435
1760	832316.6498
1761	832009.1291
1762	831825.5009
1763	831757.4676
1764	831643.9197
1765	831585.7013
1766	831527.3061
1767	831439.7744
1768	831410.3176
1769	831123.4897
1770	830979.705
1771	830881.2204
1772	830208.1337
1773	830107.0313
1774	830039.1062
1775	829868.8412
1776	829751.6257
1777	829659.1961
1778	829600.0856
1779	829550.3138
1780	829529.5512
1781	829325.2666
1782	829239.3338
1783	829091.3931
1784	828935.2645
1785	828588.5403
1786	828522.0128
1787	828457.969
1788	827977.9594
1789	827954.0876
1790	827796.1447
1791	827743.6811
1792	827338.5032
1793	827297.8931
1794	827074.7017
1795	826922.3467
1796	826800.0724
1797	826598.2936
1798	826482.863
1799	826375.5645
1800	826316.6391
1801	826269.4769
1802	826225.7445
1803	826177.2864
1804	826155.4815
1805	826048.6297
1806	826024.755
1807	825849.6834
1808	825817.7516
1809	825730.5456
1810	825642.4087
1811	825594.96
1812	825565.6297
1813	825453.8388
1814	825087.6488
1815	824989.9481
1816	824618.235
1817	824571.1989
1818	824296.0958
1819	824152.3574
1820	824090.6502
1821	824081.5348
1822	823797.4332
1823	823710.9243
1824	823676.4678
1825	823307.629
1826	823260.7915
1827	823194.3983
1828	822139.5902
1829	822087.2861
1830	822039.7355
1831	821782.2916
1832	821679.7972
1833	821553.3187
1834	821408.1234
1835	821329.5627
1836	821021.5526
1837	820986.0495
1838	820732.1443
1839	820558.8905
1840	820535.868
1841	820513.9812
1842	820459.536
1843	820322.5083
1844	820103.561
1845	819981.2295
1846	819965.6168
1847	819871.7892
1848	819840.9818
1849	819382.4648
1850	819252.8158
1851	818909.5054
1852	818747.4237
1853	818513.2048
1854	818418.4903
1855	818293.5056
1856	818250.7213
1857	818202.3408
1858	818092.3648
1859	818085.8684
1860	818031.5374
1861	817237.8502
1862	817146.0793
1863	817059.9024
1864	816983.2628
1865	816842.6246
1866	816758.5843
1867	816711.2055
1868	816653.3789
1869	816465.3892
1870	816410.448
1871	816160.7505
1872	816112.5254
1873	815916.1049
1874	815897.6786
1875	815831.6645
1876	815826.3575
1877	815286.5085
1878	815281.8751
1879	815223.3618
1880	815153.0465
1881	815013.2916
1882	814866.6346
1883	814780.138
1884	814669.7793
1885	814439.5517
1886	814361.2069
1887	814227.0696
1888	814194.9775
1889	814097.4809
1890	813854.0988
1891	813743.2017
1892	813733.5491
1893	813485.7882
1894	813468.6703
1895	813317.6564
1896	813088.1055
1897	812948.6984
1898	812898.8411
1899	812874.3335
1900	812812.4632
1901	812184.6583
1902	811976.991
1903	811935.1403
1904	811907.8206
1905	811801.9993
1906	811781.2779
1907	811407.6335
1908	811391.6704
1909	811062.3648
1910	811038.0058
1911	810928.97
1912	810871.1452
1913	810637.3561
1914	810490.3997
1915	810384.7298
1916	810193.1803
1917	810082.6895
1918	809871.0588
1919	809796.6568
1920	809775.6192
1921	809691.465
1922	809544.565
1923	809499.1027
1924	809427.8106
1925	809273.4095
1926	809048.6778
1927	808727.2141
1928	808667.7988
1929	808528.2542
1930	808496.0288
1931	808250.0708
1932	808111.3388
1933	807841.191
1934	807740.0585
1935	807663.1898
1936	807632.2025
1937	807596.6585
1938	807490.045
1939	807404.4762
1940	807348.2378
1941	807337.696
1942	807305.1207
1943	807062.2412
1944	806772.3875
1945	806690.0519
1946	806650.5944
1947	806622.7544
1948	806527.993
1949	806452.9061
1950	806326.3741
1951	806158.3865
1952	806118.5389
1953	806098.8409
1954	805996.3286
1955	805920.2955
1956	805762.6794
1957	805726.1739
1958	805713.9103
1959	805579.1804
1960	805494.3645
1961	805345.6019
1962	805334.6622
1963	804790.696
1964	804753.3772
1965	804458.4142
1966	804322.3823
1967	804239.2944
1968	804181.4832
1969	804058.4891
1970	804013.6224
1971	803822.8136
1972	803753.5868
1973	803644.9067
1974	803441.5856
1975	803405.6191
1976	803356.5535
1977	803316.3672
1978	803240.1367
1979	803094.9457
1980	803045.0821
1981	803020.4558
1982	802918.5383
1983	802828.0172
1984	802702.3731
1985	802477.6193
1986	802456.6866
1987	802353.8117
1988	802191.9797
1989	802104.4734
1990	802028.6835
1991	801693.5391
1992	801674.7563
1993	801602.8301
1994	801558.6738
1995	801477.5599
1996	801465.9934
1997	801379.9884
1998	801329.3931
1999	801268.2801
2000	801178.6945
2001	801143.4996
2002	801120.2965
2003	801000.0943
2004	800954.1319
2005	800819.8781
2006	800666.0961
2007	800587.792
2008	800514.3663
2009	800488.0027
2010	800451.8219
2011	800195.2613
2012	800161.6956
2013	800120.1967
2014	800068.7732
2015	799820.5992
2016	799487.0435
2017	799413.4729
2018	799292.0592
2019	799068.3957
2020	798950.5354
2021	798782.2612
2022	798638.1342
2023	798623.3999
2024	798490.3692
2025	798436.8213
2026	798371.5371
2027	798238.4192
2028	797858.446
2029	797705.4238
2030	797656.0211
2031	797589.6398
2032	797541.7961
2033	797522.4953
2034	797441.8897
2035	797111.1335
2036	796866.4058
2037	796817.0893
2038	796692.3755
2039	796495.3034
2040	795746.3412
2041	795635.9757
2042	795566.6653
2043	795310.0079
2044	795251.62
2045	795165.5328
2046	794948.6904
2047	794749.2156
2048	794654.1276
2049	794614.9539
2050	794461.8627
2051	794128.0878
2052	793946.9582
2053	793729.0776
2054	793661.9553
2055	793558.3287
2056	793476.415
2057	793259.3747
2058	793250.0819
2059	793063.1272
2060	792867.6184
2061	792815.4482
2062	792786.6236
2063	792701.3871
2064	792177.4971
2065	791698.138
2066	791624.8186
2067	791596.222
2068	791577.6651
2069	791536.9872
2070	790816.1178
2071	790781.2782
2072	790583.3928
2073	790452.7339
2074	790344.5933
2075	790285.7014
2076	790219.5194
2077	790055.0902
2078	789923.5408
2079	789853.9545
2080	789739.2982
2081	789559.8068
2082	789512.9908
2083	788702.6422
2084	788591.5268
2085	788465.9391
2086	788344.2444
2087	788209.5827
2088	788068.8431
2089	788016.1994
2090	787746.0378
2091	787698.5321
2092	787291.319
2093	787113.0798
2094	787083.6748
2095	787033.3869
2096	786842.2497
2097	786510.3346
2098	786458.0082
2099	785550.7991
2100	785490.3758
2101	785168.6701
2102	785144.0497
2103	785069.9744
2104	785042.2147
2105	785024.7875
2106	784756.1799
2107	784703.5244
2108	784628.8852
2109	784521.4318
2110	784442.888
2111	784395.7012
2112	784147.4331
2113	783888.676
2114	783723.7195
2115	783662.2846
2116	783617.1983
2117	783589.8189
2118	783555.3233
2119	783528.6053
2120	783503.1431
2121	783466.4368
2122	783204.7049
2123	783102.9074
2124	782928.1768
2125	782718.5995
2126	782505.7655
2127	782488.5487
2128	782456.7949
2129	782322.5851
2130	782289.6307
2131	782242.0586
2132	782120.5143
2133	781737.8613
2134	781713.2174
2135	781620.4355
2136	781607.1338
2137	781483.4951
2138	781433.2815
2139	781387.3821
2140	781343.3507
2141	780339.2948
2142	780106.361
2143	779969.8502
2144	779727.3209
2145	779616.51
2146	779542.9072
2147	779445.7598
2148	779232.0282
2149	778998.2268
2150	778935.7412
2151	778877.4
2152	778823.466
2153	778519.3199
2154	778506.1305
2155	778491.6475
2156	778437.8749
2157	778196.2863
2158	778144.6384
2159	778083.6526
2160	777944.5645
2161	777872.8252
2162	777827.0512
2163	777749.2708
2164	777711.66
2165	777629.9585
2166	777565.5439
2167	777475.7777
2168	777373.6132
2169	777356.3186
2170	777292.0999
2171	777239.3797
2172	777163.4578
2173	777126.3647
2174	776408.1169
2175	776353.8785
2176	776306.8618
2177	776188.0975
2178	776151.0849
2179	776125.0018
2180	775997.0187
2181	775989.9448
2182	775984.7882
2183	775978.7448
2184	775959.8638
2185	775934.9046
2186	775543.5017
2187	775528.6503
2188	775501.9532
2189	775409.1919
2190	775129.0994
2191	775044.6401
2192	774928.8324
2193	774911.434
2194	774693.6066
2195	774673.1933
2196	774628.8835
2197	774369.4674
2198	774287.5537
2199	774203.2507
2200	774112.1402
2201	774089.2741
2202	773999.0858
2203	773928.858
2204	773872.4017
2205	773797.5856
2206	773675.4468
2207	773482.4406
2208	773324.6676
2209	773263.6638
2210	773246.7769
2211	773106.3419
2212	772926.1419
2213	772688.3133
2214	772372.4444
2215	772347.1532
2216	772077.9169
2217	772044.6885
2218	771954.5964
2219	771936.2777
2220	771717.6584
2221	771607.0035
2222	771483.6373
2223	771422.1774
2224	771365.42
2225	771333.5887
2226	771270.1476
2227	771081.5623
2228	770975.4871
2229	770530.6821
2230	770448.967
2231	770407.1266
2232	770314.3037
2233	770111.7684
2234	770030.0129
2235	770012.3736
2236	769907.2338
2237	769891.656
2238	769846.2757
2239	769843.275
2240	769751.6069
2241	769650.0847
2242	769067.6328
2243	768917.4064
2244	768877.8014
2245	768842.2642
2246	768738.1689
2247	768550.9475
2248	768413.9087
2249	768347.8763
2250	768289.2815
2251	768278.4049
2252	768241.1579
2253	768199.2939
2254	768106.576
2255	768000.8238
2256	767862.8262
2257	767852.1539
2258	767827.6581
2259	767744.458
2260	767234.6292
2261	767193.5844
2262	766977.3486
2263	766899.5005
2264	766583.0419
2265	766559.1334
2266	766517.0939
2267	766404.1115
2268	766364.5806
2269	766317.3843
2270	766302.9869
2271	766207.2254
2272	766000.3173
2273	765978.3334
2274	765946.8265
2275	765894.1275
2276	765855.6084
2277	765407.3611
2278	765389.0528
2279	765347.9467
2280	765130.3697
2281	765054.8738
2282	764419.6899
2283	764332.8515
2284	764271.6086
2285	764232.3094
2286	764117.6176
2287	764072.6005
2288	764029.7241
2289	764009.0823
2290	763814.7901
2291	763705.1477
2292	763692.1463
2293	763328.3876
2294	763154.8015
2295	763044.2789
2296	762683.5196
2297	762421.6978
2298	762388.6502
2299	762230.1139
2300	762200.5158
2301	762142.7081
2302	761827.1522
2303	761810.4878
2304	761672.5906
2305	761662.8903
2306	761648.9399
2307	761568.7583
2308	761549.671
2309	761543.0634
2310	761520.4903
2311	761360.313
2312	761318.305
2313	761236.3591
2314	760800.1044
2315	760723.1104
2316	760567.3268
2317	760448.1792
2318	760259.4256
2319	760184.2212
2320	760115.7386
2321	760071.6919
2322	759589.5083
2323	759511.5676
2324	759393.6097
2325	759330.2478
2326	759180.2777
2327	758859.3586
2328	758836.9876
2329	758614.4375
2330	758341.8371
2331	758170.3816
2332	758019.1274
2333	757944.2587
2334	757917.2362
2335	757502.0943
2336	757370.9138
2337	757208.0958
2338	757185.4195
2339	757114.0306
2340	757106.5225
2341	757062.1501
2342	756659.9537
2343	756161.2292
2344	756148.3646
2345	756048.6106
2346	755935.6941
2347	755898.4612
2348	755639.7242
2349	755505.7827
2350	755314.183
2351	755206.287
2352	755140.6859
2353	754516.2816
2354	754468.4093
2355	754397.8959
2356	754229.7452
2357	754048.3557
2358	754010.5709
2359	753894.6778
2360	753876.6478
2361	753863.4912
2362	753330.8544
2363	753034.4853
2364	752890.1323
2365	752792.6647
2366	752331.3684
2367	752203.8698
2368	751584.0951
2369	751413.8864
2370	751383.4778
2371	751361.0806
2372	751098.4798
2373	750943.3815
2374	750917.4944
2375	750819.2196
2376	750716.4195
2377	750476.6419
2378	750186.1139
2379	750008.4592
2380	749903.6935
2381	749051.4134
2382	749022.1892
2383	748964.6908
2384	748902.6051
2385	748852.8941
2386	748773.1463
2387	748763.5017
2388	748746.9042
2389	748645.017
2390	748522.3901
2391	748387.5124
2392	748326.1832
2393	747861.2349
2394	747768.9421
2395	747720.0273
2396	747679.5925
2397	747594.3947
2398	747553.3642
2399	747470.1845
2400	747412.1996
2401	747332.0529
2402	747198.2637
2403	746854.5709
2404	746796.1551
2405	746745.4433
2406	746707.4709
2407	746533.2542
2408	746288.1982
2409	746233.0578
2410	746102.6766
2411	745947.9668
2412	745907.2234
2413	745789.3575
2414	745687.9947
2415	745642.7378
2416	745581.7197
2417	745440.4636
2418	745424.3795
2419	745281.1293
2420	745146.8241
2421	745138.8521
2422	745100.5026
2423	744726.4512
2424	744647.3715
2425	744594.5625
2426	744399.0663
2427	744357.9702
2428	743668.5485
2429	743412.4243
2430	743396.7383
2431	743371.6153
2432	743279.8245
2433	743061.7643
2434	742929.7057
2435	742790.3065
2436	742680.1498
2437	742596.0821
2438	742447.5241
2439	742407.8726
2440	742360.1113
2441	742279.9122
2442	742258.331
2443	742199.7077
2444	742159.231
2445	742113.4824
2446	742091.7707
2447	742061.1803
2448	741996.1327
2449	741919.8319
2450	741573.8932
2451	741529.6072
2452	741447.8296
2453	741425.1045
2454	741353.3353
2455	741328.5458
2456	741310.4412
2457	741036.1647
2458	740971.4338
2459	740920.7503
2460	740886.8297
2461	740789.0863
2462	740749.1219
2463	740701.5039
2464	740525.9892
2465	740282.9959
2466	740180.2414
2467	740137.9055
2468	740106.8196
2469	740036.5432
2470	740008.9307
2471	739973.9575
2472	739824.6471
2473	739627.4439
2474	739600.1613
2475	738859.0112
2476	738850.6558
2477	738816.9081
2478	738803.8313
2479	738700.5354
2480	738680.4467
2481	738595.7815
2482	738545.1938
2483	738527.061
2484	738485.6833
2485	738354.0727
2486	738314.8208
2487	738250.0559
2488	738028.6004
2489	738007.8941
2490	737998.5661
2491	737917.4473
2492	737886.1498
2493	737833.4486
2494	737806.8868
2495	737755.8372
2496	737747.0128
2497	737737.9159
2498	737711.8025
2499	737639.0506
2500	737550.2091
2501	737283.5955
2502	737255.4331
2503	737232.0749
2504	737066.1243
2505	736655.0484
2506	736596.3397
2507	736430.5522
2508	736352.1625
2509	736296.5786
2510	736203.0957
2511	736182.479
2512	736130.8185
2513	736054.5404
2514	736042.5559
2515	735995.0768
2516	735527.3213
2517	735350.009
2518	735286.5438
2519	735255.6651
2520	735121.2567
2521	735043.6377
2522	734971.137
2523	734666.4715
2524	734651.9099
2525	734640.4454
2526	734570.6253
2527	734470.2052
2528	734426.6139
2529	734335.3035
2530	734316.4511
2531	734236.1261
2532	734188.557
2533	734120.6746
2534	733593.787
2535	733565.4411
2536	733373.5136
2537	733142.8035
2538	733114.8583
2539	733005.7678
2540	732482.0774
2541	732432.8113
2542	732378.7826
2543	732351.8963
2544	732231.3329
2545	732212.6308
2546	732154.135
2547	732107.6811
2548	732033.9938
2549	731996.1033
2550	731973.3522
2551	731818.9035
2552	731798.1411
2553	731688.5218
2554	731677.3883
2555	731573.5601
2556	731296.467
2557	731283.1344
2558	731230.1956
2559	731174.1946
2560	731069.7852
2561	731036.8412
2562	730998.8714
2563	730979.3392
2564	730864.9732
2565	730736.8251
2566	730698.2118
2567	730644.8755
2568	730636.1306
2569	730610.8521
2570	730535.1823
2571	730334.7799
2572	730207.6063
2573	730112.5722
2574	729918.4473
2575	729785.4376
2576	729753.3678
2577	729436.4351
2578	729362.9996
2579	728932.3653
2580	728885.5314
2581	728874.7601
2582	728747.6632
2583	728706.5969
2584	728679.7527
2585	728667.154
2586	728534.3389
2587	728521.4199
2588	728331.6567
2589	728265.9069
2590	728214.8627
2591	728190.5221
2592	727912.3381
2593	727831.6419
2594	727823.2473
2595	727802.9565
2596	727769.5142
2597	727689.8947
2598	727628.2358
2599	727365.8341
2600	726871.1713
2601	726833.1418
2602	726785.1672
2603	726750.2164
2604	726707.0532
2605	726640.7897
2606	726577.719
2607	726427.3209
2608	726281.2489
2609	726210.3652
2610	726146.4025
2611	725673.6777
2612	725612.2627
2613	725592.5865
2614	725458.8062
2615	725409.2266
2616	724763.5851
2617	724622.0203
2618	724545.8977
2619	724423.4979
2620	724412.6746
2621	724286.5908
2622	724238.5341
2623	724164.7393
2624	723898.2348
2625	723862.3738
2626	723834.6795
2627	723827.2723
2628	723806.4745
2629	723782.4022
2630	723709.9402
2631	723679.298
2632	723662.6526
2633	723515.1028
2634	723494.9372
2635	723471.2164
2636	723122.8684
2637	722793.7996
2638	722776.5263
2639	722559.1105
2640	722484.9378
2641	722456.9606
2642	722422.3866
2643	722353.2589
2644	722186.0549
2645	721998.2403
2646	721774.9884
2647	721640.1866
2648	721581.7669
2649	721555.9179
2650	721420.6604
2651	721232.707
2652	721129.4809
2653	721029.996
2654	720754.5683
2655	720655.8116
2656	720426.3715
2657	720379.5367
2658	720271.1437
2659	720222.2517
2660	720121.312
2661	719971.5635
2662	719921.7108
2663	719786.019
2664	719667.5318
2665	719455.2138
2666	719409.8301
2667	719265.0857
2668	718979.2075
2669	718701.4156
2670	718638.8136
2671	718613.7286
2672	718596.9333
2673	718569.2684
2674	718535.3537
2675	718321.8352
2676	718236.3713
2677	718205.7728
2678	718118.6421
2679	717915.2809
2680	717891.1916
2681	717815.8092
2682	717482.6334
2683	717473.1061
2684	717424.6192
2685	717395.1153
2686	717354.4073
2687	717338.8829
2688	717209.3296
2689	717152.8033
2690	717118.125
2691	716936.8729
2692	716929.0764
2693	716910.2433
2694	716904.288
2695	716865.104
2696	716849.5457
2697	716766.2409
2698	716746.5702
2699	716706.903
2700	716687.3003
2701	716647.9561
2702	716619.6087
2703	716502.6404
2704	716458.9947
2705	715424.6032
2706	715391.0222
2707	715173.6061
2708	715160.4906
2709	715105.1635
2710	715078.3718
2711	714934.0577
2712	714740.5432
2713	714588.5777
2714	714568.7424
2715	714413.9127
2716	714398.9224
2717	714161.3028
2718	714124.5242
2719	714094.0531
2720	713352.9156
2721	713291.0475
2722	713271.6272
2723	713208.0712
2724	713182.4125
2725	713122.4006
2726	713109.9461
2727	713104.0892
2728	713073.766
2729	713051.1311
2730	713022.3654
2731	712834.7129
2732	712811.3119
2733	712737.6322
2734	712693.0993
2735	712676.3531
2736	712647.5623
2737	712634.8147
2738	712613.5205
2739	712598.4974
2740	712373.5936
2741	712355.366
2742	712280.3485
2743	712200.8404
2744	711989.4934
2745	711772.4276
2746	711762.455
2747	711721.1141
2748	711709.1622
2749	711668.7741
2750	711607.1543
2751	711585.4861
2752	711436.8482
2753	711416.7942
2754	711055.2234
2755	710979.7248
2756	710955.7849
2757	710951.2824
2758	710844.1374
2759	710653.0474
2760	710417.9782
2761	710325.0198
2762	710317.2972
2763	710172.7568
2764	710081.7303
2765	709653.1175
2766	709593.5015
2767	709577.8438
2768	709552.0555
2769	709532.6162
2770	709477.0533
2771	709433.6273
2772	709309.0757
2773	709245.6141
2774	708967.0056
2775	708880.9876
2776	708742.4545
2777	708419.8844
2778	708088.643
2779	707882.2425
2780	707864.1899
2781	707509.4229
2782	707394.0135
2783	707175.048
2784	707000.3759
2785	706996.0412
2786	706916.7122
2787	706713.3075
2788	706676.2521
2789	706665.4051
2790	706652.4627
2791	706623.8582
2792	706296.7417
2793	706089.6462
2794	705987.158
2795	705886.4714
2796	705614.4636
2797	705578.9156
2798	705556.109
2799	705530.9849
2800	705326.5836
2801	705290.1945
2802	705221.2697
2803	704829.8515
2804	704652.0521
2805	704620.0546
2806	704109.5007
2807	704066.465
2808	704050.7448
2809	703984.4409
2810	703966.6901
2811	703831.7506
2812	703799.3323
2813	703394.5415
2814	703364.4686
2815	703332.1288
2816	703321.4485
2817	703297.7605
2818	703267.1159
2819	703101.2518
2820	703068.7515
2821	702934.7617
2822	702902.1963
2823	702829.7919
2824	702757.6772
2825	702729.7782
2826	702713.2974
2827	702653.4069
2828	702644.6953
2829	702618.2482
2830	702606.941
2831	702563.5053
2832	702542.293
2833	702528.4038
2834	702388.4953
2835	702299.4369
2836	702222.9694
2837	702203.5139
2838	702138.0661
2839	702129.4241
2840	702112.3427
2841	701710.0514
2842	701699.4314
2843	701663.3541
2844	701508.1708
2845	701468.159
2846	701419.3237
2847	701399.5156
2848	701171.2965
2849	701154.9263
2850	701056.8448
2851	700999.7292
2852	700518.6139
2853	700508.9133
2854	700467.9614
2855	700393.1429
2856	700357.9146
2857	699928.8655
2858	699661.2407
2859	699633.0353
2860	699609.6529
2861	699433.8237
2862	699419.5493
2863	699366.0184
2864	699253.5528
2865	698942.045
2866	698894.9104
2867	698874.4403
2868	698719.0019
2869	698286.2287
2870	698239.2008
2871	698199.8397
2872	698041.6223
2873	697999.0586
2874	697946.6153
2875	697865.711
2876	697802.1924
2877	697772.975
2878	697742.3278
2879	697721.8369
2880	697678.3184
2881	697641.1928
2882	697629.2568
2883	697606.5942
2884	697578.6752
2885	697549.2883
2886	697507.6881
2887	697313.3826
2888	697304.9018
2889	697296.759
2890	697270.5993
2891	697223.6035
2892	697192.1792
2893	697183.3559
2894	697172.0798
2895	697165.6826
2896	697019.6144
2897	697004.4064
2898	696986.6124
2899	696945.9309
2900	696897.5668
2901	696886.4059
2902	696673.8021
2903	696591.672
2904	696559.7815
2905	696529.3605
2906	696323.6032
2907	696272.1701
2908	696267.0592
2909	696110.1087
2910	696038.2641
2911	695903.7332
2912	695870.2207
2913	695801.6593
2914	695784.7989
2915	695755.4253
2916	695751.3592
2917	695717.6956
2918	695683.3562
2919	695639.2828
2920	695607.0351
2921	695585.8681
2922	695557.0957
2923	695542.599
2924	695418.1355
2925	695316.0044
2926	695298.5374
2927	695284.0762
2928	695252.0093
2929	695079.5517
2930	695015.1881
2931	694996.8819
2932	694826.6935
2933	694797.3639
2934	694756.6424
2935	694689.5443
2936	694633.4733
2937	694552.2057
2938	694509.1662
2939	694497.7276
2940	694481.5498
2941	694470.4722
2942	694435.256
2943	694409.1375
2944	694383.1705
2945	694376.8791
2946	694345.9782
2947	694229.9093
2948	694195.5402
2949	694151.3637
2950	694099.8631
2951	694007.1883
2952	693967.1846
2953	693954.4993
2954	693936.9204
2955	693920.925
2956	693858.5826
2957	693854.2489
2958	693796.4281
2959	693793.4587
2960	693768.107
2961	693753.9627
2962	693672.0304
2963	693603.0448
2964	693585.259
2965	693507.7105
2966	693490.3126
2967	693435.4101
2968	693304.3541
2969	693292.1223
2970	693257.822
2971	693206.971
2972	693128.2595
2973	693027.521
2974	692659.9318
2975	692635.3213
2976	692600.8326
2977	692550.007
2978	692498.3773
2979	692478.877
2980	692471.5249
2981	692186.6724
2982	692178.7662
2983	692149.4102
2984	692113.7631
2985	691700.8654
2986	691657.8186
2987	691643.3311
2988	691637.5723
2989	691605.9628
2990	691588.7503
2991	691525.0666
2992	691490.7633
2993	691351.0935
2994	691309.8743
2995	691285.0603
2996	691259.3408
2997	691165.3887
2998	691140.5187
2999	691108.0794
