floor,floors_count,rooms_count,total_meters,price,distance_to_subway,distance_to_center,district_rank
14,23,1,31.3,4590000,0.00042440798726862034,14800.918746849322,18
12,14,1,40.41,14900000,0.0008488710754344038,4959.245931056914,9
1,18,1,42.2,12600000,0.0007406124178147204,9472.614698630448,14
2,19,1,32.0,8000000,0.0008065649769145697,13292.558192721694,7
24,24,1,41.0,6425000,0.000392240360789206,14739.642872447726,18
6,19,1,33.54,8300000,0.0003164567475881188,8458.800578056811,15
9,17,1,42.0,6800000,0.0,12137.663714909688,13
2,10,1,41.0,10050043,0.0002237706583249908,12341.274823653108,9
15,17,1,33.7,7500000,0.00036277906661836526,8922.810337315967,9
12,14,1,37.0,7900000,0.0002915653654644408,12728.406442440662,9
16,24,1,34.7,6300000,0.000727970597477248,15414.70798678371,6
2,5,1,33.4,6950155,0.0,19482.833647741056,7
3,12,1,49.0,13900000,0.0009119611786322062,6919.6106214731335,7
2,7,1,29.1,7750000,0.001572143287837642,3336.70172644121,1
5,5,1,30.2,5500000,0.0007764479457998447,7821.263023768808,8
2,15,1,39.5,8164532,0.0006096129153284364,9953.492171183058,15
5,5,1,31.1,5200000,0.0005452529151752277,9576.738955962732,7
3,4,1,26.22,5332010,0.0,21616.979981219512,18
10,10,1,33.8,6480000,0.0027943502091749726,8623.211050595319,15
1,5,1,42.86,7434350,0.0,27351.023161351302,16
10,24,1,33.2,5000000,0.00023624053360519893,14076.095534303193,15
7,9,1,33.4,5500000,0.0006023655220276426,10688.534918358384,14
4,9,1,30.0,6300000,0.0014142734198356727,6569.466103889466,6
1,12,1,33.6,4800000,0.0,11057.407449642975,8
7,12,1,43.4,5300000,0.0005087080722025813,13835.751466223226,6
2,5,1,30.2,4500000,0.000317636680770187,10336.010550207255,10
10,12,1,38.3,7300000,0.0004934662575661738,10006.52487572006,9
4,7,1,42.9,24980000,0.0009276132935055327,3749.575306993095,2
9,23,1,37.3,5850000,0.00023370585949167842,14212.907583298076,15
9,12,1,38.1,7200000,0.0005243695068583054,8953.208229292197,9
2,16,1,38.0,9990000,0.0008075056051920299,5622.735184762103,4
13,19,1,44.8,8600000,0.0002381508009345773,12280.167457418776,9
14,23,1,39.68,7691513,0.0,13776.493199782368,9
