floor,floors_count,rooms_count,total_meters,price,distance_to_subway,distance_to_center,district_rank
2,11,2,71.87,24359720,0.002691499980391655,5337.23626028407,10
3,8,2,79.6,42500000,0.0028317422250699956,2973.3094365081565,2
3,23,2,124.4,40193640,0.0008606429687940384,7074.693753651223,6
4,5,2,51.5,15500000,0.00039600083776572564,4171.657927604676,4
6,8,2,68.9,29137942,0.0007796067408117638,3531.0111824615014,1
7,11,2,76.5,22500000,0.000700371942215788,2925.3745474317566,4
2,9,2,59.87,17009999,0.00024131935475818608,4386.753252758496,3
11,18,2,65.5,16600000,0.0007157045201062072,5378.2070430660315,4
5,12,2,46.0,16826400,0.0,45698.99600438173,5
3,11,2,45.9,14458500,0.0021087170959393367,7984.230239493426,9
2,9,2,49.64,11676359,0.0,14219.929287195602,13
4,13,2,43.0,16200000,0.002943842839054113,4144.240016860106,4
5,25,2,78.7,14402100,0.0006845045686329397,12774.579788042094,8
7,17,2,74.5,17890000,0.0009125379602749768,4974.065515998596,4
17,24,2,53.8,9221320,0.0,14467.660341501061,9
3,5,2,42.6,7990000,0.0014665708114033023,7399.902701495692,7
2,7,2,69.9,20131000,0.0006293340826788704,1751.5097914296496,3
3,3,2,81.9,45000000,0.0,1921.0795364649518,2
3,8,2,68.34,30076946,0.0027167605928378087,2612.434051709723,1
3,11,2,77.0,43900000,0.0004969811736658589,3673.0205801863285,1
5,8,2,64.9,27160650,0.000797014911166779,4033.544608364312,1
4,8,2,70.0,32000000,0.0007796067408117638,3531.0111824615014,1
5,15,2,57.3,24500000,0.001140434331557724,5895.844544992677,10
3,17,2,65.7,15300000,0.0013345287077224748,7594.765418480114,7
4,14,2,73.5,16900000,0.0008341954132490306,4968.431631777675,7
2,8,2,70.0,22400000,0.0,3740.56702629315,1
13,19,2,65.0,12590000,0.0005114451508966401,5979.765977627226,4
3,6,2,72.3,40343400,0.0014486231604305111,9303.52686532759,7
3,10,2,78.8,37400000,0.0005480700515330452,4409.175466634668,2
7,7,2,54.7,27000000,0.0017169848161366443,3074.1055689845875,3
4,4,2,89.0,84500000,0.0,1786.3094131979217,2
4,6,2,76.6,37103093,0.0,2296.56219874578,1
1,4,2,111.3,127666888,0.0,4280.103420965616,1
3,20,2,86.4,22339999,0.0,6973.704459245435,4
4,6,2,77.0,38134021,0.0,2296.56219874578,1
3,23,2,50.14,8772153,0.0,13805.204170430852,9
23,25,2,59.2,7210000,0.0,15265.465532084103,6
3,7,2,59.2,23680000,0.0019217993387368993,3236.420320870265,1
1,5,2,101.6,84858453,0.0009325712040608985,5530.706153118401,1
25,27,2,44.0,9760212,0.0,16176.821458851662,6
2,13,2,53.7,6200000,0.0,22703.42501535377,18
4,9,2,45.9,9700000,0.000998288690025924,11149.21237090014,8
4,5,2,37.0,7295000,0.0009513406046783566,9811.5514243349,14
4,9,2,64.6,20546283,0.0012671506381348664,2431.4119256350064,4
8,25,2,70.0,27900000,0.0014940620127188336,2530.686457934261,6
4,9,2,58.16,22100800,0.0008667257292285963,2749.465268207675,1
3,5,2,71.3,39950000,0.0,21966.707780148186,5
11,12,2,58.6,20510000,0.0011961205477479906,5006.838569585699,9
5,5,2,57.14,8650000,0.0,5460.956095504698,11
13,13,2,55.0,24000000,0.0003595947170311076,5505.659556532029,10
6,10,2,60.1,12500000,0.0007883428656203066,13838.689530384034,14
1,7,2,63.0,29275793,0.00037291542754247633,2673.156932450627,4
6,7,2,67.6,54900000,0.0,1008.6626341835452,3
4,9,2,82.31,36669105,0.0008907437739749439,2750.7766748482773,4
5,12,2,48.0,9300000,0.0009733780077364872,12185.036569399417,6
8,17,2,55.0,9990000,0.00048634222566223024,11435.766836129958,15
3,8,2,72.9,30618000,0.00046367804768863627,3918.5140509483917,1
8,25,2,56.5,12250000,0.00028897842735369904,13227.739696276865,9
3,10,2,53.98,20345062,0.0023737459827687245,5037.781360137036,9
5,8,2,73.0,31900000,0.0007647119970591961,3918.5140509483917,1
5,5,2,98.0,48900000,0.002031079535577519,4288.032411529416,1
2,10,2,62.3,16821000,0.0009920364536725808,7753.977042357422,6
5,15,2,64.2,17990000,0.001220058594400915,5060.447434061308,9
2,11,2,56.13,17694982,0.0008598427095825661,7328.485835206947,7
4,4,2,76.0,17500000,0.002946836247553119,3264.1514857484194,2
5,9,2,73.2,23292240,0.0005839236475528783,3372.3078697533624,1
6,19,2,54.0,13000000,0.0018770184332539254,11219.248874345627,6
3,14,2,71.3,30500000,0.0003532830623538281,5685.024503214493,8
5,5,2,45.0,5600000,0.0,15464.864423178038,13
8,12,2,68.8,19800000,0.001809267428977409,5113.850529863661,9
2,10,2,61.65,24660000,0.005233786065658821,3896.0540483730765,7
3,5,2,45.7,7700000,0.00028837292712913985,6853.284608162089,10
2,12,2,65.08,14643000,0.0002443202332049146,11930.967202371161,9
3,9,2,76.1,33300000,0.0004629074112514332,3372.3078697533624,1
3,14,2,51.5,14447552,0.0003710789876812801,6270.818078420478,14
2,5,2,43.1,10100000,0.0009640384149752993,8339.832637293342,6
10,12,2,54.2,11441620,0.0009755093336249015,12031.044755589239,7
8,8,2,58.0,8000000,0.0004049388038029331,11521.75069326163,15
2,12,2,47.8,12949593,0.0003710789876812801,6270.818078420478,14
2,4,2,54.08,9000000,0.0023844030838900366,3444.1116471393993,6
3,5,2,66.2,15557000,0.0004040844495318558,13073.080330525087,6
3,9,2,45.9,10200000,0.0021071234144854592,12706.06613675592,6
2,10,2,66.86,26680015,0.0017087955528046644,3391.171221789887,3
5,5,2,43.0,6300000,0.0012524401112392661,11636.198729751663,15
1,4,2,55.32,11500499,0.0,16877.695165155063,13
11,11,2,52.1,11000000,0.0013268743208607442,11407.631360834575,6
9,17,2,61.39,14426650,0.0002374534952760344,4178.483754247512,4
3,4,2,52.2,8895000,0.0011472131137237494,3247.3380811399284,6
4,13,2,62.5,17000000,0.0010103654064908573,3457.7773385025757,4
2,16,2,56.74,14756890,0.0019210881944039999,6484.865344790792,9
2,6,2,75.8,19999000,0.0017023057023417452,863.366912187708,2
8,9,2,44.1,6400000,0.0006905786456071298,10243.088632438721,15
7,8,2,60.4,11800000,0.0004558229113842299,10300.252871383827,7
3,7,2,75.0,26000000,0.0010260155889564478,3328.877821306872,2
2,5,2,42.0,7200000,0.0010213947425861075,12030.734294937934,7
2,12,2,68.56,16882215,0.00026808539679687833,11481.157584312961,9
4,5,2,54.8,26000000,0.0034019602054653963,4616.054328171365,1
2,13,2,51.53,12348888,0.0,12436.029890540683,9
12,12,2,54.1,8000000,0.0007123682098296126,13835.408357698598,14
2,15,2,71.1,16928910,0.0007119083617079709,8999.34609272824,15
7,16,2,57.8,10800000,0.0006083827293231791,5688.366794678347,4
14,17,2,75.1,17500000,0.0009125379602749768,4974.065515998596,4
4,4,2,40.0,11500000,0.0012947991449165125,3196.592204612951,1
3,8,2,70.7,31108000,0.0021384483396120297,3220.8379309852594,1
6,16,2,56.0,11290000,0.00037555376009442256,10869.734014975986,13
2,9,2,43.8,6300000,0.000318357620012898,13872.108224160243,17
6,6,2,41.8,7200000,0.001684170584460313,8377.29233883499,17
14,25,2,53.0,8200000,0.000392240360789206,14739.642872447726,18
2,7,2,81.5,15950000,0.0,1891.4070623637738,5
2,12,2,54.3,13575000,0.0006998423123496174,6344.425921978766,10
11,17,2,65.8,9790000,0.0,11822.800873199276,13
3,4,2,71.0,26900000,0.0010201560664103095,1601.7682923355167,3
4,5,2,83.2,22600000,0.010934071189270799,590.0197940884191,2
1,9,2,45.1,6490000,0.0003238962057452146,13962.365593053877,17
7,10,2,57.8,8997000,0.00039285080293879063,13595.26739764355,17
4,10,2,73.3,15800000,0.0011717919471977648,9432.767035771254,15
1,5,2,55.4,10990000,0.0024581194846994324,5278.768712560279,9
6,9,2,50.8,8150000,0.0003298826200464146,7632.755951135834,10
2,7,2,62.26,12790410,0.00032355470739914993,13234.458174633584,9
2,15,2,73.5,25000000,0.002701519719898527,3982.7172180962602,7
20,25,2,65.3,14200000,0.0005220527876831483,6121.230174999869,8
9,9,2,44.6,7100000,0.0010230460687638175,11381.274238726164,14
9,9,2,45.1,7900000,0.0008946358900275081,10921.90787846801,8
4,5,2,51.22,10300418,0.0,21185.275457156422,7
3,17,2,75.0,19900000,0.0012164841233936374,11763.563767973805,14
2,15,2,52.6,9703130,0.0006096129153284364,9953.492171183058,15
10,26,2,76.6,16100000,0.002341400696249683,6447.126714797336,9
4,5,2,56.14,10415600,0.0,27351.023161351302,16
4,9,2,50.4,8500000,0.0,24632.880977340064,16
4,12,2,50.7,10900000,0.0,13536.449593551342,13
3,3,2,58.0,25000000,0.002402215018664328,3742.8422000767205,2
4,5,2,45.1,6700000,0.0004718631418014895,13349.449141031417,17
18,23,2,54.54,9809028,0.0,13695.060398941205,9
8,12,2,47.3,8000000,0.0,11754.775851389657,13
7,23,2,54.51,9432038,0.0,13945.265531297353,9
3,6,2,62.0,13990000,0.0016337159703566828,6098.897221822705,7
3,9,2,65.33,15154350,0.0,14219.929287195602,13
7,7,2,116.6,52470000,0.0,2511.1923625889776,2
9,9,2,64.17,16106458,0.0,14219.929287195602,13
2,4,2,79.1,22900000,0.0012477430743151172,2167.992891611918,4
3,9,2,58.01,14050012,0.0,14219.929287195602,13
4,5,2,43.7,14000000,0.0011995173815408618,2009.7928964033897,1
11,23,2,53.94,9393984,0.0,14009.961604137785,9
1,9,2,44.1,6840000,0.002714364484647211,10855.006337007562,6
3,4,2,67.6,15000000,0.0016464623353544226,1376.3987967972403,3
3,5,2,52.8,7800000,0.0032005554384048414,4871.885698573055,6
4,5,2,53.1,7450000,0.0010358516162949382,4500.314541897341,3
12,12,2,52.5,8900000,0.0008808835187328127,11032.41075096329,8
1,5,2,43.9,8000000,0.0009947574847835956,3009.408218924143,3
7,8,2,70.6,31076907,0.0007796067408117638,3531.0111824615014,1
8,9,2,44.1,7500000,0.0010455057645490297,10931.906555928885,15
2,9,2,45.7,5600000,0.0,27394.326575948682,16
9,9,2,45.5,5900000,0.00022110400722923987,14534.974276457107,13
11,12,2,52.2,10510000,0.0007083910108136672,8043.443191264563,9
7,12,2,53.5,9990000,0.0007773021961285232,9835.16857388974,7
3,4,2,49.3,10190000,0.0,16509.69339546468,13
14,17,2,55.18,14200000,0.0002229350492838241,6536.995932693274,10
7,11,2,60.9,15518210,0.0012618841324962757,11691.385622017355,15
3,4,2,70.1,20790000,0.002648387503529397,1846.869319134535,3
2,6,2,53.2,17392600,0.003090998157781269,2118.369317823293,4
12,14,2,61.06,19719999,0.0,6908.371857739092,10
3,5,2,90.9,17300000,0.0019681479046627557,3960.828158577543,2
7,11,2,55.9,14248242,0.0012618841324962757,11691.385622017355,15
3,25,2,62.0,16700000,0.0014261539354678248,12636.838188921112,7
14,26,2,52.5,14300000,0.0024308328653715266,10666.840085345038,14
12,14,2,69.95,21409999,0.0,6908.371857739092,10
2,5,2,76.9,17700000,0.0004503821252421053,4264.497641776217,4
5,8,2,96.8,37674665,0.0007796067408117638,3531.0111824615014,1
7,19,2,60.5,15890000,0.001412957398388488,7697.386411679254,15
7,8,2,78.1,32749038,0.0007796067408117638,3531.0111824615014,1
3,8,2,89.1,45000000,0.001604443193188144,4065.2892642214083,1
6,9,2,58.74,19629999,0.00024131935475818608,4386.753252758496,3
5,6,2,91.0,23500000,0.0016844965885728952,1723.2894882970807,2
2,7,2,80.51,25367907,0.001873124201333252,2427.235424631879,4
1,9,2,49.1,7250000,0.0011350760153610523,9819.46430247575,14
7,9,2,60.72,17849999,0.00024131935475818608,4386.753252758496,3
2,9,2,47.0,6500000,0.0,15442.79514004875,13
9,9,2,52.1,12250000,0.001070956673646747,9612.942086372523,14
5,7,2,101.16,33633171,0.001873124201333252,2427.235424631879,4
4,6,2,61.7,13800000,0.0014422838584014443,2546.046318322283,4
6,7,2,90.96,29218260,0.001873124201333252,2427.235424631879,4
8,14,2,58.8,13490000,0.0011299032997595132,11774.01433540708,14
14,14,2,50.7,9200000,0.0010495770938494793,12553.09805638248,6
24,25,2,53.0,10200000,0.0002859613721544279,11488.675004050427,9
1,24,2,52.7,9338440,0.0,14362.465765447467,9
3,5,2,44.3,6100000,0.0005533436336820724,10402.02252836376,15
4,14,2,71.36,20309999,0.0,6908.371857739092,10
3,5,2,49.0,14700000,0.0012341831024038278,1873.733581602344,2
5,6,2,54.9,9900000,0.0002889271158573846,3706.956578511292,3
2,5,2,45.0,8000000,0.0008562451849318587,9026.066794440425,7
4,9,2,61.8,19409999,0.00024131935475818608,4386.753252758496,3
2,3,2,106.3,110000000,0.000847712945965506,1293.1074527464245,3
5,25,2,71.72,28063918,0.0014625032939982365,10341.328270571776,7
5,9,2,57.4,7490000,0.0,10507.602442858639,16
1,17,2,54.9,9854550,0.0,14290.641545382729,9
19,19,2,80.5,26900000,0.0017783539788990262,4471.629454397635,7
10,11,2,53.2,15379261,0.0012618841324962757,11691.385622017355,15
7,12,2,54.0,12250000,0.0,27725.03866469646,9
11,25,2,77.6,15698480,0.0006845045686329397,12774.579788042094,8
2,8,2,52.0,18850000,0.005291079940110172,3763.9339869255887,3
6,9,2,50.6,8280000,0.0,28048.15160955004,16
1,17,2,52.2,9197640,0.0,14290.641545382729,9
4,5,2,64.4,13524000,0.006509208288705872,3749.5737080363087,6
4,11,2,77.58,25896204,0.002691499980391655,5337.23626028407,10
2,5,2,49.9,11500000,0.002161130188916421,2394.19343781774,1
2,8,2,73.31,31838533,0.0027167605928378087,2612.434051709723,1
3,15,2,73.6,27850000,0.002701519719898527,3982.7172180962602,7
8,12,2,70.7,34842333,0.0,45698.99600438173,5
2,5,2,66.5,13950000,0.00207594303654311,1442.71535513756,4
4,5,2,43.6,6200000,0.0005410462036838524,12787.124318048083,17
8,8,2,94.93,106905419,0.0027167605928378087,2612.434051709723,1
6,25,2,47.8,9600000,0.0002965068124446171,12639.05261274503,9
3,8,2,73.8,32479933,0.0027167605928378087,2612.434051709723,1
7,14,2,46.3,9500000,0.0006850150793402811,12032.194305250989,8
2,10,2,67.0,15580000,0.0015141672056468887,4285.214150520525,14
6,6,2,52.2,10500000,0.002774376650275064,7773.91667788433,17
2,12,2,50.6,9590000,0.0010613451070071618,10741.06505389429,7
4,12,2,81.5,35900000,0.0005687146449109781,4364.069659013193,2
9,12,2,70.2,36288480,0.0,45698.99600438173,5
7,9,2,47.2,8200000,0.0007395247765931604,11407.397994530587,7
1,5,2,53.0,11200000,0.0013660628616852242,8008.19812980864,6
17,23,2,59.1,9500000,0.00022821642913304206,14260.439572187806,15
3,11,2,92.18,30778902,0.002691499980391655,5337.23626028407,10
4,5,2,44.1,6990000,0.0008016132904634431,10375.066989094254,14
7,11,2,83.91,32817201,0.002691499980391655,5337.23626028407,10
2,4,2,76.4,10500000,0.0011461917494054146,3972.4241752953108,14
20,23,2,169.7,67964850,0.0008606429687940384,7074.693753651223,6
6,16,2,48.0,11000000,0.0008907691596907035,5117.321803631587,4
4,23,2,124.6,40544840,0.0008606429687940384,7074.693753651223,6
23,26,2,76.5,14500000,0.0011760098739673542,11288.578152193719,6
3,18,2,59.3,8700000,0.0,12719.49801561057,10
3,6,2,66.2,13175000,0.0004950749683922909,9746.718302353407,9
4,12,2,90.66,25049358,0.0002443202332049146,11930.967202371161,9
6,16,2,68.9,15500000,0.0,14094.442949146545,13
23,27,2,53.76,10592098,0.00026152698674096806,16044.327746041614,6
4,17,2,56.5,11700000,0.0010283297552140165,8268.967203940705,9
32,36,2,51.4,10250000,0.0006377464478682051,14356.517722025641,15
9,12,2,47.3,8300000,0.001578038904980345,10446.294633813315,15
2,14,2,55.0,16450000,0.002701519719898527,3982.7172180962602,7
6,9,2,67.37,22112297,0.0012671506381348664,2431.4119256350064,4
7,12,2,48.3,9490000,0.0016281584604611935,8261.02609357067,9
17,27,2,52.94,10843797,0.0002601289583126559,16052.536518364846,6
8,29,2,65.0,13800000,0.0006316874976618744,15566.768166250828,6
3,8,2,65.96,29540000,0.0017169116406143784,3259.869239767524,1
10,25,2,67.48,16432206,0.0022092997571388586,6516.88336096182,9
22,25,2,64.6,11899000,0.0,11486.392020136496,9
6,25,2,68.64,15961708,0.0022092997571388586,6516.88336096182,9
5,8,2,68.2,11600000,0.0,12533.382600189801,13
10,18,2,67.1,17332793,0.0011680118701997276,4958.649701377589,3
5,5,2,59.4,11980000,0.0,27887.045778372627,18
2,10,2,77.5,25171590,0.001809267428977409,5113.850529863661,9
15,24,2,50.0,8450000,0.0,14339.856690542538,9
10,18,2,64.8,17680315,0.0011127270923814955,4568.991465194513,3
5,5,2,41.3,6700000,0.0015768289621093162,8830.216166086248,8
4,10,2,79.9,25267437,0.001809267428977409,5113.850529863661,9
1,8,2,69.0,18950000,0.0007647119970591961,3918.5140509483917,1
4,9,2,69.94,24762257,0.0008667257292285963,2749.465268207675,1
4,10,2,74.0,22200000,0.0004686506157848395,3762.615198787548,4
1,5,2,46.0,6000000,0.000665365647078173,11284.399259029362,15
5,13,2,76.6,30257000,0.0010429654096151472,3401.5421004811155,1
3,5,2,69.0,13300000,0.0002996202478695734,9618.894788385387,10
9,12,2,57.64,17000000,0.0007061490931202307,4604.30782464311,6
5,5,2,41.5,7800000,0.00022377072256199668,7344.826294747956,10
5,9,2,69.06,26532082,0.0012671506381348664,2431.4119256350064,4
8,12,2,52.3,9300000,0.000658992048730251,9597.418406737626,9
8,12,2,57.44,16900000,0.0007061490931202307,4604.30782464311,6
4,4,2,48.5,6950000,0.0,20220.95924648944,16
7,8,2,95.5,48691256,0.0017169116406143784,3259.869239767524,1
2,5,2,44.0,5900000,0.0,26205.69857173459,16
5,9,2,66.86,23671783,0.0008667257292285963,2749.465268207675,1
9,9,2,65.5,25900000,0.000762691189240529,3447.8042238579596,4
8,9,2,85.2,36306692,0.0008001889571493832,4451.82331868231,1
6,9,2,45.5,7950000,0.002541116857940322,12680.020991308782,6
9,26,2,62.2,10387400,0.0003760631047384305,14765.691186827775,18
5,11,2,63.5,21900000,0.0009125843124325973,4297.0016657801725,4
2,9,2,95.64,38935044,0.0008907437739749439,2750.7766748482773,4
6,14,2,50.5,6500000,0.0,28058.41817247743,13
8,10,2,61.3,17930250,0.0009920364536725808,7753.977042357422,6
10,12,2,55.6,10850000,0.0007787287052136041,9352.773319766527,9
3,15,2,74.6,19800000,0.0014181408499657165,7356.713718430801,8
4,7,2,93.5,45036429,0.0017169116406143784,3259.869239767524,1
6,7,2,74.3,36550000,0.0008866513553726553,2899.001829799266,1
4,5,2,43.8,6700000,0.00235287234527743,11893.8537878919,15
1,5,2,33.2,9000000,0.003349567379136988,2697.3539210297317,1
11,13,2,52.4,10799000,0.0006790920990284593,9556.176110666938,9
3,5,2,45.0,6950000,0.0007524082898704528,12634.193804330327,8
18,25,2,55.0,10000000,0.00031023599675714233,12193.497339250905,17
3,10,2,62.14,22749454,0.0023737459827687245,5037.781360137036,9
3,9,2,45.0,8800000,0.000771070944323104,10559.686636283584,15
6,8,2,110.2,26000000,0.0011511927748178155,2481.6711294339166,4
7,23,2,68.2,16417370,0.0010317245879766614,13235.02215092884,6
6,6,2,80.0,29400000,0.0019233577575218752,3390.758215513045,2
6,12,2,50.0,8500000,0.00022123027868217976,7299.1263982048395,10
2,10,2,64.26,23152878,0.0023737459827687245,5037.781360137036,9
3,7,2,45.0,18800000,0.0007351632110259422,1751.5097914296496,3
8,12,2,93.1,32900000,0.0031254157044045493,2756.5880768986144,1
7,12,2,54.7,9990000,0.0005678672195023965,9831.992193836897,9
1,5,2,51.3,9979000,0.0008245820823139772,3703.0104599782435,2
5,5,2,42.7,7200000,0.0008858027546301089,6370.243707542641,17
5,8,2,65.7,22000000,0.0011565359618616994,7581.709996212342,7
5,15,2,55.1,13100000,0.000636758317053478,7637.302897299916,15
1,7,2,89.8,39654333,0.00037291542754247633,2673.156932450627,4
5,9,2,74.0,32350000,0.0010166997811603537,2882.389207441023,4
7,7,2,55.8,27220000,0.0017169848161366443,3074.1055689845875,3
18,24,2,67.1,16997000,0.000532459897014828,8773.21393021201,15
6,19,2,68.4,23800000,0.003721539352521512,4141.1852445752775,3
1,4,2,69.0,24150000,0.001051262551194305,1217.4601198315363,3
5,15,2,59.64,24500000,0.0,5895.844544992677,10
4,4,2,81.8,24900000,0.0011693140298161553,2364.5909359888724,1
5,9,2,58.8,25000000,0.001054454208145571,4968.431631777675,7
5,9,2,53.8,25850733,0.0024977195314226856,2853.7814454790096,1
3,7,2,74.4,26000000,0.0010260155889564478,3328.877821306872,2
8,20,2,70.8,27500000,0.0013043732019337045,4683.216833441361,9
2,8,2,83.0,27990000,0.0032710510780146005,2296.393256610111,1
19,24,2,104.0,28990000,0.0,9972.29550953488,7
7,8,2,75.0,29490000,0.0,3393.5788639382645,3
2,3,2,93.7,29500000,0.0,1768.825751239452,4
7,8,2,75.5,29900000,0.0005906417832052892,3531.0111824615014,1
1,5,2,60.0,29990000,0.0017364470095408112,3477.525218138675,2
9,14,2,73.5,30400000,0.002701519719898527,3982.7172180962602,7
5,10,2,80.8,30990000,0.0003595947170311076,5505.659556532029,10
2,9,2,65.3,31800000,0.000726616254438938,3603.386068909526,1
23,23,2,92.0,31900000,0.0012543115437903941,11463.865737588883,15
8,10,2,70.1,31900000,0.0005499837701337888,3461.327499486661,1
7,8,2,68.0,32000000,0.001227252932227685,8643.95796943597,9
2,4,2,81.3,32650000,0.0,15634.20093863683,5
4,14,2,76.2,33490000,0.002317880170664982,2118.7191927206495,1
5,5,2,86.9,35000000,0.0015358181201569946,2216.180025555933,1
4,5,2,75.4,35500000,0.0010736374968917774,654.3287713370096,2
2,14,2,62.0,35800000,0.0017942068675029907,3014.0802698725065,1
4,8,2,70.0,35900000,0.0007588919730156744,3740.56702629315,1
3,5,2,66.1,36999000,0.0,21966.707780148186,5
3,10,2,79.0,37400000,0.0005480700515330452,4409.175466634668,2
8,12,2,70.0,38000000,0.0009089629074740783,3305.9163734200265,1
2,3,2,93.5,39000000,0.0012200139437480982,1151.289695083872,4
2,7,2,119.7,40231768,0.0017629605680533039,2480.8356667947337,4
2,6,2,99.3,40000000,0.0014857421617179166,9030.056314736203,7
2,4,2,92.9,41900000,0.002827595735694962,2187.7568744766304,2
5,8,2,75.6,45300000,0.00099309169547566,2673.7942247286455,1
7,7,2,91.9,46239000,0.0009688857226748248,2899.001829799266,1
7,9,2,67.59,47313000,0.003556913949613382,1432.9172232560145,1
5,6,2,84.2,50000000,0.0020065891815042396,3113.0007382620515,2
6,6,2,81.98,53280000,0.0020065891815042396,3113.0007382620515,2
7,11,2,101.7,55000000,0.004091631140662996,2722.2409946701628,2
5,8,2,82.3,59000000,0.0005349521078156566,3936.967246828763,2
5,5,2,88.0,62400000,0.001791134462664525,1269.8679551367736,1
4,8,2,150.0,79900000,0.012322870052150468,4439.673837499486,1
6,9,2,107.14,80410106,0.0010960334586016364,3229.846786518408,1
1,6,2,126.91,95182500,0.00139507676919895,4268.531003264097,1
5,5,2,42.0,4600000,0.0,26189.442350609246,16
5,5,2,43.0,5190000,0.0,17570.38416430844,16
1,2,2,35.0,5200000,0.0,23203.88688537752,11
5,5,2,51.5,5325000,0.0,25178.85546119922,18
3,5,2,45.4,5500000,0.0006861372913625187,10691.12061271452,15
2,8,2,35.92,5819040,0.0,26382.5299740703,13
1,8,2,37.22,5899370,0.0,26382.5299740703,13
5,8,2,36.75,6192375,0.0,26396.73922550963,13
4,5,2,42.0,6200000,0.0002451803505197079,13934.760420635681,13
1,5,2,44.2,6200000,0.0003955775223725288,12527.42966716449,8
1,5,2,43.0,6300000,0.0,9465.590947327995,8
21,23,2,36.6,6400000,0.0,11455.946108397104,10
3,5,2,43.4,6400000,0.0,24451.76897397471,11
2,12,2,42.6,6490000,0.0002775553788389638,6001.934911803295,10
8,9,2,50.0,6500000,0.0,26827.21855818568,16
4,8,2,41.21,6676020,0.0,26382.5299740703,13
5,9,2,44.0,6750000,0.000618823648824059,10483.001418333477,15
2,9,2,45.5,6800000,0.0,7529.997124657356,10
1,5,2,45.5,6850000,0.001145720454597917,6722.54210697801,10
6,9,2,44.3,7200000,0.0015101014809577983,9405.696013354003,14
2,25,2,48.15,7222500,0.0,6146.635440363442,10
3,9,2,63.5,7150000,0.0,20231.331042036807,18
9,10,2,51.3,7300000,0.0,12692.477801050605,10
11,25,2,46.0,7300000,0.0,6146.635440363442,10
5,5,2,44.0,7300000,0.0002937320652480302,8366.999999924687,8
2,5,2,45.0,7400000,0.0003070988486568658,11288.52352775938,8
16,23,2,71.0,7490000,0.0,15265.465532084103,6
3,8,2,46.58,7545960,0.0,26396.73922550963,13
3,8,2,46.85,7589700,0.0,26382.5299740703,13
3,3,2,46.2,7500000,0.0,28177.544063307036,18
1,9,2,50.3,7505000,0.0014967884527712309,12128.578694556949,6
2,25,2,51.22,7683000,0.0,6146.635440363442,10
8,25,2,49.12,7736400,0.0,6146.635440363442,10
2,5,2,45.5,7700000,0.001349575292011593,10223.114555603457,15
9,11,2,59.5,7735000,0.00032693710312849974,15274.675709375642,18
1,14,2,45.1,7750000,0.000612030404787943,9652.362479436219,9
5,5,2,42.2,7800000,0.0002783349864062867,14292.370945353214,7
11,11,2,60.6,7878000,0.00032693710312849974,15274.675709375642,18
2,22,2,52.2,7986600,0.00021535083109416693,12489.10985970657,10
9,10,2,57.1,7990000,0.000639500161733373,8650.56280865903,9
3,9,2,44.2,8000000,0.0005928209938788637,11178.510251840591,14
8,12,2,52.2,8000000,0.0005794307905298133,9658.519319243465,9
13,22,2,50.7,8137350,0.00021535083109416693,12489.10985970657,10
4,10,2,43.3,8100000,0.0016048504294291467,6338.5655295049355,9
3,10,2,50.1,8050000,0.0009311119266748503,12979.130602821637,14
3,8,2,50.43,8169660,0.0,26382.5299740703,13
2,25,2,46.91,8209250,0.0,6146.635440363442,10
10,25,2,51.91,8175825,0.0,6146.635440363442,10
4,5,2,45.0,8200000,0.0011671701015395703,8779.36320637356,6
2,12,2,42.7,8200000,0.0008947591251768844,11031.790957955138,7
14,14,2,52.0,8280000,0.0010860228591744918,12531.461622663774,6
1,23,2,37.54,8389357,0.0,11775.989545988597,15
8,9,2,50.7,8360000,0.0005083100477629862,11788.74936179954,6
3,5,2,50.7,8350000,0.0011626220864161122,16921.253067998787,15
1,6,2,56.5,8305500,0.0,45979.087033098025,5
8,16,2,51.2,8500000,0.00030728809165151446,10061.34817980766,10
2,9,2,50.5,8500000,0.0,7651.385940109074,10
5,8,2,53.01,8587620,0.0,26382.5299740703,13
8,10,2,62.6,8600000,0.0,19910.266412043853,18
2,25,2,49.96,8743000,0.0,6146.635440363442,10
1,6,2,59.5,8746500,0.0,45890.75875621721,5
1,24,2,52.5,8762250,0.0,14467.660341501061,9
4,23,2,48.97,8899638,0.0,13945.265531297353,9
4,10,2,39.0,8803883,0.0002674137506171582,11806.833771985788,9
4,9,2,44.0,8800000,0.0,9900.614000632902,8
1,17,2,49.4,8892000,0.0,14290.641545382729,9
6,9,2,46.0,8949000,0.0015195617000032396,11955.050606574032,6
17,23,2,36.5,8986249,0.0,11795.765473225289,15
9,14,2,55.8,8900000,0.0005962636111969915,8944.086093365528,14
12,12,2,55.8,8928000,0.0,15129.081635349468,18
3,5,2,41.2,8900000,0.0,1860.7668440761272,5
11,11,2,57.6,8974080,0.00031290301982135583,15411.872673248976,18
1,17,2,52.0,8970000,0.0,14290.641545382729,9
1,6,2,60.9,8952300,0.0,45979.087033098025,5
3,5,2,44.4,8999000,0.0015931254567588028,12498.502577314279,8
10,23,2,53.94,9088624,0.0,13805.204170430852,9
12,12,2,56.5,9040000,0.0,15129.081635349468,18
19,23,2,48.24,9097039,0.0,13945.265531297353,9
4,23,2,50.14,9068475,0.0,14009.961604137785,9
1,24,2,52.0,9001200,0.0,14467.660341501061,9
1,17,2,51.4,9097800,0.0,14138.511883214756,9
